Country,Year,GDPWorld
Grenada,1/01/2008 0:00,0.002
Grenada,1/01/2009 0:00,0.002
Grenada,1/01/2010 0:00,0.002
Grenada,1/01/2011 0:00,0.002
Guatemala,1/01/1990 0:00,0.1
Guatemala,1/01/1991 0:00,0.101
Guatemala,1/01/1992 0:00,0.097
Guatemala,1/01/1993 0:00,0.098
Guatemala,1/01/1994 0:00,0.098
Guatemala,1/01/1995 0:00,0.099
Guatemala,1/01/1996 0:00,0.098
Guatemala,1/01/1997 0:00,0.098
Guatemala,1/01/1998 0:00,0.1
Guatemala,1/01/1999 0:00,0.1
Guatemala,1/01/2000 0:00,0.098
Guatemala,1/01/2001 0:00,0.098
Guatemala,1/01/2002 0:00,0.099
Guatemala,1/01/2003 0:00,0.098
Guatemala,1/01/2004 0:00,0.095
Guatemala,1/01/2005 0:00,0.092
Guatemala,1/01/2006 0:00,0.092
Guatemala,1/01/2007 0:00,0.093
Guatemala,1/01/2008 0:00,0.094
Guatemala,1/01/2009 0:00,0.095
Guatemala,1/01/2010 0:00,0.093
Guatemala,1/01/2011 0:00,0.094
Guinea,1/01/1990 0:00,0.017
Guinea,1/01/1991 0:00,0.017
Guinea,1/01/1992 0:00,0.016
Guinea,1/01/1993 0:00,0.016
Guinea,1/01/1994 0:00,0.016
Guinea,1/01/1995 0:00,0.016
Guinea,1/01/1996 0:00,0.017
Guinea,1/01/1997 0:00,0.017
Guinea,1/01/1998 0:00,0.017
Guinea,1/01/1999 0:00,0.017
Guinea,1/01/2000 0:00,0.017
Guinea,1/01/2001 0:00,0.017
Guinea,1/01/2002 0:00,0.017
Guinea,1/01/2003 0:00,0.017
Guinea,1/01/2004 0:00,0.016
Guinea,1/01/2005 0:00,0.015
Guinea,1/01/2006 0:00,0.015
Guinea,1/01/2007 0:00,0.014
Guinea,1/01/2008 0:00,0.015
Guinea,1/01/2009 0:00,0.015
Guinea-Bissau,1/01/1990 0:00,0.004
Guinea-Bissau,1/01/1991 0:00,0.004
Guinea-Bissau,1/01/1992 0:00,0.004
Guinea-Bissau,1/01/1993 0:00,0.004
Guinea-Bissau,1/01/1994 0:00,0.004
Guinea-Bissau,1/01/1995 0:00,0.004
Guinea-Bissau,1/01/1996 0:00,0.004
Guinea-Bissau,1/01/1997 0:00,0.004
Guinea-Bissau,1/01/1998 0:00,0.003
Guinea-Bissau,1/01/1999 0:00,0.003
Guinea-Bissau,1/01/2000 0:00,0.003
Guinea-Bissau,1/01/2001 0:00,0.003
Guinea-Bissau,1/01/2002 0:00,0.003
Guinea-Bissau,1/01/2003 0:00,0.003
Guinea-Bissau,1/01/2004 0:00,0.002
Guinea-Bissau,1/01/2005 0:00,0.002
Guinea-Bissau,1/01/2006 0:00,0.002
Guinea-Bissau,1/01/2007 0:00,0.002
Guinea-Bissau,1/01/2008 0:00,0.002
Guinea-Bissau,1/01/2009 0:00,0.002
Guinea-Bissau,1/01/2010 0:00,0.002
Guinea-Bissau,1/01/2011 0:00,0.002
Guyana,1/01/1990 0:00,0.007
Guyana,1/01/1991 0:00,0.007
Guyana,1/01/1992 0:00,0.007
Guyana,1/01/1993 0:00,0.008
Guyana,1/01/1994 0:00,0.008
Guyana,1/01/1995 0:00,0.008
Guyana,1/01/1996 0:00,0.008
Guyana,1/01/1997 0:00,0.009
Guyana,1/01/1998 0:00,0.008
Guyana,1/01/1999 0:00,0.008
Guyana,1/01/2000 0:00,0.008
Guyana,1/01/2001 0:00,0.008
Guyana,1/01/2002 0:00,0.008
Guyana,1/01/2003 0:00,0.007
Guyana,1/01/2004 0:00,0.007
Guyana,1/01/2005 0:00,0.007
Guyana,1/01/2006 0:00,0.007
Guyana,1/01/2007 0:00,0.007
Guyana,1/01/2008 0:00,0.007
Guyana,1/01/2009 0:00,0.007
Guyana,1/01/2010 0:00,0.007
Guyana,1/01/2011 0:00,0.007
Haiti,1/01/1990 0:00,0.03
Haiti,1/01/1991 0:00,0.03
Haiti,1/01/1992 0:00,0.027
Haiti,1/01/1993 0:00,0.025
Haiti,1/01/1994 0:00,0.021
Haiti,1/01/1995 0:00,0.023
Haiti,1/01/1996 0:00,0.023
Haiti,1/01/1997 0:00,0.022
Haiti,1/01/1998 0:00,0.022
Haiti,1/01/1999 0:00,0.022
Haiti,1/01/2000 0:00,0.021
Haiti,1/01/2001 0:00,0.021
Haiti,1/01/2002 0:00,0.02
Haiti,1/01/2003 0:00,0.019
Haiti,1/01/2004 0:00,0.018
Haiti,1/01/2005 0:00,0.017
Haiti,1/01/2006 0:00,0.017
Haiti,1/01/2007 0:00,0.017
Haiti,1/01/2008 0:00,0.016
Haiti,1/01/2009 0:00,0.017
Haiti,1/01/2010 0:00,0.015
Haiti,1/01/2011 0:00,0.015
Honduras,1/01/1990 0:00,0.047
Honduras,1/01/1991 0:00,0.048
Honduras,1/01/1992 0:00,0.046
Honduras,1/01/1993 0:00,0.048
Honduras,1/01/1994 0:00,0.046
Honduras,1/01/1995 0:00,0.046
Honduras,1/01/1996 0:00,0.046
Honduras,1/01/1997 0:00,0.046
Honduras,1/01/1998 0:00,0.047
Honduras,1/01/1999 0:00,0.044
Honduras,1/01/2000 0:00,0.045
Honduras,1/01/2001 0:00,0.045
Honduras,1/01/2002 0:00,0.045
Honduras,1/01/2003 0:00,0.046
Honduras,1/01/2004 0:00,0.045
Honduras,1/01/2005 0:00,0.044
Honduras,1/01/2006 0:00,0.045
Honduras,1/01/2007 0:00,0.045
Honduras,1/01/2008 0:00,0.046
Honduras,1/01/2009 0:00,0.045
Honduras,1/01/2010 0:00,0.045
Honduras,1/01/2011 0:00,0.045
Hungary,1/01/1990 0:00,0.407
Hungary,1/01/1991 0:00,0.352
Hungary,1/01/1992 0:00,0.31
Hungary,1/01/1993 0:00,0.302
Hungary,1/01/1994 0:00,0.302
Hungary,1/01/1995 0:00,0.298
Hungary,1/01/1996 0:00,0.288
Hungary,1/01/1997 0:00,0.285
Hungary,1/01/1998 0:00,0.289
Hungary,1/01/1999 0:00,0.288
Hungary,1/01/2000 0:00,0.287
Hungary,1/01/2001 0:00,0.291
Hungary,1/01/2002 0:00,0.296
Hungary,1/01/2003 0:00,0.296
Hungary,1/01/2004 0:00,0.298
Hungary,1/01/2005 0:00,0.297
Hungary,1/01/2006 0:00,0.294
Hungary,1/01/2007 0:00,0.279
Hungary,1/01/2008 0:00,0.275
Hungary,1/01/2009 0:00,0.258
Hungary,1/01/2010 0:00,0.248
Hungary,1/01/2011 0:00,0.243
Iceland,1/01/1990 0:00,0.02
Iceland,1/01/1991 0:00,0.02
Iceland,1/01/1992 0:00,0.018
Iceland,1/01/1993 0:00,0.017
Iceland,1/01/1994 0:00,0.017
Iceland,1/01/1995 0:00,0.017
Iceland,1/01/1996 0:00,0.017
Iceland,1/01/1997 0:00,0.017
Iceland,1/01/1998 0:00,0.018
Iceland,1/01/1999 0:00,0.018
Iceland,1/01/2000 0:00,0.018
Iceland,1/01/2001 0:00,0.018
Iceland,1/01/2002 0:00,0.018
Iceland,1/01/2003 0:00,0.017
Iceland,1/01/2004 0:00,0.018
Iceland,1/01/2005 0:00,0.018
Iceland,1/01/2006 0:00,0.018
Iceland,1/01/2007 0:00,0.018
Iceland,1/01/2008 0:00,0.018
Iceland,1/01/2009 0:00,0.017
Iceland,1/01/2010 0:00,0.016
Iceland,1/01/2011 0:00,0.015
India,1/01/1990 0:00,3.201
India,1/01/1991 0:00,3.171
India,1/01/1992 0:00,3.046
India,1/01/1993 0:00,3.126
India,1/01/1994 0:00,3.231
India,1/01/1995 0:00,3.352
India,1/01/1996 0:00,3.476
India,1/01/1997 0:00,3.472
India,1/01/1998 0:00,3.595
India,1/01/1999 0:00,3.778
India,1/01/2000 0:00,3.747
India,1/01/2001 0:00,3.842
India,1/01/2002 0:00,3.881
India,1/01/2003 0:00,4.033
India,1/01/2004 0:00,4.193
India,1/01/2005 0:00,4.367
India,1/01/2006 0:00,4.539
India,1/01/2007 0:00,4.738
India,1/01/2008 0:00,4.798
India,1/01/2009 0:00,5.24
India,1/01/2010 0:00,5.499
India,1/01/2011 0:00,5.657
Indonesia,1/01/1990 0:00,1.167
Indonesia,1/01/1991 0:00,1.223
Indonesia,1/01/1992 0:00,1.186
Indonesia,1/01/1993 0:00,1.255
Indonesia,1/01/1994 0:00,1.308
Indonesia,1/01/1995 0:00,1.365
Indonesia,1/01/1996 0:00,1.419
Indonesia,1/01/1997 0:00,1.427
Indonesia,1/01/1998 0:00,1.208
Indonesia,1/01/1999 0:00,1.176
Indonesia,1/01/2000 0:00,1.17
Indonesia,1/01/2001 0:00,1.186
Indonesia,1/01/2002 0:00,1.207
Indonesia,1/01/2003 0:00,1.218
Indonesia,1/01/2004 0:00,1.217
Indonesia,1/01/2005 0:00,1.223
Indonesia,1/01/2006 0:00,1.227
Indonesia,1/01/2007 0:00,1.241
Indonesia,1/01/2008 0:00,1.282
Indonesia,1/01/2009 0:00,1.351
Indonesia,1/01/2010 0:00,1.366
Indonesia,1/01/2011 0:00,1.403
Iran,1/01/1990 0:00,1.043
Iran,1/01/1991 0:00,1.151
Iran,1/01/1992 0:00,1.093
Iran,1/01/1993 0:00,1.054
Iran,1/01/1994 0:00,1.018
Iran,1/01/1995 0:00,1.008
Iran,1/01/1996 0:00,1.041
Iran,1/01/1997 0:00,1.033
Iran,1/01/1998 0:00,1.035
Iran,1/01/1999 0:00,1.018
Iran,1/01/2000 0:00,1.023
Iran,1/01/2001 0:00,1.037
Iran,1/01/2002 0:00,1.091
Iran,1/01/2003 0:00,1.136
Iran,1/01/2004 0:00,1.157
Iran,1/01/2005 0:00,1.188
Iran,1/01/2006 0:00,1.2
Iran,1/01/2007 0:00,1.213
Iran,1/01/2008 0:00,1.19
Iran,1/01/2009 0:00,1.245
Iran,1/01/2010 0:00,1.255
Iran,1/01/2011 0:00,1.243
Iraq,1/01/2003 0:00,0.117
Iraq,1/01/2004 0:00,0.178
Iraq,1/01/2005 0:00,0.228
Iraq,1/01/2006 0:00,0.239
Iraq,1/01/2007 0:00,0.231
Iraq,1/01/2008 0:00,0.24
Iraq,1/01/2009 0:00,0.255
Iraq,1/01/2010 0:00,0.257
Iraq,1/01/2011 0:00,0.273
Ireland,1/01/1990 0:00,0.19
Ireland,1/01/1991 0:00,0.189
Ireland,1/01/1992 0:00,0.179
Ireland,1/01/1993 0:00,0.179
Ireland,1/01/1994 0:00,0.184
Ireland,1/01/1995 0:00,0.194
Ireland,1/01/1996 0:00,0.206
Ireland,1/01/1997 0:00,0.22
Ireland,1/01/1998 0:00,0.233
Ireland,1/01/1999 0:00,0.25
Ireland,1/01/2000 0:00,0.264
Ireland,1/01/2001 0:00,0.271
Ireland,1/01/2002 0:00,0.278
Ireland,1/01/2003 0:00,0.278
Ireland,1/01/2004 0:00,0.276
Ireland,1/01/2005 0:00,0.276
Ireland,1/01/2006 0:00,0.277
Ireland,1/01/2007 0:00,0.277
Ireland,1/01/2008 0:00,0.264
Ireland,1/01/2009 0:00,0.249
Ireland,1/01/2010 0:00,0.234
Ireland,1/01/2011 0:00,0.231
Israel,1/01/1990 0:00,0.264
Israel,1/01/1991 0:00,0.271
Israel,1/01/1992 0:00,0.264
Israel,1/01/1993 0:00,0.268
Israel,1/01/1994 0:00,0.278
Israel,1/01/1995 0:00,0.294
Israel,1/01/1996 0:00,0.299
Israel,1/01/1997 0:00,0.297
Israel,1/01/1998 0:00,0.301
Israel,1/01/1999 0:00,0.301
Israel,1/01/2000 0:00,0.312
Israel,1/01/2001 0:00,0.305
Israel,1/01/2002 0:00,0.296
Israel,1/01/2003 0:00,0.29
Israel,1/01/2004 0:00,0.289
Israel,1/01/2005 0:00,0.29
Israel,1/01/2006 0:00,0.292
Israel,1/01/2007 0:00,0.297
Israel,1/01/2008 0:00,0.302
Israel,1/01/2009 0:00,0.308
Israel,1/01/2010 0:00,0.31
Israel,1/01/2011 0:00,0.313
Italy,1/01/1990 0:00,4.116
Italy,1/01/1991 0:00,4.092
Italy,1/01/1992 0:00,3.758
Italy,1/01/1993 0:00,3.651
Italy,1/01/1994 0:00,3.614
Italy,1/01/1995 0:00,3.586
Italy,1/01/1996 0:00,3.497
Italy,1/01/1997 0:00,3.42
Italy,1/01/1998 0:00,3.383
Italy,1/01/1999 0:00,3.314
Italy,1/01/2000 0:00,3.28
Italy,1/01/2001 0:00,3.268
Italy,1/01/2002 0:00,3.195
Italy,1/01/2003 0:00,3.077
Italy,1/01/2004 0:00,2.962
Italy,1/01/2005 0:00,2.847
Italy,1/01/2006 0:00,2.768
Italy,1/01/2007 0:00,2.675
Italy,1/01/2008 0:00,2.578
Italy,1/01/2009 0:00,2.453
Italy,1/01/2010 0:00,2.375
Italy,1/01/2011 0:00,2.301
Jamaica,1/01/1990 0:00,0.055
Jamaica,1/01/1991 0:00,0.055
Jamaica,1/01/1992 0:00,0.051
Jamaica,1/01/1993 0:00,0.051
Jamaica,1/01/1994 0:00,0.051
Jamaica,1/01/1995 0:00,0.05
Jamaica,1/01/1996 0:00,0.048
Jamaica,1/01/1997 0:00,0.045
Jamaica,1/01/1998 0:00,0.044
Jamaica,1/01/1999 0:00,0.043
Jamaica,1/01/2000 0:00,0.041
Jamaica,1/01/2001 0:00,0.041
Jamaica,1/01/2002 0:00,0.04
Jamaica,1/01/2003 0:00,0.04
Jamaica,1/01/2004 0:00,0.039
Jamaica,1/01/2005 0:00,0.038
Jamaica,1/01/2006 0:00,0.037
Jamaica,1/01/2007 0:00,0.036
Jamaica,1/01/2008 0:00,0.034
Jamaica,1/01/2009 0:00,0.033
Jamaica,1/01/2010 0:00,0.031
Jamaica,1/01/2011 0:00,0.031
Japan,1/01/1990 0:00,9.993
Japan,1/01/1991 0:00,10.12
Japan,1/01/1992 0:00,9.293
Japan,1/01/1993 0:00,9.119
Japan,1/01/1994 0:00,8.915
Japan,1/01/1995 0:00,8.765
Japan,1/01/1996 0:00,8.671
Japan,1/01/1997 0:00,8.458
Japan,1/01/1998 0:00,8.081
Japan,1/01/1999 0:00,7.787
Japan,1/01/2000 0:00,7.605
Japan,1/01/2001 0:00,7.465
Japan,1/01/2002 0:00,7.286
Japan,1/01/2003 0:00,7.138
Japan,1/01/2004 0:00,6.935
Japan,1/01/2005 0:00,6.747
Japan,1/01/2006 0:00,6.526
Japan,1/01/2007 0:00,6.339
Japan,1/01/2008 0:00,6.116
Japan,1/01/2009 0:00,5.816
Japan,1/01/2010 0:00,5.794
Japan,1/01/2011 0:00,5.564
Jordan,1/01/1990 0:00,0.034
Jordan,1/01/1991 0:00,0.034
Jordan,1/01/1992 0:00,0.035
Jordan,1/01/1993 0:00,0.036
Jordan,1/01/1994 0:00,0.037
Jordan,1/01/1995 0:00,0.038
Jordan,1/01/1996 0:00,0.037
Jordan,1/01/1997 0:00,0.037
Jordan,1/01/1998 0:00,0.037
Jordan,1/01/1999 0:00,0.037
Jordan,1/01/2000 0:00,0.037
Jordan,1/01/2001 0:00,0.038
Jordan,1/01/2002 0:00,0.039
Jordan,1/01/2003 0:00,0.039
Jordan,1/01/2004 0:00,0.04
Jordan,1/01/2005 0:00,0.041
Jordan,1/01/2006 0:00,0.042
Jordan,1/01/2007 0:00,0.043
Jordan,1/01/2008 0:00,0.045
Jordan,1/01/2009 0:00,0.048
Jordan,1/01/2010 0:00,0.047
Jordan,1/01/2011 0:00,0.046
Kazakhstan,1/01/1992 0:00,0.267
Kazakhstan,1/01/1993 0:00,0.237
Kazakhstan,1/01/1994 0:00,0.201
Kazakhstan,1/01/1995 0:00,0.178
Kazakhstan,1/01/1996 0:00,0.173
Kazakhstan,1/01/1997 0:00,0.168
Kazakhstan,1/01/1998 0:00,0.161
Kazakhstan,1/01/1999 0:00,0.16
Kazakhstan,1/01/2000 0:00,0.168
Kazakhstan,1/01/2001 0:00,0.186
Kazakhstan,1/01/2002 0:00,0.199
Kazakhstan,1/01/2003 0:00,0.209
Kazakhstan,1/01/2004 0:00,0.218
Kazakhstan,1/01/2005 0:00,0.229
Kazakhstan,1/01/2006 0:00,0.241
Kazakhstan,1/01/2007 0:00,0.249
Kazakhstan,1/01/2008 0:00,0.251
Kazakhstan,1/01/2009 0:00,0.256
Kazakhstan,1/01/2010 0:00,0.261
Kazakhstan,1/01/2011 0:00,0.271
Kenya,1/01/1990 0:00,0.107
Kenya,1/01/1991 0:00,0.107
Kenya,1/01/1992 0:00,0.096
Kenya,1/01/1993 0:00,0.094
Kenya,1/01/1994 0:00,0.093
Kenya,1/01/1995 0:00,0.094
Kenya,1/01/1996 0:00,0.094
Kenya,1/01/1997 0:00,0.091
Kenya,1/01/1998 0:00,0.091
Kenya,1/01/1999 0:00,0.09
Kenya,1/01/2000 0:00,0.087
Kenya,1/01/2001 0:00,0.089
Kenya,1/01/2002 0:00,0.087
Kenya,1/01/2003 0:00,0.086
Kenya,1/01/2004 0:00,0.084
Kenya,1/01/2005 0:00,0.083
Kenya,1/01/2006 0:00,0.084
Kenya,1/01/2007 0:00,0.086
Kenya,1/01/2008 0:00,0.085
Kenya,1/01/2009 0:00,0.088
Kenya,1/01/2010 0:00,0.088
Kenya,1/01/2011 0:00,0.089
Kiribati,1/01/1990 0:00,0.001
Kiribati,1/01/1991 0:00,0.001
Kiribati,1/01/1992 0:00,0.001
Kiribati,1/01/1993 0:00,0.001
Kiribati,1/01/1994 0:00,0.001
Kiribati,1/01/1995 0:00,0.001
Kiribati,1/01/1996 0:00,0.001
Kiribati,1/01/1997 0:00,0.001
Kiribati,1/01/1998 0:00,0.001
Kiribati,1/01/1999 0:00,0.001
Kiribati,1/01/2000 0:00,0.001
Kiribati,1/01/2001 0:00,0.001
Kiribati,1/01/2002 0:00,0.001
Kiribati,1/01/2003 0:00,0.001
Kiribati,1/01/2004 0:00,0.001
Kiribati,1/01/2005 0:00,0.001
Kiribati,1/01/2006 0:00,0.001
Kiribati,1/01/2007 0:00,0.001
Kiribati,1/01/2008 0:00,0.001
Kiribati,1/01/2009 0:00,0.001
Korea South,1/01/1990 0:00,1.415
Korea South,1/01/1991 0:00,1.522
Korea South,1/01/1992 0:00,1.466
Korea South,1/01/1993 0:00,1.527
Korea South,1/01/1994 0:00,1.61
Korea South,1/01/1995 0:00,1.691
Korea South,1/01/1996 0:00,1.747
Korea South,1/01/1997 0:00,1.774
Korea South,1/01/1998 0:00,1.631
Korea South,1/01/1999 0:00,1.744
Korea South,1/01/2000 0:00,1.812
Korea South,1/01/2001 0:00,1.843
Korea South,1/01/2002 0:00,1.922
Korea South,1/01/2003 0:00,1.904
Korea South,1/01/2004 0:00,1.9
Korea South,1/01/2005 0:00,1.902
Korea South,1/01/2006 0:00,1.903
Korea South,1/01/2007 0:00,1.902
Korea South,1/01/2008 0:00,1.896
Korea South,1/01/2009 0:00,1.915
Korea South,1/01/2010 0:00,1.938
Korea South,1/01/2011 0:00,1.938
Kuwait,1/01/1990 0:00,0.168
Kuwait,1/01/1991 0:00,0.097
Kuwait,1/01/1992 0:00,0.134
Kuwait,1/01/1993 0:00,0.175
Kuwait,1/01/1994 0:00,0.184
Kuwait,1/01/1995 0:00,0.18
Kuwait,1/01/1996 0:00,0.175
Kuwait,1/01/1997 0:00,0.172
Kuwait,1/01/1998 0:00,0.174
Kuwait,1/01/1999 0:00,0.165
Kuwait,1/01/2000 0:00,0.165
Kuwait,1/01/2001 0:00,0.162
Kuwait,1/01/2002 0:00,0.162
Kuwait,1/01/2003 0:00,0.183
Kuwait,1/01/2004 0:00,0.186
Kuwait,1/01/2005 0:00,0.192
Kuwait,1/01/2006 0:00,0.196
Kuwait,1/01/2007 0:00,0.198
Kuwait,1/01/2008 0:00,0.197
Kuwait,1/01/2009 0:00,0.185
Kuwait,1/01/2010 0:00,0.172
Kuwait,1/01/2011 0:00,0.176
Kyrgyzstan,1/01/1992 0:00,0.023
Kyrgyzstan,1/01/1993 0:00,0.02
Kyrgyzstan,1/01/1994 0:00,0.015
Kyrgyzstan,1/01/1995 0:00,0.014
Kyrgyzstan,1/01/1996 0:00,0.015
Kyrgyzstan,1/01/1997 0:00,0.015
Kyrgyzstan,1/01/1998 0:00,0.015
Kyrgyzstan,1/01/1999 0:00,0.015
Kyrgyzstan,1/01/2000 0:00,0.015
Kyrgyzstan,1/01/2001 0:00,0.016
Kyrgyzstan,1/01/2002 0:00,0.015
Kyrgyzstan,1/01/2003 0:00,0.016
Kyrgyzstan,1/01/2004 0:00,0.016
Kyrgyzstan,1/01/2005 0:00,0.015
Kyrgyzstan,1/01/2006 0:00,0.015
Kyrgyzstan,1/01/2007 0:00,0.016
Kyrgyzstan,1/01/2008 0:00,0.016
Kyrgyzstan,1/01/2009 0:00,0.017
Kyrgyzstan,1/01/2010 0:00,0.016
Kyrgyzstan,1/01/2011 0:00,0.016
Laos,1/01/1990 0:00,0.012
Laos,1/01/1991 0:00,0.012
Laos,1/01/1992 0:00,0.012
Laos,1/01/1993 0:00,0.013
Laos,1/01/1994 0:00,0.013
Laos,1/01/1995 0:00,0.014
Laos,1/01/1996 0:00,0.014
Laos,1/01/1997 0:00,0.014
Laos,1/01/1998 0:00,0.015
Laos,1/01/1999 0:00,0.015
Laos,1/01/2000 0:00,0.015
Laos,1/01/2001 0:00,0.015
Laos,1/01/2002 0:00,0.016
Laos,1/01/2003 0:00,0.016
Laos,1/01/2004 0:00,0.017
Laos,1/01/2005 0:00,0.017
Laos,1/01/2006 0:00,0.017
Laos,1/01/2007 0:00,0.018
Laos,1/01/2008 0:00,0.019
Laos,1/01/2009 0:00,0.02
Laos,1/01/2010 0:00,0.021
Laos,1/01/2011 0:00,0.022
Latvia,1/01/1992 0:00,0.048
Latvia,1/01/1993 0:00,0.042
Latvia,1/01/1994 0:00,0.041
Latvia,1/01/1995 0:00,0.039
Latvia,1/01/1996 0:00,0.039
Latvia,1/01/1997 0:00,0.041
Latvia,1/01/1998 0:00,0.042
Latvia,1/01/1999 0:00,0.042
Latvia,1/01/2000 0:00,0.042
Latvia,1/01/2001 0:00,0.045
Latvia,1/01/2002 0:00,0.046
Latvia,1/01/2003 0:00,0.048
Latvia,1/01/2004 0:00,0.05
Latvia,1/01/2005 0:00,0.052
Latvia,1/01/2006 0:00,0.055
Latvia,1/01/2007 0:00,0.058
Latvia,1/01/2008 0:00,0.055
Latvia,1/01/2009 0:00,0.045
Latvia,1/01/2010 0:00,0.043
Latvia,1/01/2011 0:00,0.043
Lebanon,1/01/1990 0:00,0.046
Lebanon,1/01/1991 0:00,0.063
Lebanon,1/01/1992 0:00,0.06
Lebanon,1/01/1993 0:00,0.063
Lebanon,1/01/1994 0:00,0.066
Lebanon,1/01/1995 0:00,0.068
Lebanon,1/01/1996 0:00,0.068
Lebanon,1/01/1997 0:00,0.072
Lebanon,1/01/1998 0:00,0.073
Lebanon,1/01/1999 0:00,0.07
Lebanon,1/01/2000 0:00,0.067
Lebanon,1/01/2001 0:00,0.068
Lebanon,1/01/2002 0:00,0.069
Lebanon,1/01/2003 0:00,0.067
Lebanon,1/01/2004 0:00,0.067
Lebanon,1/01/2005 0:00,0.066
Lebanon,1/01/2006 0:00,0.064
Lebanon,1/01/2007 0:00,0.066
Lebanon,1/01/2008 0:00,0.07
Lebanon,1/01/2009 0:00,0.078
Lebanon,1/01/2010 0:00,0.08
Lebanon,1/01/2011 0:00,0.079
Lesotho,1/01/1990 0:00,0.004
Lesotho,1/01/1991 0:00,0.004
Lesotho,1/01/1992 0:00,0.004
Lesotho,1/01/1993 0:00,0.004
Lesotho,1/01/1994 0:00,0.004
Lesotho,1/01/1995 0:00,0.004
Lesotho,1/01/1996 0:00,0.004
Lesotho,1/01/1997 0:00,0.004
Lesotho,1/01/1998 0:00,0.005
Lesotho,1/01/1999 0:00,0.004
Lesotho,1/01/2000 0:00,0.004
Lesotho,1/01/2001 0:00,0.004
Lesotho,1/01/2002 0:00,0.004
Lesotho,1/01/2003 0:00,0.004
Lesotho,1/01/2004 0:00,0.004
Lesotho,1/01/2005 0:00,0.004
Lesotho,1/01/2006 0:00,0.004
Lesotho,1/01/2007 0:00,0.004
Lesotho,1/01/2008 0:00,0.004
Lesotho,1/01/2009 0:00,0.005
Lesotho,1/01/2010 0:00,0.005
Lesotho,1/01/2011 0:00,0.005
Liberia,1/01/2000 0:00,0.003
Liberia,1/01/2001 0:00,0.003
Liberia,1/01/2002 0:00,0.003
Liberia,1/01/2003 0:00,0.002
Liberia,1/01/2004 0:00,0.002
Liberia,1/01/2005 0:00,0.002
Liberia,1/01/2006 0:00,0.002
Liberia,1/01/2007 0:00,0.003
Liberia,1/01/2008 0:00,0.003
Liberia,1/01/2009 0:00,0.003
Liberia,1/01/2010 0:00,0.003
Liberia,1/01/2011 0:00,0.003
Libya,1/01/1990 0:00,0.167
Libya,1/01/1991 0:00,0.189
Libya,1/01/1992 0:00,0.168
Libya,1/01/1993 0:00,0.158
Libya,1/01/1994 0:00,0.156
Libya,1/01/1995 0:00,0.132
Libya,1/01/1996 0:00,0.131
Libya,1/01/1997 0:00,0.125
Libya,1/01/1998 0:00,0.121
Libya,1/01/1999 0:00,0.117
Libya,1/01/2000 0:00,0.116
Libya,1/01/2001 0:00,0.112
Libya,1/01/2002 0:00,0.108
Libya,1/01/2003 0:00,0.117
Libya,1/01/2004 0:00,0.116
Libya,1/01/2005 0:00,0.124
Libya,1/01/2006 0:00,0.125
Libya,1/01/2007 0:00,0.127
Libya,1/01/2008 0:00,0.127
Libya,1/01/2009 0:00,0.127
Lithuania,1/01/1995 0:00,0.066
Lithuania,1/01/1996 0:00,0.067
Lithuania,1/01/1997 0:00,0.07
Lithuania,1/01/1998 0:00,0.073
Lithuania,1/01/1999 0:00,0.07
Lithuania,1/01/2000 0:00,0.069
Lithuania,1/01/2001 0:00,0.072
Lithuania,1/01/2002 0:00,0.075
Lithuania,1/01/2003 0:00,0.08
Lithuania,1/01/2004 0:00,0.082
Lithuania,1/01/2005 0:00,0.085
Lithuania,1/01/2006 0:00,0.087
Lithuania,1/01/2007 0:00,0.091
Lithuania,1/01/2008 0:00,0.091
Lithuania,1/01/2009 0:00,0.078
Lithuania,1/01/2010 0:00,0.075
Lithuania,1/01/2011 0:00,0.077
Luxembourg,1/01/1990 0:00,0.051
Luxembourg,1/01/1991 0:00,0.054
Luxembourg,1/01/1992 0:00,0.05
Luxembourg,1/01/1993 0:00,0.051
Luxembourg,1/01/1994 0:00,0.052
Luxembourg,1/01/1995 0:00,0.05
Luxembourg,1/01/1996 0:00,0.049
Luxembourg,1/01/1997 0:00,0.05
Luxembourg,1/01/1998 0:00,0.052
Luxembourg,1/01/1999 0:00,0.055
Luxembourg,1/01/2000 0:00,0.057
Luxembourg,1/01/2001 0:00,0.057
Luxembourg,1/01/2002 0:00,0.057
Luxembourg,1/01/2003 0:00,0.056
Luxembourg,1/01/2004 0:00,0.056
Luxembourg,1/01/2005 0:00,0.057
Luxembourg,1/01/2006 0:00,0.057
Luxembourg,1/01/2007 0:00,0.058
Luxembourg,1/01/2008 0:00,0.056
Luxembourg,1/01/2009 0:00,0.053
Luxembourg,1/01/2010 0:00,0.052
Luxembourg,1/01/2011 0:00,0.051
Macedonia,1/01/1993 0:00,0.034
Macedonia,1/01/1994 0:00,0.032
Macedonia,1/01/1995 0:00,0.031
Macedonia,1/01/1996 0:00,0.03
Macedonia,1/01/1997 0:00,0.029
Macedonia,1/01/1998 0:00,0.03
Macedonia,1/01/1999 0:00,0.03
Macedonia,1/01/2000 0:00,0.03
Macedonia,1/01/2001 0:00,0.028
Macedonia,1/01/2002 0:00,0.027
Macedonia,1/01/2003 0:00,0.027
Macedonia,1/01/2004 0:00,0.027
Macedonia,1/01/2005 0:00,0.027
Macedonia,1/01/2006 0:00,0.027
Macedonia,1/01/2007 0:00,0.027
Macedonia,1/01/2008 0:00,0.028
