Country,Year,GDPWorld
Central African Republic,1/01/2004 0:00,0.005
Central African Republic,1/01/2005 0:00,0.005
Central African Republic,1/01/2006 0:00,0.005
Central African Republic,1/01/2007 0:00,0.005
Central African Republic,1/01/2008 0:00,0.005
Central African Republic,1/01/2009 0:00,0.005
Central African Republic,1/01/2010 0:00,0.005
Central African Republic,1/01/2011 0:00,0.005
Chad,1/01/1990 0:00,0.02
Chad,1/01/1991 0:00,0.021
Chad,1/01/1992 0:00,0.02
Chad,1/01/1993 0:00,0.019
Chad,1/01/1994 0:00,0.019
Chad,1/01/1995 0:00,0.019
Chad,1/01/1996 0:00,0.018
Chad,1/01/1997 0:00,0.019
Chad,1/01/1998 0:00,0.019
Chad,1/01/1999 0:00,0.019
Chad,1/01/2000 0:00,0.018
Chad,1/01/2001 0:00,0.019
Chad,1/01/2002 0:00,0.02
Chad,1/01/2003 0:00,0.022
Chad,1/01/2004 0:00,0.028
Chad,1/01/2005 0:00,0.029
Chad,1/01/2006 0:00,0.028
Chad,1/01/2007 0:00,0.027
Chad,1/01/2008 0:00,0.028
Chad,1/01/2009 0:00,0.029
Chad,1/01/2010 0:00,0.031
Chile,1/01/1990 0:00,0.278
Chile,1/01/1991 0:00,0.294
Chile,1/01/1992 0:00,0.3
Chile,1/01/1993 0:00,0.314
Chile,1/01/1994 0:00,0.322
Chile,1/01/1995 0:00,0.343
Chile,1/01/1996 0:00,0.355
Chile,1/01/1997 0:00,0.363
Chile,1/01/1998 0:00,0.366
Chile,1/01/1999 0:00,0.351
Chile,1/01/2000 0:00,0.35
Chile,1/01/2001 0:00,0.354
Chile,1/01/2002 0:00,0.352
Chile,1/01/2003 0:00,0.35
Chile,1/01/2004 0:00,0.356
Chile,1/01/2005 0:00,0.359
Chile,1/01/2006 0:00,0.361
Chile,1/01/2007 0:00,0.361
Chile,1/01/2008 0:00,0.363
Chile,1/01/2009 0:00,0.362
Chile,1/01/2010 0:00,0.364
Chile,1/01/2011 0:00,0.372
China,1/01/1990 0:00,3.837
China,1/01/1991 0:00,4.107
China,1/01/1992 0:00,4.273
China,1/01/1993 0:00,4.77
China,1/01/1994 0:00,5.228
China,1/01/1995 0:00,5.593
China,1/01/1996 0:00,5.932
China,1/01/1997 0:00,6.225
China,1/01/1998 0:00,6.545
China,1/01/1999 0:00,6.801
China,1/01/2000 0:00,7.043
China,1/01/2001 0:00,7.46
China,1/01/2002 0:00,7.92
China,1/01/2003 0:00,8.396
China,1/01/2004 0:00,8.79
China,1/01/2005 0:00,9.305
China,1/01/2006 0:00,9.972
China,1/01/2007 0:00,10.822
China,1/01/2008 0:00,11.566
China,1/01/2009 0:00,12.717
China,1/01/2010 0:00,13.369
China,1/01/2011 0:00,14.095
Colombia,1/01/1990 0:00,0.619
Colombia,1/01/1991 0:00,0.621
Colombia,1/01/1992 0:00,0.591
Colombia,1/01/1993 0:00,0.612
Colombia,1/01/1994 0:00,0.623
Colombia,1/01/1995 0:00,0.632
Colombia,1/01/1996 0:00,0.622
Colombia,1/01/1997 0:00,0.618
Colombia,1/01/1998 0:00,0.606
Colombia,1/01/1999 0:00,0.56
Colombia,1/01/2000 0:00,0.551
Colombia,1/01/2001 0:00,0.548
Colombia,1/01/2002 0:00,0.547
Colombia,1/01/2003 0:00,0.547
Colombia,1/01/2004 0:00,0.547
Colombia,1/01/2005 0:00,0.546
Colombia,1/01/2006 0:00,0.554
Colombia,1/01/2007 0:00,0.563
Colombia,1/01/2008 0:00,0.568
Colombia,1/01/2009 0:00,0.582
Colombia,1/01/2010 0:00,0.576
Colombia,1/01/2011 0:00,0.592
Comoros,1/01/1990 0:00,0.002
Comoros,1/01/1991 0:00,0.002
Comoros,1/01/1992 0:00,0.001
Comoros,1/01/1993 0:00,0.001
Comoros,1/01/1994 0:00,0.001
Comoros,1/01/1995 0:00,0.001
Comoros,1/01/1996 0:00,0.001
Comoros,1/01/1997 0:00,0.001
Comoros,1/01/1998 0:00,0.001
Comoros,1/01/1999 0:00,0.001
Comoros,1/01/2000 0:00,0.001
Comoros,1/01/2001 0:00,0.001
Comoros,1/01/2002 0:00,0.001
Comoros,1/01/2003 0:00,0.001
Comoros,1/01/2004 0:00,0.001
Comoros,1/01/2005 0:00,0.001
Comoros,1/01/2006 0:00,0.001
Comoros,1/01/2007 0:00,0.001
Comoros,1/01/2008 0:00,0.001
Comoros,1/01/2009 0:00,0.001
Comoros,1/01/2010 0:00,0.001
Comoros,1/01/2011 0:00,0.001
Congo,1/01/1990 0:00,0.025
Congo,1/01/1991 0:00,0.025
Congo,1/01/1992 0:00,0.023
Congo,1/01/1993 0:00,0.023
Congo,1/01/1994 0:00,0.021
Congo,1/01/1995 0:00,0.021
Congo,1/01/1996 0:00,0.021
Congo,1/01/1997 0:00,0.02
Congo,1/01/1998 0:00,0.02
Congo,1/01/1999 0:00,0.019
Congo,1/01/2000 0:00,0.02
Congo,1/01/2001 0:00,0.02
Congo,1/01/2002 0:00,0.02
Congo,1/01/2003 0:00,0.02
Congo,1/01/2004 0:00,0.021
Congo,1/01/2005 0:00,0.021
Congo,1/01/2006 0:00,0.021
Congo,1/01/2007 0:00,0.02
Congo,1/01/2008 0:00,0.02
Congo,1/01/2009 0:00,0.022
"Congo, Democratic Republic",1/01/1990 0:00,0.112
"Congo, Democratic Republic",1/01/1991 0:00,0.1
"Congo, Democratic Republic",1/01/1992 0:00,0.082
"Congo, Democratic Republic",1/01/1993 0:00,0.069
"Congo, Democratic Republic",1/01/1994 0:00,0.065
"Congo, Democratic Republic",1/01/1995 0:00,0.063
"Congo, Democratic Republic",1/01/1996 0:00,0.06
"Congo, Democratic Republic",1/01/1997 0:00,0.054
"Congo, Democratic Republic",1/01/1998 0:00,0.052
"Congo, Democratic Republic",1/01/1999 0:00,0.048
"Congo, Democratic Republic",1/01/2000 0:00,0.043
"Congo, Democratic Republic",1/01/2001 0:00,0.041
"Congo, Democratic Republic",1/01/2002 0:00,0.041
"Congo, Democratic Republic",1/01/2003 0:00,0.042
"Congo, Democratic Republic",1/01/2004 0:00,0.042
"Congo, Democratic Republic",1/01/2005 0:00,0.046
"Congo, Democratic Republic",1/01/2006 0:00,0.046
Costa Rica,1/01/1990 0:00,0.056
Costa Rica,1/01/1991 0:00,0.056
Costa Rica,1/01/1992 0:00,0.056
Costa Rica,1/01/1993 0:00,0.059
Costa Rica,1/01/1994 0:00,0.06
Costa Rica,1/01/1995 0:00,0.06
Costa Rica,1/01/1996 0:00,0.058
Costa Rica,1/01/1997 0:00,0.059
Costa Rica,1/01/1998 0:00,0.063
Costa Rica,1/01/1999 0:00,0.065
Costa Rica,1/01/2000 0:00,0.064
Costa Rica,1/01/2001 0:00,0.063
Costa Rica,1/01/2002 0:00,0.063
Costa Rica,1/01/2003 0:00,0.065
Costa Rica,1/01/2004 0:00,0.064
Costa Rica,1/01/2005 0:00,0.065
Costa Rica,1/01/2006 0:00,0.067
Costa Rica,1/01/2007 0:00,0.069
Costa Rica,1/01/2008 0:00,0.069
Costa Rica,1/01/2009 0:00,0.069
Costa Rica,1/01/2010 0:00,0.068
Costa Rica,1/01/2011 0:00,0.069
Cote d'Ivoire,1/01/1990 0:00,0.067
Cote d'Ivoire,1/01/1991 0:00,0.065
Cote d'Ivoire,1/01/1992 0:00,0.059
Cote d'Ivoire,1/01/1993 0:00,0.066
Cote d'Ivoire,1/01/1994 0:00,0.064
Cote d'Ivoire,1/01/1995 0:00,0.065
Cote d'Ivoire,1/01/1996 0:00,0.068
Cote d'Ivoire,1/01/1997 0:00,0.069
Cote d'Ivoire,1/01/1998 0:00,0.07
Cote d'Ivoire,1/01/1999 0:00,0.069
Cote d'Ivoire,1/01/2000 0:00,0.063
Cote d'Ivoire,1/01/2001 0:00,0.061
Cote d'Ivoire,1/01/2002 0:00,0.059
Cote d'Ivoire,1/01/2003 0:00,0.056
Cote d'Ivoire,1/01/2004 0:00,0.054
Cote d'Ivoire,1/01/2005 0:00,0.052
Cote d'Ivoire,1/01/2006 0:00,0.05
Cote d'Ivoire,1/01/2007 0:00,0.048
Cote d'Ivoire,1/01/2008 0:00,0.048
Cote d'Ivoire,1/01/2009 0:00,0.05
Cote d'Ivoire,1/01/2010 0:00,0.049
Cote d'Ivoire,1/01/2011 0:00,0.045
Croatia,1/01/1992 0:00,0.122
Croatia,1/01/1993 0:00,0.11
Croatia,1/01/1994 0:00,0.113
Croatia,1/01/1995 0:00,0.116
Croatia,1/01/1996 0:00,0.118
Croatia,1/01/1997 0:00,0.12
Croatia,1/01/1998 0:00,0.12
Croatia,1/01/1999 0:00,0.114
Croatia,1/01/2000 0:00,0.114
Croatia,1/01/2001 0:00,0.116
Croatia,1/01/2002 0:00,0.118
Croatia,1/01/2003 0:00,0.12
Croatia,1/01/2004 0:00,0.118
Croatia,1/01/2005 0:00,0.118
Croatia,1/01/2006 0:00,0.117
Croatia,1/01/2007 0:00,0.117
Croatia,1/01/2008 0:00,0.117
Croatia,1/01/2009 0:00,0.109
Croatia,1/01/2010 0:00,0.102
Croatia,1/01/2011 0:00,0.098
Cyprus,1/01/1990 0:00,0.031
Cyprus,1/01/1991 0:00,0.03
Cyprus,1/01/1992 0:00,0.03
Cyprus,1/01/1993 0:00,0.03
Cyprus,1/01/1994 0:00,0.031
Cyprus,1/01/1995 0:00,0.032
Cyprus,1/01/1996 0:00,0.032
Cyprus,1/01/1997 0:00,0.031
Cyprus,1/01/1998 0:00,0.032
Cyprus,1/01/1999 0:00,0.032
Cyprus,1/01/2000 0:00,0.033
Cyprus,1/01/2001 0:00,0.033
Cyprus,1/01/2002 0:00,0.033
Cyprus,1/01/2003 0:00,0.032
Cyprus,1/01/2004 0:00,0.032
Cyprus,1/01/2005 0:00,0.032
Cyprus,1/01/2006 0:00,0.032
Cyprus,1/01/2007 0:00,0.032
Cyprus,1/01/2008 0:00,0.032
Cyprus,1/01/2009 0:00,0.032
Cyprus,1/01/2010 0:00,0.031
Cyprus,1/01/2011 0:00,0.03
Czech Republic,1/01/1995 0:00,0.407
Czech Republic,1/01/1996 0:00,0.41
Czech Republic,1/01/1997 0:00,0.39
Czech Republic,1/01/1998 0:00,0.38
Czech Republic,1/01/1999 0:00,0.373
Czech Republic,1/01/2000 0:00,0.371
Czech Republic,1/01/2001 0:00,0.374
Czech Republic,1/01/2002 0:00,0.372
Czech Republic,1/01/2003 0:00,0.372
Czech Republic,1/01/2004 0:00,0.372
Czech Republic,1/01/2005 0:00,0.375
Czech Republic,1/01/2006 0:00,0.382
Czech Republic,1/01/2007 0:00,0.384
Czech Republic,1/01/2008 0:00,0.386
Czech Republic,1/01/2009 0:00,0.371
Czech Republic,1/01/2010 0:00,0.362
Czech Republic,1/01/2011 0:00,0.356
Denmark,1/01/1990 0:00,0.402
Denmark,1/01/1991 0:00,0.399
Denmark,1/01/1992 0:00,0.371
Denmark,1/01/1993 0:00,0.363
Denmark,1/01/1994 0:00,0.371
Denmark,1/01/1995 0:00,0.369
Denmark,1/01/1996 0:00,0.366
Denmark,1/01/1997 0:00,0.363
Denmark,1/01/1998 0:00,0.361
Denmark,1/01/1999 0:00,0.358
Denmark,1/01/2000 0:00,0.354
Denmark,1/01/2001 0:00,0.348
Denmark,1/01/2002 0:00,0.341
Denmark,1/01/2003 0:00,0.329
Denmark,1/01/2004 0:00,0.321
Denmark,1/01/2005 0:00,0.315
Denmark,1/01/2006 0:00,0.309
Denmark,1/01/2007 0:00,0.299
Denmark,1/01/2008 0:00,0.289
Denmark,1/01/2009 0:00,0.275
Denmark,1/01/2010 0:00,0.265
Denmark,1/01/2011 0:00,0.258
Djibouti,1/01/1991 0:00,0.004
Djibouti,1/01/1992 0:00,0.004
Djibouti,1/01/1993 0:00,0.004
Djibouti,1/01/1994 0:00,0.004
Djibouti,1/01/1995 0:00,0.003
Djibouti,1/01/1996 0:00,0.003
Djibouti,1/01/1997 0:00,0.003
Djibouti,1/01/1998 0:00,0.003
Djibouti,1/01/1999 0:00,0.003
Dominica,1/01/1990 0:00,0.002
Dominica,1/01/1991 0:00,0.002
Dominica,1/01/1992 0:00,0.002
Dominica,1/01/1993 0:00,0.002
Dominica,1/01/1994 0:00,0.001
Dominica,1/01/1995 0:00,0.001
Dominica,1/01/1996 0:00,0.001
Dominica,1/01/1997 0:00,0.001
Dominica,1/01/1998 0:00,0.001
Dominica,1/01/1999 0:00,0.001
Dominica,1/01/2000 0:00,0.001
Dominica,1/01/2001 0:00,0.001
Dominica,1/01/2002 0:00,0.001
Dominica,1/01/2003 0:00,0.001
Dominica,1/01/2004 0:00,0.001
Dominica,1/01/2005 0:00,0.001
Dominica,1/01/2006 0:00,0.001
Dominica,1/01/2007 0:00,0.001
Dominica,1/01/2008 0:00,0.001
Dominica,1/01/2009 0:00,0.001
Dominica,1/01/2010 0:00,0.001
Dominica,1/01/2011 0:00,0.001
Dominican Republic,1/01/1990 0:00,0.085
Dominican Republic,1/01/1991 0:00,0.084
Dominican Republic,1/01/1992 0:00,0.084
Dominican Republic,1/01/1993 0:00,0.089
Dominican Republic,1/01/1994 0:00,0.088
Dominican Republic,1/01/1995 0:00,0.089
Dominican Republic,1/01/1996 0:00,0.092
Dominican Republic,1/01/1997 0:00,0.096
Dominican Republic,1/01/1998 0:00,0.1
Dominican Republic,1/01/1999 0:00,0.103
Dominican Republic,1/01/2000 0:00,0.104
Dominican Republic,1/01/2001 0:00,0.103
Dominican Republic,1/01/2002 0:00,0.106
Dominican Republic,1/01/2003 0:00,0.102
Dominican Republic,1/01/2004 0:00,0.094
Dominican Republic,1/01/2005 0:00,0.097
Dominican Republic,1/01/2006 0:00,0.102
Dominican Republic,1/01/2007 0:00,0.105
Dominican Republic,1/01/2008 0:00,0.108
Dominican Republic,1/01/2009 0:00,0.113
Dominican Republic,1/01/2010 0:00,0.116
Dominican Republic,1/01/2011 0:00,0.116
Ecuador,1/01/1990 0:00,0.191
Ecuador,1/01/1991 0:00,0.196
Ecuador,1/01/1992 0:00,0.185
Ecuador,1/01/1993 0:00,0.185
Ecuador,1/01/1994 0:00,0.187
Ecuador,1/01/1995 0:00,0.185
Ecuador,1/01/1996 0:00,0.181
Ecuador,1/01/1997 0:00,0.181
Ecuador,1/01/1998 0:00,0.183
Ecuador,1/01/1999 0:00,0.168
Ecuador,1/01/2000 0:00,0.162
Ecuador,1/01/2001 0:00,0.165
Ecuador,1/01/2002 0:00,0.167
Ecuador,1/01/2003 0:00,0.165
Ecuador,1/01/2004 0:00,0.168
Ecuador,1/01/2005 0:00,0.171
Ecuador,1/01/2006 0:00,0.169
Ecuador,1/01/2007 0:00,0.165
Ecuador,1/01/2008 0:00,0.171
Ecuador,1/01/2009 0:00,0.173
Ecuador,1/01/2010 0:00,0.17
Ecuador,1/01/2011 0:00,0.177
Egypt,1/01/1990 0:00,0.555
Egypt,1/01/1991 0:00,0.555
Egypt,1/01/1992 0:00,0.507
Egypt,1/01/1993 0:00,0.511
Egypt,1/01/1994 0:00,0.516
Egypt,1/01/1995 0:00,0.52
Egypt,1/01/1996 0:00,0.526
Egypt,1/01/1997 0:00,0.535
Egypt,1/01/1998 0:00,0.561
Egypt,1/01/1999 0:00,0.575
Egypt,1/01/2000 0:00,0.578
Egypt,1/01/2001 0:00,0.586
Egypt,1/01/2002 0:00,0.588
Egypt,1/01/2003 0:00,0.585
Egypt,1/01/2004 0:00,0.579
Egypt,1/01/2005 0:00,0.578
Egypt,1/01/2006 0:00,0.588
Egypt,1/01/2007 0:00,0.598
Egypt,1/01/2008 0:00,0.625
Egypt,1/01/2009 0:00,0.658
Egypt,1/01/2010 0:00,0.659
Egypt,1/01/2011 0:00,0.647
El Salvador,1/01/1990 0:00,0.063
El Salvador,1/01/1991 0:00,0.064
El Salvador,1/01/1992 0:00,0.062
El Salvador,1/01/1993 0:00,0.066
El Salvador,1/01/1994 0:00,0.068
El Salvador,1/01/1995 0:00,0.069
El Salvador,1/01/1996 0:00,0.068
El Salvador,1/01/1997 0:00,0.068
El Salvador,1/01/1998 0:00,0.069
El Salvador,1/01/1999 0:00,0.069
El Salvador,1/01/2000 0:00,0.067
El Salvador,1/01/2001 0:00,0.067
El Salvador,1/01/2002 0:00,0.066
El Salvador,1/01/2003 0:00,0.065
El Salvador,1/01/2004 0:00,0.063
El Salvador,1/01/2005 0:00,0.063
El Salvador,1/01/2006 0:00,0.062
El Salvador,1/01/2007 0:00,0.061
El Salvador,1/01/2008 0:00,0.06
El Salvador,1/01/2009 0:00,0.059
El Salvador,1/01/2010 0:00,0.057
El Salvador,1/01/2011 0:00,0.056
Equatorial Guinea,1/01/1990 0:00,0.001
Equatorial Guinea,1/01/1991 0:00,0.001
Equatorial Guinea,1/01/1992 0:00,0.001
Equatorial Guinea,1/01/1993 0:00,0.001
Equatorial Guinea,1/01/1994 0:00,0.001
Equatorial Guinea,1/01/1995 0:00,0.001
Equatorial Guinea,1/01/1996 0:00,0.002
Equatorial Guinea,1/01/1997 0:00,0.005
Equatorial Guinea,1/01/1998 0:00,0.006
Equatorial Guinea,1/01/1999 0:00,0.007
Equatorial Guinea,1/01/2000 0:00,0.008
Equatorial Guinea,1/01/2001 0:00,0.012
Equatorial Guinea,1/01/2002 0:00,0.014
Equatorial Guinea,1/01/2003 0:00,0.016
Equatorial Guinea,1/01/2004 0:00,0.021
Equatorial Guinea,1/01/2005 0:00,0.022
Equatorial Guinea,1/01/2006 0:00,0.021
Eritrea,1/01/1993 0:00,0.006
Eritrea,1/01/1994 0:00,0.008
Eritrea,1/01/1995 0:00,0.007
Eritrea,1/01/1996 0:00,0.008
Eritrea,1/01/1997 0:00,0.008
Eritrea,1/01/1998 0:00,0.008
Eritrea,1/01/1999 0:00,0.008
Eritrea,1/01/2000 0:00,0.007
Eritrea,1/01/2001 0:00,0.007
Eritrea,1/01/2002 0:00,0.007
Eritrea,1/01/2003 0:00,0.007
Eritrea,1/01/2004 0:00,0.006
Eritrea,1/01/2005 0:00,0.006
Eritrea,1/01/2006 0:00,0.006
Estonia,1/01/1993 0:00,0.03
Estonia,1/01/1994 0:00,0.029
Estonia,1/01/1995 0:00,0.028
Estonia,1/01/1996 0:00,0.029
Estonia,1/01/1997 0:00,0.031
Estonia,1/01/1998 0:00,0.032
Estonia,1/01/1999 0:00,0.031
Estonia,1/01/2000 0:00,0.032
Estonia,1/01/2001 0:00,0.034
Estonia,1/01/2002 0:00,0.035
Estonia,1/01/2003 0:00,0.036
Estonia,1/01/2004 0:00,0.038
Estonia,1/01/2005 0:00,0.039
Estonia,1/01/2006 0:00,0.041
Estonia,1/01/2007 0:00,0.042
Estonia,1/01/2008 0:00,0.039
Estonia,1/01/2009 0:00,0.034
Estonia,1/01/2010 0:00,0.033
Estonia,1/01/2011 0:00,0.035
Ethiopia,1/01/1990 0:00,0.08
Ethiopia,1/01/1991 0:00,0.072
Ethiopia,1/01/1992 0:00,0.06
Ethiopia,1/01/1993 0:00,0.067
Ethiopia,1/01/1994 0:00,0.067
Ethiopia,1/01/1995 0:00,0.068
Ethiopia,1/01/1996 0:00,0.075
Ethiopia,1/01/1997 0:00,0.074
Ethiopia,1/01/1998 0:00,0.07
Ethiopia,1/01/1999 0:00,0.071
Ethiopia,1/01/2000 0:00,0.072
Ethiopia,1/01/2001 0:00,0.076
Ethiopia,1/01/2002 0:00,0.075
Ethiopia,1/01/2003 0:00,0.071
Ethiopia,1/01/2004 0:00,0.076
Ethiopia,1/01/2005 0:00,0.081
Ethiopia,1/01/2006 0:00,0.086
Ethiopia,1/01/2007 0:00,0.092
Ethiopia,1/01/2008 0:00,0.099
Ethiopia,1/01/2009 0:00,0.11
Ethiopia,1/01/2010 0:00,0.116
Ethiopia,1/01/2011 0:00,0.124
Fiji,1/01/1990 0:00,0.007
Fiji,1/01/1991 0:00,0.007
Fiji,1/01/1992 0:00,0.007
Fiji,1/01/1993 0:00,0.007
Fiji,1/01/1994 0:00,0.007
Fiji,1/01/1995 0:00,0.007
Fiji,1/01/1996 0:00,0.007
Fiji,1/01/1997 0:00,0.006
Fiji,1/01/1998 0:00,0.006
Fiji,1/01/1999 0:00,0.007
Fiji,1/01/2000 0:00,0.006
Fiji,1/01/2001 0:00,0.006
Fiji,1/01/2002 0:00,0.006
Fiji,1/01/2003 0:00,0.006
Fiji,1/01/2004 0:00,0.006
Fiji,1/01/2005 0:00,0.006
Fiji,1/01/2006 0:00,0.006
Fiji,1/01/2007 0:00,0.005
Fiji,1/01/2008 0:00,0.005
Fiji,1/01/2009 0:00,0.005
Fiji,1/01/2010 0:00,0.005
Fiji,1/01/2011 0:00,0.005
Finland,1/01/1990 0:00,0.355
Finland,1/01/1991 0:00,0.327
Finland,1/01/1992 0:00,0.288
Finland,1/01/1993 0:00,0.279
Finland,1/01/1994 0:00,0.281
Finland,1/01/1995 0:00,0.281
Finland,1/01/1996 0:00,0.281
Finland,1/01/1997 0:00,0.287
Finland,1/01/1998 0:00,0.293
Finland,1/01/1999 0:00,0.294
Finland,1/01/2000 0:00,0.296
Finland,1/01/2001 0:00,0.296
Finland,1/01/2002 0:00,0.294
Finland,1/01/2003 0:00,0.289
Finland,1/01/2004 0:00,0.286
Finland,1/01/2005 0:00,0.278
Finland,1/01/2006 0:00,0.276
Finland,1/01/2007 0:00,0.276
Finland,1/01/2008 0:00,0.27
Finland,1/01/2009 0:00,0.249
Finland,1/01/2010 0:00,0.245
Finland,1/01/2011 0:00,0.243
France,1/01/1990 0:00,4.33
France,1/01/1991 0:00,4.289
France,1/01/1992 0:00,3.964
France,1/01/1993 0:00,3.857
France,1/01/1994 0:00,3.822
France,1/01/1995 0:00,3.762
France,1/01/1996 0:00,3.666
France,1/01/1997 0:00,3.596
France,1/01/1998 0:00,3.625
France,1/01/1999 0:00,3.615
France,1/01/2000 0:00,3.58
France,1/01/2001 0:00,3.566
France,1/01/2002 0:00,3.502
France,1/01/2003 0:00,3.405
France,1/01/2004 0:00,3.321
France,1/01/2005 0:00,3.23
France,1/01/2006 0:00,3.148
France,1/01/2007 0:00,3.061
France,1/01/2008 0:00,2.982
France,1/01/2009 0:00,2.907
France,1/01/2010 0:00,2.815
France,1/01/2011 0:00,2.771
Gabon,1/01/1990 0:00,0.048
Gabon,1/01/1991 0:00,0.05
Gabon,1/01/1992 0:00,0.044
Gabon,1/01/1993 0:00,0.045
Gabon,1/01/1994 0:00,0.045
Gabon,1/01/1995 0:00,0.045
Gabon,1/01/1996 0:00,0.045
Gabon,1/01/1997 0:00,0.046
Gabon,1/01/1998 0:00,0.046
Gabon,1/01/1999 0:00,0.041
Gabon,1/01/2000 0:00,0.038
Gabon,1/01/2001 0:00,0.038
Gabon,1/01/2002 0:00,0.037
Gabon,1/01/2003 0:00,0.036
Gabon,1/01/2004 0:00,0.035
Gabon,1/01/2005 0:00,0.035
Gabon,1/01/2006 0:00,0.032
Gabon,1/01/2007 0:00,0.033
Gabon,1/01/2008 0:00,0.032
Gabon,1/01/2009 0:00,0.032
Gabon,1/01/2010 0:00,0.032
Gambia,1/01/1990 0:00,0.004
Gambia,1/01/1991 0:00,0.004
Gambia,1/01/1992 0:00,0.004
Gambia,1/01/1993 0:00,0.004
Gambia,1/01/1994 0:00,0.004
Gambia,1/01/1995 0:00,0.004
Gambia,1/01/1996 0:00,0.004
Gambia,1/01/1997 0:00,0.004
Gambia,1/01/1998 0:00,0.004
Gambia,1/01/1999 0:00,0.004
Gambia,1/01/2000 0:00,0.004
Gambia,1/01/2001 0:00,0.004
Gambia,1/01/2002 0:00,0.004
Gambia,1/01/2003 0:00,0.004
Gambia,1/01/2004 0:00,0.004
Gambia,1/01/2005 0:00,0.004
Gambia,1/01/2006 0:00,0.004
Gambia,1/01/2007 0:00,0.004
Gambia,1/01/2008 0:00,0.004
Gambia,1/01/2009 0:00,0.004
Gambia,1/01/2010 0:00,0.004
Gambia,1/01/2011 0:00,0.004
Georgia,1/01/1994 0:00,0.021
Georgia,1/01/1995 0:00,0.021
Georgia,1/01/1996 0:00,0.022
Georgia,1/01/1997 0:00,0.024
Georgia,1/01/1998 0:00,0.024
Georgia,1/01/1999 0:00,0.024
Georgia,1/01/2000 0:00,0.023
Georgia,1/01/2001 0:00,0.024
Georgia,1/01/2002 0:00,0.024
Georgia,1/01/2003 0:00,0.026
Georgia,1/01/2004 0:00,0.026
Georgia,1/01/2005 0:00,0.027
Georgia,1/01/2006 0:00,0.028
Georgia,1/01/2007 0:00,0.03
Georgia,1/01/2008 0:00,0.03
Georgia,1/01/2009 0:00,0.029
Georgia,1/01/2010 0:00,0.03
Georgia,1/01/2011 0:00,0.031
Germany,1/01/1991 0:00,6.278
Germany,1/01/1992 0:00,5.804
Germany,1/01/1993 0:00,5.628
Germany,1/01/1994 0:00,5.593
Germany,1/01/1995 0:00,5.49
Germany,1/01/1996 0:00,5.336
Germany,1/01/1997 0:00,5.214
Germany,1/01/1998 0:00,5.168
Germany,1/01/1999 0:00,5.077
Germany,1/01/2000 0:00,5.009
Germany,1/01/2001 0:00,4.98
Germany,1/01/2002 0:00,4.847
Germany,1/01/2003 0:00,4.652
Germany,1/01/2004 0:00,4.489
Germany,1/01/2005 0:00,4.323
Germany,1/01/2006 0:00,4.271
Germany,1/01/2007 0:00,4.198
Germany,1/01/2008 0:00,4.125
Germany,1/01/2009 0:00,3.942
Germany,1/01/2010 0:00,3.897
Germany,1/01/2011 0:00,3.887
Ghana,1/01/1990 0:00,0.059
Ghana,1/01/1991 0:00,0.06
Ghana,1/01/1992 0:00,0.057
Ghana,1/01/1993 0:00,0.059
Ghana,1/01/1994 0:00,0.059
Ghana,1/01/1995 0:00,0.059
Ghana,1/01/1996 0:00,0.06
Ghana,1/01/1997 0:00,0.06
Ghana,1/01/1998 0:00,0.062
Ghana,1/01/1999 0:00,0.062
Ghana,1/01/2000 0:00,0.062
Ghana,1/01/2001 0:00,0.063
Ghana,1/01/2002 0:00,0.065
Ghana,1/01/2003 0:00,0.065
Ghana,1/01/2004 0:00,0.073
Ghana,1/01/2005 0:00,0.074
Ghana,1/01/2006 0:00,0.074
Ghana,1/01/2007 0:00,0.075
Ghana,1/01/2008 0:00,0.079
Ghana,1/01/2009 0:00,0.083
Ghana,1/01/2010 0:00,0.085
Ghana,1/01/2011 0:00,0.095
Greece,1/01/1990 0:00,0.56
Greece,1/01/1991 0:00,0.566
Greece,1/01/1992 0:00,0.519
Greece,1/01/1993 0:00,0.501
Greece,1/01/1994 0:00,0.495
Greece,1/01/1995 0:00,0.487
Greece,1/01/1996 0:00,0.481
Greece,1/01/1997 0:00,0.479
Greece,1/01/1998 0:00,0.482
Greece,1/01/1999 0:00,0.482
Greece,1/01/2000 0:00,0.481
Greece,1/01/2001 0:00,0.49
Greece,1/01/2002 0:00,0.493
Greece,1/01/2003 0:00,0.503
Greece,1/01/2004 0:00,0.497
Greece,1/01/2005 0:00,0.477
Greece,1/01/2006 0:00,0.479
Greece,1/01/2007 0:00,0.471
Greece,1/01/2008 0:00,0.458
Greece,1/01/2009 0:00,0.447
Greece,1/01/2010 0:00,0.404
Greece,1/01/2011 0:00,0.362
Grenada,1/01/1990 0:00,0.002
Grenada,1/01/1991 0:00,0.002
Grenada,1/01/1992 0:00,0.002
Grenada,1/01/1993 0:00,0.002
Grenada,1/01/1994 0:00,0.002
Grenada,1/01/1995 0:00,0.002
Grenada,1/01/1996 0:00,0.002
Grenada,1/01/1997 0:00,0.002
Grenada,1/01/1998 0:00,0.002
Grenada,1/01/1999 0:00,0.002
Grenada,1/01/2000 0:00,0.002
Grenada,1/01/2001 0:00,0.002
Grenada,1/01/2002 0:00,0.002
Grenada,1/01/2003 0:00,0.002
Grenada,1/01/2004 0:00,0.002
Grenada,1/01/2005 0:00,0.002
Grenada,1/01/2006 0:00,0.002
Grenada,1/01/2007 0:00,0.002
