Coutry,Year,CentralGoveDebtGDP
Caribbean small states,1/01/1998 0:00,82.09135414
Caribbean small states,1/01/1999 0:00,89.52819105
Caribbean small states,1/01/2000 0:00,98.95067559
Caribbean small states,1/01/2001 0:00,118.7002776
Caribbean small states,1/01/2002 0:00,127.7729064
Caribbean small states,1/01/2003 0:00,127.4331779
Caribbean small states,1/01/2004 0:00,122.0081203
Caribbean small states,1/01/2005 0:00,121.0024317
Caribbean small states,1/01/2006 0:00,67.24909138
Caribbean small states,1/01/2007 0:00,64.45922149
Caribbean small states,1/01/2008 0:00,120.4172619
Central Europe and the Baltics,1/01/1995 0:00,14.89294759
Central Europe and the Baltics,1/01/1996 0:00,12.42010366
Central Europe and the Baltics,1/01/1997 0:00,12.43012222
Central Europe and the Baltics,1/01/1998 0:00,12.3393372
Central Europe and the Baltics,1/01/1999 0:00,16.48424368
Central Europe and the Baltics,1/01/2009 0:00,39.68029317
Central Europe and the Baltics,1/01/2010 0:00,40.63814613
Central Europe and the Baltics,1/01/2011 0:00,40.75319834
Central Europe and the Baltics,1/01/2012 0:00,41.59453671
Central Europe and the Baltics,1/01/2013 0:00,49.67603577
East Asia & Pacific (developing only),1/01/1992 0:00,42.08460103
East Asia & Pacific (developing only),1/01/1993 0:00,42.88386012
East Asia & Pacific (developing only),1/01/1994 0:00,49.52725162
East Asia & Pacific (developing only),1/01/1995 0:00,39.07058506
Euro area,1/01/1998 0:00,18.00299288
Euro area,1/01/1999 0:00,21.51886759
Euro area,1/01/2010 0:00,67.45317403
Euro area,1/01/2011 0:00,70.95318146
Euro area,1/01/2012 0:00,84.41712595
Euro area,1/01/2013 0:00,88.52456693
Europe & Central Asia (all income levels),1/01/2010 0:00,46.81079637
Europe & Central Asia (all income levels),1/01/2011 0:00,47.05894198
Europe & Central Asia (all income levels),1/01/2012 0:00,50.91821882
Europe & Central Asia (all income levels),1/01/2013 0:00,63.20001406
European Union,1/01/2010 0:00,53.73123162
European Union,1/01/2011 0:00,57.60812966
European Union,1/01/2012 0:00,61.88211201
European Union,1/01/2013 0:00,83.41100192
High income,1/01/2010 0:00,51.1369718
High income,1/01/2011 0:00,53.38423747
High income,1/01/2012 0:00,67.93928495
High income,1/01/2013 0:00,65.73646097
High income: OECD,1/01/1994 0:00,47.21406134
High income: OECD,1/01/1999 0:00,37.61227102
High income: OECD,1/01/2010 0:00,53.73123162
High income: OECD,1/01/2011 0:00,62.12746662
High income: OECD,1/01/2012 0:00,68.53637215
High income: OECD,1/01/2013 0:00,75.8419549
OECD members,1/01/1993 0:00,34.5058865
OECD members,1/01/1994 0:00,44.01750695
OECD members,1/01/1996 0:00,31.9730978
OECD members,1/01/1997 0:00,33.11669468
OECD members,1/01/1998 0:00,35.22805308
OECD members,1/01/1999 0:00,34.37833844
OECD members,1/01/2010 0:00,53.61449071
OECD members,1/01/2011 0:00,61.83202185
OECD members,1/01/2012 0:00,68.23782855
OECD members,1/01/2013 0:00,68.27290787
Other small states,1/01/1990 0:00,39.65035489
