Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Switzerland,CHE,Net foreign assets (current LCU),FM.AST.NFRG.CN,10070000000,10863000000,11308000000,12147000000,13365000000,14520000000,16780000000,17709000000,22936000000,25319000000,32172700000,40712700000,45574000000,44984500000,38380000000,52853100000,58531300000,61660200000,67843700000,69146700000,69611645863,57455151206,69446552560,74631321484,84315814062,95300833842,1.02752E+11,1.11313E+11,1.04794E+11,86276377425,74727414403,73770082927,85133483460,97763278904,81988075289,87941001768,1.16349E+11,1.35168E+11,1.64065E+11,1.80637E+11,1.30207E+11,1.39288E+11,1.67075E+11,1.71857E+11,1.66444E+11,1.84469E+11,1.93207E+11,1.81614E+11,2.03322E+11,1.50221E+11,2.17679E+11,2.39946E+11,3.36924E+11,4.11608E+11,4.63185E+11,
Channel Islands,CHI,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Net foreign assets (current LCU),FM.AST.NFRG.CN,,-173000,-376000,-528000,-641000,-628000,-282000,-521000,285146.7,2176239.8,4207513.6,559173.0072,-9500000,-219900000,-1343900000,-8722200000,-3430000000,-18100000000,-688000000,10956100000,469700000,-1.09079E+11,-3.42263E+11,-5.11699E+11,-9.7447E+11,-1.41008E+12,-1.68619E+12,-1.82216E+12,-1.28305E+12,-7.20009E+11,2.63207E+11,1.07187E+12,1.68473E+12,2.22972E+12,3.34168E+12,4.37591E+12,5.93961E+12,6.69592E+12,6.37587E+12,8.72665E+12,8.87348E+12,1.07094E+13,1.00417E+13,7.61177E+12,7.2421E+12,6.93882E+12,9.35202E+12,8.38699E+12,1.10835E+13,8.52901E+12,8.05451E+12,1.48731E+13,1.39291E+13,1.57795E+13,1.94843E+13,
China,CHN,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,2410000000,540000000,-1640000000,-2780000000,2670000000,16140000000,23950000000,27030000000,42319460033,40736500258,65750416125,76028481157,88914183746,1.69226E+11,2.51975E+11,2.78217E+11,2.20401E+11,5.0353E+11,6.35577E+11,9.17462E+11,1.36343E+12,1.50144E+12,1.70013E+12,2.00988E+12,2.64002E+12,3.17197E+12,3.77038E+12,5.53195E+12,7.56693E+12,1.00837E+13,1.37724E+13,1.78946E+13,1.95612E+13,2.25332E+13,2.50968E+13,2.58175E+13,2.80329E+13,2.87771E+13,
Cote d'Ivoire,CIV,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,6190000000,10280000000,14380000000,18420000000,22290000000,18080000000,26080000000,33060000000,45165893305,38113086624,16165863719,13571468956,25571169893,-1472794449,-6698669714,31986262580,35041679200,-48753107243,-2.31931E+11,-3.96526E+11,-4.2725E+11,-6.36546E+11,-5.1648E+11,-3.60911E+11,-3.57591E+11,-3.98502E+11,-5.0368E+11,-5.01235E+11,-5.09077E+11,-4.87581E+11,-5.25633E+11,-5.30318E+11,-1.0105E+11,30504396492,33855032496,69908028861,83588130262,-9055603024,39101212260,3.53822E+11,8.89984E+11,4.64347E+11,6.66875E+11,7.02259E+11,8.38617E+11,1.06008E+12,1.00795E+12,1.15773E+12,1.40655E+12,1.79555E+12,1.56387E+12,1.60271E+12,1.81481E+12,
Cameroon,CMR,Net foreign assets (current LCU),FM.AST.NFRG.CN,3560000000,3420000000,5710000000,5540000000,7020000000,5120000000,7597000000,4073000000,7826132500,11945815650,17745350121,14782040907,3916183959,8656105828,8797101708,-4838748633,-3128615255,-7135883858,-22592049167,-701138698.4,-20041627584,23497957845,-31418888591,34215371835,1.03459E+11,1.35356E+11,-44008414277,-21578705318,-2.16251E+11,-2.03479E+11,-1.93813E+11,-1.9592E+11,-1.85959E+11,-2.35407E+11,-3.23602E+11,-3.50213E+11,-3.13453E+11,-2.18282E+11,-2.26111E+11,-2.21467E+11,-22147591743,1.0893E+11,2.82791E+11,2.42041E+11,3.39766E+11,4.79279E+11,1.01562E+12,1.50351E+12,1.7363E+12,1.7808E+12,1.84944E+12,1.62965E+12,1.54139E+12,1.55298E+12,1.66981E+12,
"Congo, Rep.",COG,Net foreign assets (current LCU),FM.AST.NFRG.CN,980000000,410000000,2410000000,-600000000,-970000000,460000000,100000000,-610000000,430530618.9,-303475806.6,1306391233,2302630343,392315263.3,1345002625,5248881243,1791244916,1312649213,-7491283009,-9011593359,-3273707162,8002459916,21853329304,1736670030,-25587319037,-16825227567,-7634965616,-8940368213,-7109849130,-38418054627,-43655729915,-7761353704,-19795055436,-18629930931,-3548309589,5522315936,15961283389,26115051794,17826615970,-43391912722,-3746346350,2.05933E+11,17818441886,29269500293,-437444073.3,50651026061,4.58657E+11,1.03506E+12,1.10241E+12,1.86779E+12,1.83093E+12,2.3253E+12,3.05869E+12,3.09626E+12,3.01538E+12,2.78355E+12,
Colombia,COL,Net foreign assets (current LCU),FM.AST.NFRG.CN,52000000,-120000000,-828000000,-1132000000,-1242000000,-840000000,-1482000000,-1646000000,-1956000000,-2177000000,-2691000000,-5011000000,-2071000000,2207000000,-10198000000,-7951000000,10441000000,41619000000,64368071237,1.20158E+11,1.75666E+11,2.04946E+11,1.82246E+11,94164620826,-44655185472,21000891479,,5.91498E+11,5.46943E+11,,1.21727E+12,2.82017E+12,3.75587E+12,3.69581E+12,3.2787E+12,3.65768E+12,4.361E+12,5.96839E+12,6.3618E+12,9.24231E+12,1.52592E+13,1.84276E+13,2.53518E+13,2.79942E+13,2.35198E+13,2.94389E+13,3.47506E+13,3.78904E+13,4.96698E+13,4.8267E+13,4.43917E+13,4.73894E+13,5.31448E+13,6.78263E+13,9.28148E+13,
Comoros,COM,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,4224000000,4794000000,1621125005,5306204113,4997061223,6622028994,6848844343,8344818852,6844187008,6736977574,6894142050,10971599703,16413377679,15797037189,19396833824,18846849118,15417526857,19889056379,22812698804,38577101065,41017523142,38552660811,38011058203,37798632534,40165861623,43155618058,40203188542,44114100206,45974381237,53860397392,62708549905,56566739453,57565677684,
Cabo Verde,CPV,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,1016700000,1420900000,1333500000,1554354081,1783831459,1815191244,2482864240,3085953616,3545832945,4041466488,4244265354,5196231865,5869773930,5369939713,5012120495,4162103227,5325324869,5962298531,5723775073,5004051601,7087583005,5406143563,5385616385,9509894188,6940541066,9913586571,11070641316,10233115953,13715750105,21864067765,25188653406,30998174507,28990975972,27376018633,28482463780,19985546431,25375451952,33540952465,42616722023,
Costa Rica,CRI,Net foreign assets (current LCU),FM.AST.NFRG.CN,40700000,-48400000,136500000,119200000,114800000,-234600000,-290700000,-144700000,-125300000,-46897300.02,-114200000,-9878709.955,-2800000,124400000,-389282080,-795975380,-728807320,-408551342.2,-881230620,-3169219573,-5125026970,-36620700000,-31565000000,-70205000000,-79507000000,-93663000000,-1.05601E+11,-1.18363E+11,-1.15253E+11,-1.02447E+11,-1.04576E+11,-81038000000,-53077000000,-61245000000,-53356000000,-38126000000,-31481000000,97818666703,75410318997,2.23162E+11,1.81175E+11,1.11144E+11,1.81365E+11,3.4025E+11,6.24248E+11,1.22432E+12,1.67026E+12,1.80551E+12,1.75849E+12,2.25601E+12,2.27542E+12,1.86611E+12,2.47316E+12,2.14616E+12,2.20131E+12,
Caribbean small states,CSS,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Net foreign assets (current LCU),FM.AST.NFRG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Net foreign assets (current LCU),FM.AST.NFRG.CN,19290110.27,31523696.59,43825626.97,29638133.33,37065667.41,40773332.54,53912477.63,77160442.32,88352067.45,112081694.1,129296139.9,157934009.3,161731091.2,148066270,131548599.1,102738822.2,132509745.1,133330100.2,137888330.8,117305705.5,120292558,176702382.2,262576642.3,281676780.9,333423875.2,276365893,359633652.1,355211587.9,391768907.8,578019565.8,536505119,497806595.7,266927311.5,351101024.6,498636499.1,279987545.5,464959836,342128927.1,138197102.6,523988340.7,670046872.5,944487636.4,824778667.2,1438939863,1900161161,9519147886,14986106097,15259007083,7255390224,5946229869,5801354489,-129826437.2,-795434857.7,-5741439967,173764422.1,
