Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Chile,CHL,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,-490000000,148000000,-551000000,-1088000000,-1189000000,-1971000000,-4733000000,-2304000000,-1117000000,-2111000000,-1412980000,-1191440000,-734900000,-231400000,-690860000,-484610000,-97700000,-956900000,-2552200000,-1587000000,-1349600000,-3082652308,-3660191808,-3918430456,99338040.68,-897526442.9,-1100127919,-580075885,-778718275.7,2074484379,1448786756,7154259466,7458194607,-3307203209,3517770523,3581234265,-3069941055,-9624397580,-10125042079,-2995475054,
China,CHN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,5674000000,4240000000,2030000000,-11417000000,-7034000000,300000000,-3802000000,-4317000000,11997000000,13272000000,6401000000,-11609000000,6908000000,1618390000,7243000000,36963000000,31472000000,21115000000,20518382000,17401000000,35421997980,43051582861,68940960689,1.32378E+11,2.31843E+11,3.53183E+11,4.20569E+11,2.43257E+11,2.3781E+11,1.36097E+11,2.15392E+11,1.48204E+11,2.19678E+11,
Cote d'Ivoire,CIV,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39674661.46,478964882.7,-139040443,451563678.1,1617588676,464532501.1,2662722825,-320552630.9,-632724104.4,,
Cameroon,CMR,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-92399291.6,-186359144.2,-125679683.9,-445401476.8,-481672021.3,-385740988.7,-411858867.7,-168918352.3,-561519691,-451825967.7,-892736637,-426458820.2,-289898413.8,-551191364.6,-335688340.3,-365783903.1,-512249889.3,-56069410.51,89853033.03,-286663480.3,-582196044.7,-150780799.1,-509365181.3,-217857961.8,-347353648.6,-437246424.6,-596545101.1,-415435946.9,-495364513.6,193346552.4,285696828.9,-449740143.7,-1118674155,-856304616.5,-748216473.8,-955988361.2,-1127766695,,
"Congo, Rep.",COG,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,-180602444.6,-99355192.9,-166655973.6,-460704628.9,-331544689.2,-400906891.6,210194756.6,-161266354,-600702191.4,-222683097.6,-445451715.4,-84950767.88,-251226023.4,-461527158.4,-316594619.7,-552686023.3,-793401070.7,-625202813,-650850197,-155846793.3,-240607802.4,-230648368.1,648133956.9,-28424154.8,-34451085.22,520474598.5,674446801.7,695587032.1,124117857.3,-2181039951,,,,,,,,
Colombia,COL,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,-164000000,-175000000,-293000000,-453986380,-191228310,-54743030,-351911520,-171677650,162860200,375428640,258132000,438044000,-205835310,-1961259960,-3053797000,-3003000000,-1401000000,-1809000000,383000000,336000000,-216000000,-201000000,542000000,2348800000,900700000,-2102400000,-3666972448,-4515876293,-4641240162,-5750513928,-4857623994,670982414.6,832542893.4,-1037702203,-1302456215,-945976951.9,-782003610.7,-1892371327,-2911241701,-6008879635,-6460865542,-4647786041,-8662515525,-9710022811,-11305550192,-12367352184,-19567183092,
Comoros,COM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,-8907704.981,-8155179.526,-10958496.64,-11053296,-32719768.97,-14256804.61,-15685687.06,-21365301.98,-6516797.232,5407428.648,-10475185.53,-10249392.74,-14190208.45,9574086.3,-7216639.07,-18963177.48,,,,,,,,-18398696.02,-20698420.47,-26840153.92,-22518474.02,-31577139.47,-68713973.29,-39227178.37,-39297299.3,-55427015.08,-41140989.64,,,
Cabo Verde,CPV,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,5836137.302,-8574466.737,-1015147.063,4321104.172,-21614276.72,-14838746.57,-13348523.07,-6415096.192,-8936866.804,1728119.583,-2571970.699,-489957.3317,-12834375.47,-3834569.288,-6963192.905,-12146859.08,-23929894.63,-45729294.08,-61624522.9,-35041392.49,-29721711.44,-58512075.7,-74184287.12,-58030754.6,-55729542.89,-71518169.39,-90544178.82,-130011248.8,-40673189.8,-82730314.25,-198264522.7,-205478899.6,-246800265.4,-222828004.3,-304404812.5,-235865488.3,-112482480.3,-161487705.9,
Costa Rica,CRI,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-225600000,-363200000,-558200000,-663900000,-409102533.4,-266700000,-279900000,-151103890.3,-126010000,-80000000,-256430000,-178500000,-414900000,-424000000,-75200000,-370400000,-620200000,-233600000,-358142000,-263670000,-480876000,-520750000,-666448850.9,-706770839.3,-602923420.5,-856919787.2,-880051240.4,-795790034.8,-981006063.9,-1022603218,-1646353805,-2787274113,-630111571.2,-1179230751,-2118359271,-2245931853,-2505491888,-2161660077,
Caribbean small states,CSS,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
