Country,Date,foreignlongterm,foreignshortterm,foreignoutlookWatch,locallongterm,localoutlookWatch,Year,GC.DOD.TOTL.GD.ZS,RollMeanGovDebt,Governance,BroadMoney,RollGenGovDeficit,DT.INT.DECT.CD,RollMeanChangeCPI,WorldGDPRank,WorldGDPLog,NonManMercExports,RollNetForeignAssetsGDP,RollCABFDI,FI.RES.TOTL.MO,RollInterestPaymentsRevenue,GDPGrowth,RealInterestRate,Default,Defaulted,ReserveCurrrency,,,,,,,
United Arab Emirates,2/07/2007,AA,F1+,stable,AA,stable,2007,7.853,7.110333333,66.1920468,4.089728759,NA,NA,NA,0.74301676,3.481240089,NA,0.179348085,NA,NA,NA,3.184,NA,0,0,0,,,,,,,
Angola,23/05/2012,BB-,B,positive,BB-,positive,2012,29.29,34.27033333,16.33294805,3.471245079,5.906711186,653897000,12.74368363,NA,NA,NA,NA,0.06582485,7.094723136,2.78623525,NA,NA,225,1,0,,,,,,,
Angola,24/05/2011,BB-,B,stable,BB-,stable,2011,33.718,41.13266667,14.78340928,3.562820203,0.087379447,169628000,13.88966923,0.60625,2.674148649,NA,NA,0.022899047,6.420062914,4.827129384,3.919,NA,256,1,0,,,,,,,
Angola,19/05/2010,B+,B,positive,B+,positive,2010,39.803,40.43233333,15.50000401,3.554036328,-1.207095012,200746000,13.55856858,0.627218935,2.674148649,NA,NA,0.026062749,5.43038884,5.840455433,3.408,NA,289,1,0,,,,,,,
Argentina,12/07/2010,B,B,stable,B,stable,2010,49.178,55.463,41.26770242,3.145390583,NA,NA,NA,0.869822485,4.443827036,16.48948695,0.237854687,0.031187215,7.583220061,NA,9.162,-5.676170956,256,1,0,,,,,,,
Argentina,18/12/2008,RD,B,NA,B-,stable,2008,58.511,67.44666667,40.37382031,3.046278617,NA,NA,NA,0.877094972,4.38949865,8.574341177,0.189916141,0.04448568,6.869974428,NA,6.759,-1.466042579,324,1,0,,,,,,,
Argentina,1/08/2006,RD,B,NA,B,stable,2006,76.443,96.865,43.23341179,3.212226042,NA,NA,NA,0.873626374,4.317488114,5.553176086,0.075377765,0.046239223,7.276568119,NA,8.466,-5.740521569,400,1,0,,,,,,,
Argentina,14/12/2005,RD,B,NA,B-,stable,2005,87.119,117.8663333,43.72363695,3.250269625,NA,NA,NA,0.872222222,4.286341385,6.475838243,0.011738907,0.054938101,7.26030126,NA,9.179,-4.029025142,441,1,0,,,,,,,
Argentina,3/06/2005,DDD,B,NA,B-,stable,2005,87.119,117.8663333,43.72363695,3.250269625,NA,NA,NA,0.872222222,4.286341385,6.475838243,0.011738907,0.054938101,7.26030126,NA,9.179,-4.029025142,441,1,0,,,,,,,
Argentina,14/01/2005,D,D,NA,B-,stable,2005,87.119,117.8663333,43.72363695,3.250269625,NA,NA,NA,0.872222222,4.286341385,6.475838243,0.011738907,0.054938101,7.26030126,NA,9.179,-4.029025142,441,1,0,,,,,,,
Argentina,17/06/2004,DDD,D,NA,B-,stable,2004,127.033,143.8236667,38.19567077,3.244340163,NA,NA,NA,0.872222222,4.244200318,6.630630819,-0.048260051,0.076261066,5.778378257,NA,8.911,-18.32710734,484,1,0,,,,,,,
Argentina,26/04/2004,DDD,C,NA,B-,stable,2004,127.033,143.8236667,38.19567077,3.244340163,NA,NA,NA,0.872222222,4.244200318,6.630630819,-0.048260051,0.076261066,5.778378257,NA,8.911,-18.32710734,484,1,0,,,,,,,
Argentina,4/01/2002,DDD,C,NA,C,NA,2002,164.991,88.07766667,33.49310525,3.329596453,NA,NA,NA,0.865921788,4.160444364,5.85999527,-0.029101706,0.036915898,5.275431596,NA,-10.894,16.17980388,576,1,0,,,,,,,
Argentina,3/12/2001,DDD,D,NA,DDD,NA,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,6/11/2001,C,C,Rating Watch negative,C,Rating Watch negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,2/11/2001,CC,C,Rating Watch negative,CC,Rating Watch negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,12/10/2001,CCC-,C,negative,CCC-,negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,11/07/2001,B-,B,negative,B-,negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,28/03/2001,B+,B,Rating Watch negative,B+,Rating Watch negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,20/03/2001,BB-,B,Rating Watch negative,BB,Rating Watch negative,2001,53.621,47.578,43.19614458,3.300981078,NA,NA,NA,0.875706215,4.302712828,3.340540655,0.013272278,0.013844572,4.293714061,NA,-4.409,29.1202848,169,1,0,,,,,,,
Argentina,21/09/2000,BB,B,negative,BB+,negative,2000,45.621,42.43133333,52.89918391,3.460994086,NA,NA,NA,0.875706215,4.369447852,2.397068884,0.028182531,0.007828686,6.283222351,NA,-0.789,9.945071689,196,1,0,,,,,,,
Argentina,3/12/1997,BB,B,NA,BB+,NA,1997,35.428,35.39533333,56.15144253,3.276018991,NA,NA,NA,0.872093023,4.480740108,3.156762716,0.014574614,-0.002535749,5.475660555,NA,8.111,9.75165233,289,1,0,,,,,,,
Argentina,28/05/1997,BB,B,NA,-,NA,1997,35.428,35.39533333,56.15144253,3.276018991,NA,NA,NA,0.872093023,4.480740108,3.156762716,0.014574614,-0.002535749,5.475660555,NA,8.111,9.75165233,289,1,0,,,,,,,
Armenia,13/08/2009,BB-,B,stable,BB-,stable,2009,34.136,21.00533333,44.2319177,3.255842558,-2.903482868,100673000,5.588027026,0.305084746,0.832909123,0.547137013,0.175139187,-0.046438617,5.412026203,1.669629903,-14.15,15.80345155,0,0,0,,,,,,,
Armenia,3/07/2008,BB,B,stable,BB,stable,2008,14.631,15.021,42.4988025,2.987490236,-0.470018678,88816000,5.416556958,0.324022346,0.955511445,0.457454887,0.17164612,-0.004415419,3.062097712,1.474442152,6.948,10.43491465,0,0,0,,,,,,,
Armenia,1/05/2007,BB-,B,positive,BB-,positive,2007,14.249,16.96633333,41.28555997,3.08887644,-0.623875022,112879000,2.647353596,0.324022346,0.916290732,0.527514988,0.202568037,0.027464852,4.593343187,1.770014603,13.749,12.74351141,0,0,0,,,,,,,
Armenia,24/05/2006,BB-,B,stable,BB-,stable,2006,16.183,21.02733333,40.25521437,2.906189321,-0.717725643,75269000,3.498653751,0.324175824,0.832909123,0.657224577,0.194519623,0.04356418,4.236971879,2.203131511,13.198,11.37952805,0,0,0,,,,,,,
Aruba,8/06/2006,BBB,F3,stable,BBB,stable,2006,NA,NA,84.33907191,4.051786553,NA,NA,NA,NA,NA,NA,0.19897217,0.118927768,0.852870309,NA,NA,NA,0,0,0,,,,,,,
Aruba,12/06/2003,BBB,F3,negative,BBB,negative,2003,NA,NA,NA,4.1151842,NA,NA,NA,NA,NA,NA,0.213415861,-0.008292069,2.154840964,NA,NA,NA,0,0,0,,,,,,,
Aruba,29/04/2002,BBB,F3,stable,BBB,stable,2002,NA,NA,NA,4.069470615,NA,NA,NA,NA,NA,NA,0.202535691,0.007610427,2.558115608,NA,NA,NA,0,0,0,,,,,,,
Australia,28/11/2011,AAA,F1+,stable,AAA,stable,2011,24.272,20.49766667,92.29477946,4.608651814,-3.536062377,NA,2.656396026,0.89375,4.744062185,4.83441316,-0.24231791,-0.004944437,1.353484524,4.501466827,2.582,1.460311026,0,0,2,,,,,,,
Australia,3/02/2003,AA+,F1+,stable,AAA,stable,2003,13.189,15.14233333,91.13843409,4.315055759,0.106820616,NA,3.384915804,0.922222222,4.821087692,4.027656251,-0.084135544,-0.014135153,2.938637913,5.346554101,3.05,5.136380869,0,0,2,,,,,,,
Australia,21/09/2000,AA,F1+,stable,AAA,stable,2000,19.537,21.958,94.18331401,4.215374234,-0.563914743,NA,2.264688936,0.920903955,4.812997033,4.486327488,-0.058949524,-0.027224851,2.063799232,6.683499841,3.088,6.539676499,0,0,2,,,,,,,
Australia,19/11/1998,AA,F1+,NA,AAA,NA,1998,23.757,26.31833333,91.36748505,4.183434097,NA,NA,1.238764172,0.913793103,4.82350218,5.592909095,-0.043141945,-0.019975217,1.880907021,NA,4.994,6.793889735,0,0,2,,,,,,,
Australia,18/06/1998,AA,F1+,Rating Watch negative,AAA,Rating Watch negative,1998,23.757,26.31833333,91.36748505,4.183434097,NA,NA,1.238764172,0.913793103,4.82350218,5.592909095,-0.043141945,-0.019975217,1.880907021,NA,4.994,6.793889735,0,0,2,,,,,,,
Australia,25/01/1996,AA,F1+,NA,AAA,NA,1996,29.31,30.71266667,92.87341309,4.138907344,NA,NA,3.048510884,0.911764706,4.80073697,5.717314865,-0.027337552,-0.024064484,2.046457234,NA,4.285,7.605621297,0,0,2,,,,,,,
Austria,21/09/2000,AAA,F1+,stable,AAA,stable,2000,66.193,65.81233333,91.1404419,NA,-3.614655357,NA,1.292956582,0.830508475,3.987130478,NA,NA,NA,NA,7.917373397,3.668,NA,0,0,3,,,,,,,
Austria,26/10/1995,AAA,F1+,NA,AAA,NA,1995,68.199,68.199,95.39154307,NA,-5.124003262,NA,2.944990076,0.817647059,4.016383021,NA,0.051589218,NA,NA,10.03821751,2.668,NA,0,0,0,,,,,,,
Austria,10/08/1994,AAA,NA,NA,-,NA,1994,64.035,64.035,95.39154307,NA,-3.68351213,NA,3.538211149,0.820359281,4.025351691,NA,0.039881741,NA,NA,10.47480023,2.402,NA,0,0,0,,,,,,,
Azerbaijan,11/05/2012,BBB-,F3,stable,BBB-,stable,2012,11.599,10.95133333,22.38826291,3.436186411,11.45273114,959922000,NA,NA,NA,27.65885202,0.326088634,0.323519943,5.932455495,0.437793145,2.163,16.66429915,0,0,0,,,,,,,
Azerbaijan,17/05/2011,BBB-,F3,positive,BBB-,positive,2011,10.107,11.01566667,23.06651656,3.284468077,11.95770009,966974000,NA,0.5625,2.451005098,33.09827928,0.248285317,0.32361799,5.711447494,0.485001575,0.094,-2.919040231,0,0,0,,,,,,,
Azerbaijan,20/05/2010,BBB-,F3,stable,BBB-,stable,2010,11.148,10.079,24.09237544,3.210479848,14.19440748,100777000,NA,0.597633136,2.48490665,38.22192422,0.202319481,0.353760009,5.348680059,0.301489695,4.959,6.103777606,0,0,0,,,,,,,
Azerbaijan,5/02/2007,BB+,B,stable,BB+,stable,2007,8.608,10.72766667,22.37160667,3.034660792,NA,104227000,NA,0.586592179,2.312535424,60.00870582,0.15655098,0.384322022,3.495597097,NA,25,-1.529881842,0,0,0,,,,,,,
Azerbaijan,22/11/2004,BB,B,stable,BB,stable,2004,20.169,21.56966667,19.30422958,2.870925664,NA,29872000,NA,0.505555556,1.704748092,49.53484619,0.109028348,0.128402238,1.851915753,NA,10.2,6.836367684,0,0,0,,,,,,,
Azerbaijan,25/07/2002,BB-,B,positive,BB-,positive,2002,22.853,23.298,18.30830034,2.563415831,NA,26092000,NA,0.497206704,1.589235205,54.91175313,0.112475837,0.041172039,2.448499421,NA,8.137,13.82041146,0,0,0,,,,,,,
Azerbaijan,20/07/2001,BB-,B,stable,BB-,stable,2001,24.204,24.204,16.93210526,2.559675872,NA,41394000,NA,0.480225989,1.547562509,53.32578271,0.105072506,0.001310349,3.427008452,NA,6.486,16.7690792,0,0,0,,,,,,,
Azerbaijan,21/09/2000,B+,B,positive,BB-,positive,2000,22.837,22.837,15.55591019,2.790601974,NA,65088000,NA,0.468926554,1.504077397,28.8056747,0.072889511,-0.034501082,3.377091018,NA,6.227,6.367009609,0,0,0,,,,,,,
Azerbaijan,3/07/2000,B+,B,NA,BB-,NA,2000,22.837,22.837,15.55591019,2.790601974,NA,65088000,NA,0.468926554,1.504077397,28.8056747,0.072889511,-0.034501082,3.377091018,NA,6.227,6.367009609,0,0,0,,,,,,,
Bahrain,3/08/2011,BBB,F3,stable,BBB+,stable,2011,32.496,27.853,50.49797122,4.310710052,-3.230384539,NA,1.46431659,0.425,1.526056303,2.738998666,0.203206324,0.070107228,2.34120258,3.718219317,2.1,-3.470430279,0,0,0,,,,,,,
Bahrain,15/03/2011,BBB,F3,Rating Watch negative,BBB+,Rating Watch negative,2011,32.496,27.853,50.49797122,4.310710052,-3.230384539,NA,1.46431659,0.425,1.526056303,2.738998666,0.203206324,0.070107228,2.34120258,3.718219317,2.1,-3.470430279,0,0,0,,,,,,,
Bahrain,3/03/2011,A-,F1,negative,A,negative,2011,32.496,27.853,50.49797122,4.310710052,-3.230384539,NA,1.46431659,0.425,1.526056303,2.738998666,0.203206324,0.070107228,2.34120258,3.718219317,2.1,-3.470430279,0,0,0,,,,,,,
Bahrain,17/02/2011,A,F1,Rating Watch negative,A+,Rating Watch negative,2011,32.496,27.853,50.49797122,4.310710052,-3.230384539,NA,1.46431659,0.425,1.526056303,2.738998666,0.203206324,0.070107228,2.34120258,3.718219317,2.1,-3.470430279,0,0,0,,,,,,,
Bahrain,24/08/2007,A,F1,stable,A+,stable,2007,16.344,20.264,55.24023247,4.23133,4.633419128,NA,2.616781073,0.446927374,1.481604541,1.209737918,0.309799448,0.21609377,2.236452871,3.652558807,8.292,-0.155940095,0,0,0,,,,,,,
Bahrain,17/08/2006,A-,F1,positive,A,positive,2006,20.253,24.61533333,53.3760821,4.060521806,5.018252757,NA,2.315539243,0.445054945,1.435084525,1.515176118,0.22585014,0.178453828,1.774868964,3.765512283,6.469,-0.796831845,0,0,0,,,,,,,
Bahrain,10/01/2003,A-,F1,stable,A,stable,2003,32.453,28.96933333,60.59552034,4.19564086,1.651833461,NA,-0.036495481,0.433333333,1.335001067,4.741839831,0.21774461,0.038750582,2.773728821,4.590641585,6.296,-0.138077523,0,0,0,,,,,,,
Bahrain,16/12/2002,BBB,F3,Rating Watch positive,BBB+,Rating Watch positive,2002,28.379,26.73333333,61.68570169,4.273576921,3.557593706,NA,-0.802654965,0.430167598,1.30833282,3.020093831,0.221254281,0.06107175,2.724421732,4.651141719,3.349,4.675236224,0,0,0,,,,,,,
Bahrain,27/11/2001,BBB,F3,stable,BBB+,stable,2001,26.076,25.846,58.8276124,4.245724098,2.975522821,NA,-1.066670909,0.423728814,1.30833282,1.282024514,0.20455185,0.076266827,2.323642893,5.07367518,2.491,14.54565187,0,0,0,,,,,,,
Bahrain,21/09/2000,BBB-,F3,stable,BBB+,stable,2000,25.745,24.10266667,55.96952311,4.147725677,-0.376054122,NA,-0.78632493,0.423728814,1.30833282,0.882606184,0.201070051,0.032659968,1.648782853,4.891718647,7.018,-14.14599338,0,0,0,,,,,,,
Bahrain,16/02/2000,BBB-,F3,NA,BBB+,NA,2000,25.745,24.10266667,55.96952311,4.147725677,-0.376054122,NA,-0.78632493,0.423728814,1.30833282,0.882606184,0.201070051,0.032659968,1.648782853,4.891718647,7.018,-14.14599338,0,0,0,,,,,,,
Belgium,27/01/2012,AA,F1+,negative,AA,negative,2012,99.797,97.80433333,87.86934026,NA,-3.31137992,NA,2.853681582,NA,NA,1.712912981,0.292424862,0.183157268,0.782269835,11.45864995,-0.136,NA,0,0,3,,,,,,,
Belgium,16/12/2011,AA+,F1+,Rating Watch negative,AA+,Rating Watch Negative,2011,97.952,96.44366667,88.27820587,NA,-3.777113748,NA,1.889411879,0.8125,3.941581808,1.846285455,0.300703644,0.234757747,0.70477843,10.55331464,1.769,NA,0,0,3,,,,,,,
Belgium,23/05/2011,AA+,F1+,negative,AA+,negative,2011,97.952,96.44366667,88.27820587,NA,-3.777113748,NA,1.889411879,0.8125,3.941581808,1.846285455,0.300703644,0.234757747,0.70477843,10.55331464,1.769,NA,0,0,3,,,,,,,
Belgium,2/05/2006,AA+,F1+,stable,AA+,stable,2006,87.947,91.30766667,87.09940084,NA,-1.241276766,NA,2.222394302,0.851648352,4.046553898,1.131253538,0.2460412,0.13978674,0.43861976,9.815265169,2.666,5.058050244,0,0,3,,,,,,,
Belgium,17/06/2002,AA,F1+,stable,AA,stable,2002,103.387,105.883,90.96429444,NA,-0.44575845,NA,2.220328345,0.860335196,4.146304301,1.165980543,0.120863369,0.11470262,0.81646232,13.57398962,1.36,5.928718331,0,0,3,,,,,,,
Belgium,21/09/2000,AA-,F1+,stable,AA-,stable,2000,107.779,112.86,88.79064687,NA,-1.188806167,NA,1.539167756,0.858757062,4.172847624,NA,NA,NA,NA,14.91544583,3.67,5.837633978,0,0,3,,,,,,,
Belgium,16/12/1998,AA-,F1+,NA,AA-,NA,1998,117.23,122.2973333,86.44924927,NA,-2.849916274,NA,1.546940409,0.856321839,4.183575696,NA,NA,NA,NA,16.88130973,1.929,5.394382068,0,0,0,,,,,,,
Belgium,14/07/1998,AA+,F1+,NA,AA+,NA,1998,117.23,122.2973333,86.44924927,NA,-2.849916274,NA,1.546940409,0.856321839,4.183575696,NA,NA,NA,NA,16.88130973,1.929,5.394382068,0,0,0,,,,,,,
Belgium,26/10/1995,AA+,F1+,NA,AAA,NA,1995,130.18,130.18,90.21929677,NA,-4.366775745,NA,2.199525156,0.852941176,4.216562195,NA,-0.004662973,NA,NA,19.42408002,2.385,7.109111345,0,0,0,,,,,,,
Belgium,10/08/1994,AA+,NA,NA,-,NA,1994,135.928,135.928,90.21929677,NA,NA,NA,2.520558409,0.850299401,4.229749199,NA,-0.011322558,NA,NA,NA,3.227,7.172154822,0,0,0,,,,,,,
Benin,25/01/2012,withdrawn,withdrawn,withdrawn,withdrawn,withdrawn,2012,NA,NA,39.64111074,3.563993087,2.027234563,45487000,3.924426953,NA,NA,14.25040551,0.230570664,-0.050083231,3.114892869,2.74907349,NA,NA,0,0,0,,,,,,,
Benin,15/09/2004,B,B,stable,B,stable,2004,32.811,37.879,43.0725104,3.046589056,-0.303425195,15331000,1.616765216,0.272222222,0.587786665,22.66175863,0.157040023,-0.056584059,6.407517197,2.976755699,3.082,NA,0,0,0,,,,,,,
Bermuda,26/06/2012,AA,F1+,stable,AA+,stable,2012,NA,NA,84.28989283,NA,NA,NA,NA,NA,NA,0.001927383,NA,0.148589776,NA,NA,NA,NA,0,0,0,,,,,,,
Bermuda,11/08/2006,AA+,F1+,stable,AAA,stable,2006,NA,NA,81.97143173,NA,NA,NA,NA,NA,NA,NA,NA,0.215026913,NA,NA,NA,NA,0,0,0,,,,,,,
Bermuda,21/09/2000,AA,F1+,stable,AAA,stable,2000,NA,NA,82.78148524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,,
Bermuda,26/10/1995,AA,F1+,NA,AAA,NA,1995,NA,NA,84.30198161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,,
Bermuda,10/08/1994,AA,NA,NA,-,NA,1994,NA,NA,84.30198161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,,
Bolivia,5/10/2010,B+,B,stable,B+,stable,2010,38.52,38.55566667,32.01528168,4.244469126,NA,85883000,6.617181478,0.49704142,1.840549633,73.35167019,2.149882986,0.099222502,16.38576964,NA,4.127,1.041041337,16,1,0,,,,,,,
Bolivia,8/09/2009,B,B,stable,B,stable,2009,39.992,39.21766667,29.04600986,4.250071124,NA,127982000,8.685341546,0.514124294,1.85629799,20.08505467,1.913385926,0.1235825,16.9731187,NA,3.357,15.1460393,25,1,0,,,,,,,
Bolivia,27/07/2007,B-,B,stable,B-,stable,2007,40.506,58.70366667,30.50187461,4.099883622,NA,198608000,6.128342522,0.508379888,1.774952351,11.32346343,1.183172348,0.109652063,12.75404849,NA,4.564,5.110629359,49,1,0,,,,,,,
Bolivia,17/06/2005,B-,B,negative,B-,negative,2005,80.375,81.336,28.15826003,3.94211193,NA,172389000,4.389295622,0.511111111,1.791759469,20.70042428,0.585057534,0.039965657,6.406499647,NA,4.421,10.07566935,81,1,0,,,,,,,
Bolivia,17/03/2004,B-,B,stable,B-,stable,2004,89.567,77.59233333,33.35918776,3.913415521,NA,138803000,2.90097155,0.516666667,1.791759469,24.41183777,0.47862866,0.040254659,5.465435093,NA,4.173,6.022332749,100,1,0,,,,,,,
Brazil,4/04/2011,BBB,F2,stable,BBB,stable,2011,64.651,65.48433333,54.75624339,4.407117708,-2.479164646,17292537000,5.520308016,0.9625,5.655991811,15.68607185,0.235682421,0.004782029,11.71850819,23.33522137,2.733,32.84214665,16,1,0,,,,,,,
Brazil,28/06/2010,BBB-,F3,positive,BBB-,positive,2010,64.981,65.08433333,55.70981535,4.372578378,-2.056657552,13855305000,5.195941303,0.958579882,5.665041646,17.16133765,0.216453372,0.006783502,11.89612861,23.51707617,7.534,28.9471112,25,1,0,,,,,,,
Brazil,29/05/2008,BBB-,F3,stable,BBB-,stable,2008,63.451,65.187,50.79701551,4.284117421,-1.948693306,16188425000,4.494602328,0.955307263,5.638354669,8.725876625,0.153013572,0.025375449,8.50798735,26.25504587,5.169,35.25818785,49,1,0,,,,,,,
Brazil,9/05/2007,BB+,B,stable,BB+,stable,2007,65.154,67.147,48.85613569,4.245788387,-2.740995784,14542601000,4.896019349,0.955307263,5.613493003,7.289773968,0.100771218,0.031946762,10.89770543,26.95748157,6.096,35.07150095,64,1,0,,,,,,,
Brazil,5/02/2007,BB,B,positive,BB,positive,2007,65.154,67.147,48.85613569,4.245788387,-2.740995784,14542601000,4.896019349,0.955307263,5.613493003,7.289773968,0.100771218,0.031946762,10.89770543,26.95748157,6.096,35.07150095,64,1,0,,,,,,,
Brazil,28/06/2006,BB,B,stable,BB,stable,2006,66.956,68.98333333,49.01574453,4.167816246,-2.744146146,14817089000,5.883384986,0.950549451,5.605066502,10.52559363,0.051326983,0.035816608,6.714077057,25.24321263,3.955,41.34535076,81,1,0,,,,,,,
Brazil,11/10/2005,BB-,B,positive,BB-,positive,2005,69.331,71.533,49.59414927,4.101249296,-3.229338479,13308357000,9.393933419,0.95,5.616407395,17.4534295,0.017747157,0.034426568,5.133004217,26.33853144,3.157,44.55430712,100,1,0,,,,,,,
Brazil,28/09/2004,BB-,B,stable,BB-,stable,2004,70.663,74.88333333,51.71312587,4.032947626,-2.430262298,14757852000,9.921557124,0.95,5.6337176,14.09790034,-0.015796598,0.029290653,6.184322746,22.59958863,5.714,43.75127868,121,1,0,,,,,,,
Brazil,6/11/2003,B+,B,stable,B+,stable,2003,74.605,74.92433333,54.38443438,4.026970427,-2.503044124,16350872000,10.00112576,0.95,5.628340279,10.54713963,-0.020717992,0.01395445,6.992690087,21.88506439,1.147,46.62171395,144,1,0,,,,,,,
Brazil,3/06/2003,B,B,positive,B,positive,2003,74.605,74.92433333,54.38443438,4.026970427,-2.503044124,16350872000,10.00112576,0.95,5.628340279,10.54713963,-0.020717992,0.01395445,6.992690087,21.88506439,1.147,46.62171395,144,1,0,,,,,,,
Brazil,10/03/2003,B,B,stable,B,stable,2003,74.605,74.92433333,54.38443438,4.026970427,-2.503044124,16350872000,10.00112576,0.95,5.628340279,10.54713963,-0.020717992,0.01395445,6.992690087,21.88506439,1.147,46.62171395,144,1,0,,,,,,,
Brazil,21/10/2002,B,B,negative,B,negative,2002,79.382,72.273,56.2911396,4.008194186,-1.673456343,14964730000,7.444251301,0.955307263,5.654242029,8.679005682,-0.016677409,0.009753893,5.518594084,17.41585559,2.656,48.19180191,169,1,0,,,,,,,
Brazil,1/08/2002,B+,B,Rating Watch negative,B+,Rating Watch negative,2002,79.382,72.273,56.2911396,4.008194186,-1.673456343,14964730000,7.444251301,0.955307263,5.654242029,8.679005682,-0.016677409,0.009753893,5.518594084,17.41585559,2.656,48.19180191,169,1,0,,,,,,,
Brazil,20/06/2002,B+,B,negative,B+,negative,2002,79.382,72.273,56.2911396,4.008194186,-1.673456343,14964730000,7.444251301,0.955307263,5.654242029,8.679005682,-0.016677409,0.009753893,5.518594084,17.41585559,2.656,48.19180191,169,1,0,,,,,,,
Brazil,17/07/2001,BB-,B,negative,B+,negative,2001,70.786,70.786,55.65637175,4.067508991,-2.111585604,17206469000,6.24683315,0.95480226,5.655292265,8.112718,-0.005735721,0.005646711,4.547309507,19.86365111,1.315,45.81464979,196,1,0,,,,,,,
Brazil,21/09/2000,BB-,B,stable,B+,stable,2000,66.651,66.651,55.0216039,3.839163062,-2.620883047,17148128000,5.033753528,0.95480226,5.664348405,6.324199836,-0.006319218,0.00536096,4.256237234,21.68229421,4.306,48.71375776,225,1,0,,,,,,,
Brazil,19/05/2000,BB-,B,NA,B+,NA,2000,66.651,66.651,55.0216039,3.839163062,-2.620883047,17148128000,5.033753528,0.95480226,5.664348405,6.324199836,-0.006319218,0.00536096,4.256237234,21.68229421,4.306,48.71375776,225,1,0,,,,,,,
Brazil,22/02/2000,B+,B,NA,B+,NA,2000,66.651,66.651,55.0216039,3.839163062,-2.620883047,17148128000,5.033753528,0.95480226,5.664348405,6.324199836,-0.006319218,0.00536096,4.256237234,21.68229421,4.306,48.71375776,225,1,0,,,,,,,
Brazil,26/01/1999,B,B,NA,B,NA,1999,66.651,66.651,53.01664734,3.756795845,-2.021836399,17773922000,4.993958359,0.954022989,5.668155297,5.60285278,-0.003150856,-0.003055015,5.095492226,20.40543492,0.256,67.00298439,256,1,0,,,,,,,
Brazil,3/12/1997,B+,B,NA,BB-,NA,1997,66.651,66.651,50.96243382,3.609975216,-3.199955659,12175393000,29.56354312,0.953488372,5.725543966,4.595803129,0.021147962,-0.014415599,6.407987931,48.69237131,3.375,65.41059862,324,1,0,,,,,,,
Brazil,26/10/1995,B+,B,NA,-,NA,1995,66.651,66.651,50.91317686,3.458640602,-3.55,10538943000,1356.626185,0.952941176,5.748437115,6.251025853,0.011215276,-0.003488115,7.934348155,NA,4.417,NA,400,1,0,,,,,,,
Brazil,1/12/1994,B+,NA,NA,-,NA,1994,66.651,66.651,50.91317686,3.795341518,-3.901828146,6214895000,1651.839713,0.946107784,5.741399338,8.886904531,0.00355055,0.008926574,8.430702581,64.04644433,5.334,NA,441,1,0,,,,,,,
Bulgaria,13/12/2011,BBB-,F3,stable,BBB,stable,2011,15.442,15.318,58.62553406,4.263574845,-1.767485394,884621000,3.137355519,0.6,2.533696814,16.7504402,0.237010183,0.025180514,5.407805203,2.143769576,1.841,3.510924127,16,1,0,,,,,,,
Bulgaria,24/05/2011,BBB-,F3,positive,BBB,positive,2011,15.442,15.318,58.62553406,4.263574845,-1.767485394,884621000,3.137355519,0.6,2.533696814,16.7504402,0.237010183,0.025180514,5.407805203,2.143769576,1.841,3.510924127,16,1,0,,,,,,,
Bulgaria,30/04/2009,BBB-,F3,negative,BBB,negative,2009,15.575,16.52866667,59.29499499,4.182448926,1.988359544,881272000,7.834810443,0.621468927,2.595254707,6.884963084,0.213311129,0.006214853,7.417315929,2.407668578,-5.476,7.004384162,36,1,0,,,,,,,
Bulgaria,9/11/2008,BBB-,F3,stable,BBB,stable,2008,15.456,19.13866667,57.44208463,4.138134945,3.056385366,1688707000,9.337624052,0.642458101,2.646174797,7.516423853,0.237218837,0.028073121,4.771275092,2.815563135,6.191,2.501279984,49,1,0,,,,,,,
