Country,Year,GC.DOD.TOTL.GD.ZS
Laos,1/01/2005 0:00,84.969
Laos,1/01/2006 0:00,71.888
Laos,1/01/2007 0:00,64.231
Laos,1/01/2008 0:00,60.344
Laos,1/01/2009 0:00,63.204
Laos,1/01/2010 0:00,62.095
Laos,1/01/2011 0:00,55.864
Laos,1/01/2012 0:00,61.529
Laos,1/01/2013 0:00,62.027
Latvia,1/01/1999 0:00,12.149
Latvia,1/01/2000 0:00,12.357
Latvia,1/01/2001 0:00,14.144
Latvia,1/01/2002 0:00,13.597
Latvia,1/01/2003 0:00,14.66
Latvia,1/01/2004 0:00,14.447
Latvia,1/01/2005 0:00,11.847
Latvia,1/01/2006 0:00,9.901
Latvia,1/01/2007 0:00,7.793
Latvia,1/01/2008 0:00,17.197
Latvia,1/01/2009 0:00,32.86
Latvia,1/01/2010 0:00,39.744
Latvia,1/01/2011 0:00,37.469
Latvia,1/01/2012 0:00,36.418
Latvia,1/01/2013 0:00,32.06
Lebanon,1/01/2000 0:00,146.106
Lebanon,1/01/2001 0:00,160.913
Lebanon,1/01/2002 0:00,160.947
Lebanon,1/01/2003 0:00,169.03
Lebanon,1/01/2004 0:00,171.183
Lebanon,1/01/2005 0:00,180.699
Lebanon,1/01/2006 0:00,185.188
Lebanon,1/01/2007 0:00,171.023
Lebanon,1/01/2008 0:00,163.092
Lebanon,1/01/2009 0:00,145.566
Lebanon,1/01/2010 0:00,138.391
Lebanon,1/01/2011 0:00,133.877
Lebanon,1/01/2012 0:00,135.666
Lebanon,1/01/2013 0:00,139.68
Lesotho,1/01/1994 0:00,76.735
Lesotho,1/01/1995 0:00,72.789
Lesotho,1/01/1996 0:00,80.952
Lesotho,1/01/1997 0:00,75.049
Lesotho,1/01/1998 0:00,92.074
Lesotho,1/01/1999 0:00,95.412
Lesotho,1/01/2000 0:00,101.188
Lesotho,1/01/2001 0:00,126.092
Lesotho,1/01/2002 0:00,93.359
Lesotho,1/01/2003 0:00,62.645
Lesotho,1/01/2004 0:00,55.715
Lesotho,1/01/2005 0:00,60.263
Lesotho,1/01/2006 0:00,62.585
Lesotho,1/01/2007 0:00,58.163
Lesotho,1/01/2008 0:00,50.418
Lesotho,1/01/2009 0:00,37.248
Lesotho,1/01/2010 0:00,34.928
Lesotho,1/01/2011 0:00,37.787
Lesotho,1/01/2012 0:00,39.458
Lesotho,1/01/2013 0:00,39.562
Liberia,1/01/2000 0:00,624.944
Liberia,1/01/2001 0:00,622.213
Liberia,1/01/2002 0:00,618.936
Liberia,1/01/2003 0:00,803.311
Liberia,1/01/2004 0:00,725.038
Liberia,1/01/2005 0:00,650.153
Liberia,1/01/2006 0:00,599.641
Liberia,1/01/2007 0:00,486.731
Liberia,1/01/2008 0:00,308.902
Liberia,1/01/2009 0:00,175.016
Liberia,1/01/2010 0:00,33.63
Liberia,1/01/2011 0:00,29.814
Liberia,1/01/2012 0:00,27.25
Libya,1/01/1994 0:00,78.463
Libya,1/01/1995 0:00,74.96
Libya,1/01/1996 0:00,68.165
Libya,1/01/1997 0:00,63.004
Libya,1/01/1998 0:00,62.353
Libya,1/01/1999 0:00,52.334
Libya,1/01/2000 0:00,38.996
Libya,1/01/2001 0:00,38.842
Libya,1/01/2002 0:00,30.82
Libya,1/01/2003 0:00,23.847
Libya,1/01/2004 0:00,0.924
Libya,1/01/2005 0:00,0.642
Libya,1/01/2006 0:00,0.551
Libya,1/01/2007 0:00,0
Libya,1/01/2008 0:00,0
Libya,1/01/2009 0:00,0
Libya,1/01/2010 0:00,0
Libya,1/01/2011 0:00,0
Lithuania,1/01/2000 0:00,23.567
Lithuania,1/01/2001 0:00,22.71
Lithuania,1/01/2002 0:00,22.141
Lithuania,1/01/2003 0:00,21.047
Lithuania,1/01/2004 0:00,19.306
Lithuania,1/01/2005 0:00,18.383
Lithuania,1/01/2006 0:00,17.949
Lithuania,1/01/2007 0:00,16.828
Lithuania,1/01/2008 0:00,15.524
Lithuania,1/01/2009 0:00,29.453
Lithuania,1/01/2010 0:00,38.256
Lithuania,1/01/2011 0:00,39.195
Lithuania,1/01/2012 0:00,40.952
Lithuania,1/01/2013 0:00,39.314
Luxembourg,1/01/1995 0:00,7.398
Luxembourg,1/01/1996 0:00,7.449
Luxembourg,1/01/1997 0:00,7.402
Luxembourg,1/01/1998 0:00,7.097
Luxembourg,1/01/1999 0:00,6.428
Luxembourg,1/01/2000 0:00,6.166
Luxembourg,1/01/2001 0:00,6.309
Luxembourg,1/01/2002 0:00,6.327
Luxembourg,1/01/2003 0:00,6.216
Luxembourg,1/01/2004 0:00,6.352
Luxembourg,1/01/2005 0:00,6.07
Luxembourg,1/01/2006 0:00,6.681
Luxembourg,1/01/2007 0:00,6.673
Luxembourg,1/01/2008 0:00,14.436
Luxembourg,1/01/2009 0:00,15.537
Luxembourg,1/01/2010 0:00,19.522
Luxembourg,1/01/2011 0:00,18.702
Luxembourg,1/01/2012 0:00,21.699
Macedonia,1/01/1999 0:00,32.019
Macedonia,1/01/2000 0:00,47.916
Macedonia,1/01/2001 0:00,48.798
Macedonia,1/01/2002 0:00,42.916
Macedonia,1/01/2003 0:00,37.918
Macedonia,1/01/2004 0:00,35.637
Macedonia,1/01/2005 0:00,39.538
Macedonia,1/01/2006 0:00,31.992
Macedonia,1/01/2007 0:00,23.981
Macedonia,1/01/2008 0:00,20.641
Macedonia,1/01/2009 0:00,23.825
Macedonia,1/01/2010 0:00,24.239
Macedonia,1/01/2011 0:00,27.945
Macedonia,1/01/2012 0:00,34.129
Malawi,1/01/2002 0:00,144.954
Malawi,1/01/2003 0:00,161.926
Malawi,1/01/2004 0:00,139.637
Malawi,1/01/2005 0:00,141.175
Malawi,1/01/2006 0:00,36.4
Malawi,1/01/2007 0:00,35.377
Malawi,1/01/2008 0:00,44.561
Malawi,1/01/2009 0:00,43.429
Malawi,1/01/2010 0:00,37.41
Malawi,1/01/2011 0:00,41.805
Malawi,1/01/2012 0:00,53.459
Malawi,1/01/2013 0:00,68.87
Malaysia,1/01/1994 0:00,47.62
Malaysia,1/01/1995 0:00,41.568
Malaysia,1/01/1996 0:00,35.69
Malaysia,1/01/1997 0:00,32.261
Malaysia,1/01/1998 0:00,36.635
Malaysia,1/01/1999 0:00,37.425
Malaysia,1/01/2000 0:00,35.31
Malaysia,1/01/2001 0:00,41.35
Malaysia,1/01/2002 0:00,43.056
Malaysia,1/01/2003 0:00,45.083
Malaysia,1/01/2004 0:00,45.7
Malaysia,1/01/2005 0:00,42.713
Malaysia,1/01/2006 0:00,41.544
Malaysia,1/01/2007 0:00,41.215
Malaysia,1/01/2008 0:00,41.242
Malaysia,1/01/2009 0:00,52.812
Malaysia,1/01/2010 0:00,53.51
Malaysia,1/01/2011 0:00,54.259
Malaysia,1/01/2012 0:00,55.981
Maldives,1/01/1994 0:00,0
Maldives,1/01/1995 0:00,0
Maldives,1/01/1996 0:00,0
Maldives,1/01/1997 0:00,38.112
Maldives,1/01/1998 0:00,40.628
Maldives,1/01/1999 0:00,39.082
Maldives,1/01/2000 0:00,38.111
Maldives,1/01/2001 0:00,40.738
Maldives,1/01/2002 0:00,44.505
Maldives,1/01/2003 0:00,41.504
Maldives,1/01/2004 0:00,39.838
Maldives,1/01/2005 0:00,49.054
Maldives,1/01/2006 0:00,44.204
Maldives,1/01/2007 0:00,45.326
Maldives,1/01/2008 0:00,44.901
Maldives,1/01/2009 0:00,57.768
Maldives,1/01/2010 0:00,64.765
Maldives,1/01/2011 0:00,67.031
Mali,1/01/2000 0:00,103.7
Mali,1/01/2001 0:00,91.641
Mali,1/01/2002 0:00,54.203
Mali,1/01/2003 0:00,49.191
Mali,1/01/2004 0:00,46.37
Mali,1/01/2005 0:00,53.073
Mali,1/01/2006 0:00,20.358
Mali,1/01/2007 0:00,21.129
Mali,1/01/2008 0:00,22.615
Mali,1/01/2009 0:00,24.7
Mali,1/01/2010 0:00,28.661
Mali,1/01/2011 0:00,29.098
Mali,1/01/2012 0:00,29.38
Malta,1/01/1995 0:00,34.011
Malta,1/01/1996 0:00,38.628
Malta,1/01/1997 0:00,46.67
Malta,1/01/1998 0:00,51.474
Malta,1/01/1999 0:00,55.058
Malta,1/01/2000 0:00,53.854
Malta,1/01/2001 0:00,58.875
Malta,1/01/2002 0:00,57.856
Malta,1/01/2003 0:00,65.993
Malta,1/01/2004 0:00,69.792
Malta,1/01/2005 0:00,67.951
Malta,1/01/2006 0:00,62.489
Malta,1/01/2007 0:00,60.715
Malta,1/01/2008 0:00,60.912
Malta,1/01/2009 0:00,66.531
Malta,1/01/2010 0:00,66.024
Malta,1/01/2011 0:00,68.829
Malta,1/01/2012 0:00,70.799
Marshall Islands,1/01/1997 0:00,118.806
Marshall Islands,1/01/1998 0:00,116.68
Marshall Islands,1/01/1999 0:00,114.521
Marshall Islands,1/01/2000 0:00,95.115
Marshall Islands,1/01/2001 0:00,86.418
Marshall Islands,1/01/2002 0:00,67.13
Marshall Islands,1/01/2003 0:00,71.341
Marshall Islands,1/01/2004 0:00,71.661
Marshall Islands,1/01/2005 0:00,67.049
Marshall Islands,1/01/2006 0:00,70.569
Marshall Islands,1/01/2007 0:00,74.253
Marshall Islands,1/01/2008 0:00,64.219
Marshall Islands,1/01/2009 0:00,61.848
Marshall Islands,1/01/2010 0:00,64.691
Marshall Islands,1/01/2011 0:00,60.135
Marshall Islands,1/01/2012 0:00,58.174
Mauritania,1/01/2000 0:00,280.45
Mauritania,1/01/2001 0:00,267.664
Mauritania,1/01/2002 0:00,235.468
Mauritania,1/01/2003 0:00,216.419
Mauritania,1/01/2004 0:00,209.342
Mauritania,1/01/2005 0:00,182.066
Mauritania,1/01/2006 0:00,86.755
Mauritania,1/01/2007 0:00,96.853
Mauritania,1/01/2008 0:00,80.797
Mauritania,1/01/2009 0:00,96.089
Mauritania,1/01/2010 0:00,89.647
Mauritania,1/01/2011 0:00,81.323
Mauritania,1/01/2012 0:00,89.514
Mauritius,1/01/2000 0:00,45.297
Mauritius,1/01/2001 0:00,44.801
Mauritius,1/01/2002 0:00,52.532
Mauritius,1/01/2003 0:00,59.103
Mauritius,1/01/2004 0:00,51.697
Mauritius,1/01/2005 0:00,53.53
Mauritius,1/01/2006 0:00,51.014
Mauritius,1/01/2007 0:00,47.283
Mauritius,1/01/2008 0:00,44.03
Mauritius,1/01/2009 0:00,52.118
Mauritius,1/01/2010 0:00,51.987
Mauritius,1/01/2011 0:00,52.121
Mauritius,1/01/2012 0:00,51.46
Mauritius,1/01/2013 0:00,53.845
Mexico,1/01/1996 0:00,46.934
Mexico,1/01/1997 0:00,43.288
Mexico,1/01/1998 0:00,44.1
Mexico,1/01/1999 0:00,46.327
Mexico,1/01/2000 0:00,41.857
Mexico,1/01/2001 0:00,41.11
Mexico,1/01/2002 0:00,43.468
Mexico,1/01/2003 0:00,44.747
Mexico,1/01/2004 0:00,40.857
Mexico,1/01/2005 0:00,39.041
Mexico,1/01/2006 0:00,37.777
Mexico,1/01/2007 0:00,37.564
Mexico,1/01/2008 0:00,42.85
Mexico,1/01/2009 0:00,43.945
Mexico,1/01/2010 0:00,42.241
Mexico,1/01/2011 0:00,43.272
Mexico,1/01/2012 0:00,43.284
Mexico,1/01/2013 0:00,46.479
Micronesia,1/01/1995 0:00,53.953
Micronesia,1/01/1996 0:00,43.88
Micronesia,1/01/1997 0:00,47.235
Micronesia,1/01/1998 0:00,42.052
Micronesia,1/01/1999 0:00,35.801
Micronesia,1/01/2000 0:00,27.068
Micronesia,1/01/2001 0:00,23.788
Micronesia,1/01/2002 0:00,24.145
Micronesia,1/01/2003 0:00,24.707
Micronesia,1/01/2004 0:00,25.391
Micronesia,1/01/2005 0:00,24.715
Micronesia,1/01/2006 0:00,25.04
Micronesia,1/01/2007 0:00,25.758
Micronesia,1/01/2008 0:00,28.348
Micronesia,1/01/2009 0:00,30.486
Micronesia,1/01/2010 0:00,28.644
Micronesia,1/01/2011 0:00,28.107
Micronesia,1/01/2012 0:00,26.785
Moldova,1/01/1995 0:00,79.478
Moldova,1/01/1996 0:00,87.486
Moldova,1/01/1997 0:00,89.047
Moldova,1/01/1998 0:00,159.417
Moldova,1/01/1999 0:00,150.739
Moldova,1/01/2000 0:00,85.098
Moldova,1/01/2001 0:00,74.613
Moldova,1/01/2002 0:00,69.159
Moldova,1/01/2003 0:00,57.948
Moldova,1/01/2004 0:00,43.647
Moldova,1/01/2005 0:00,35.928
Moldova,1/01/2006 0:00,30.904
Moldova,1/01/2007 0:00,24.609
Moldova,1/01/2008 0:00,19.257
Moldova,1/01/2009 0:00,29.125
Moldova,1/01/2010 0:00,26.852
Moldova,1/01/2011 0:00,24.149
Moldova,1/01/2012 0:00,24.538
Moldova,1/01/2013 0:00,24.393
Montenegro,1/01/2006 0:00,32.623
Montenegro,1/01/2007 0:00,27.503
Montenegro,1/01/2008 0:00,28.996
Montenegro,1/01/2009 0:00,38.249
Montenegro,1/01/2010 0:00,40.939
Montenegro,1/01/2011 0:00,45.983
Montenegro,1/01/2012 0:00,53.972
Montenegro,1/01/2013 0:00,56.837
Morocco,1/01/1994 0:00,87.965
Morocco,1/01/1995 0:00,92.479
Morocco,1/01/1996 0:00,83.293
Morocco,1/01/1997 0:00,86.16
Morocco,1/01/1998 0:00,72.937
Morocco,1/01/1999 0:00,71.848
Morocco,1/01/2000 0:00,73.674
Morocco,1/01/2001 0:00,68.411
Morocco,1/01/2002 0:00,67.148
Morocco,1/01/2003 0:00,64.381
Morocco,1/01/2004 0:00,61.676
Morocco,1/01/2005 0:00,64.561
Morocco,1/01/2006 0:00,59.378
Morocco,1/01/2007 0:00,54.626
Morocco,1/01/2008 0:00,48.227
Morocco,1/01/2009 0:00,47.959
Morocco,1/01/2010 0:00,51.298
Morocco,1/01/2011 0:00,54.385
Morocco,1/01/2012 0:00,60.154
Morocco,1/01/2013 0:00,61.911
Mozambique,1/01/1999 0:00,131.177
Mozambique,1/01/2000 0:00,131.874
Mozambique,1/01/2001 0:00,138.38
Mozambique,1/01/2002 0:00,89.702
Mozambique,1/01/2003 0:00,89.081
Mozambique,1/01/2004 0:00,70.684
Mozambique,1/01/2005 0:00,80.96
Mozambique,1/01/2006 0:00,53.613
Mozambique,1/01/2007 0:00,41.923
Mozambique,1/01/2008 0:00,42.143
Mozambique,1/01/2009 0:00,45.599
Mozambique,1/01/2010 0:00,45.809
Mozambique,1/01/2011 0:00,39.579
Mozambique,1/01/2012 0:00,41.923
Myanmar,1/01/1998 0:00,169.282
Myanmar,1/01/1999 0:00,125.133
Myanmar,1/01/2000 0:00,146.251
Myanmar,1/01/2001 0:00,215.574
Myanmar,1/01/2002 0:00,161.582
Myanmar,1/01/2003 0:00,123.872
Myanmar,1/01/2004 0:00,118.866
Myanmar,1/01/2005 0:00,110.179
Myanmar,1/01/2006 0:00,90.315
Myanmar,1/01/2007 0:00,62.315
Myanmar,1/01/2008 0:00,52.954
Myanmar,1/01/2009 0:00,54.961
Myanmar,1/01/2010 0:00,49.522
Myanmar,1/01/2011 0:00,49.161
Myanmar,1/01/2012 0:00,47.27
Namibia,1/01/1994 0:00,17.028
Namibia,1/01/1995 0:00,18.978
Namibia,1/01/1996 0:00,20.15
Namibia,1/01/1997 0:00,19.018
Namibia,1/01/1998 0:00,21.072
Namibia,1/01/1999 0:00,22.36
Namibia,1/01/2000 0:00,19.937
Namibia,1/01/2001 0:00,22.216
Namibia,1/01/2002 0:00,21.784
Namibia,1/01/2003 0:00,24.945
Namibia,1/01/2004 0:00,27.49
Namibia,1/01/2005 0:00,26.049
Namibia,1/01/2006 0:00,23.843
Namibia,1/01/2007 0:00,19.064
Namibia,1/01/2008 0:00,17.724
Namibia,1/01/2009 0:00,16.052
Nepal,1/01/2000 0:00,57.889
Nepal,1/01/2001 0:00,57.907
Nepal,1/01/2002 0:00,59.103
Nepal,1/01/2003 0:00,60.332
Nepal,1/01/2004 0:00,58.402
Nepal,1/01/2005 0:00,51.926
Nepal,1/01/2006 0:00,49.547
Nepal,1/01/2007 0:00,42.785
Nepal,1/01/2008 0:00,41.247
Nepal,1/01/2009 0:00,39.338
Nepal,1/01/2010 0:00,35.437
Nepal,1/01/2011 0:00,32.994
Nepal,1/01/2012 0:00,34.111
Netherlands,1/01/1995 0:00,76.1
Netherlands,1/01/1996 0:00,74.1
Netherlands,1/01/1997 0:00,68.2
Netherlands,1/01/1998 0:00,65.7
Netherlands,1/01/1999 0:00,61.1
Netherlands,1/01/2000 0:00,53.8
Netherlands,1/01/2001 0:00,50.7
Netherlands,1/01/2002 0:00,50.5
Netherlands,1/01/2003 0:00,52
Netherlands,1/01/2004 0:00,52.4
Netherlands,1/01/2005 0:00,51.822
Netherlands,1/01/2006 0:00,47.373
Netherlands,1/01/2007 0:00,45.295
Netherlands,1/01/2008 0:00,58.459
Netherlands,1/01/2009 0:00,60.758
Netherlands,1/01/2010 0:00,63.401
Netherlands,1/01/2011 0:00,65.716
Netherlands,1/01/2012 0:00,71.259
Netherlands,1/01/2013 0:00,74.909
New Zealand,1/01/1994 0:00,51.386
New Zealand,1/01/1995 0:00,45.577
New Zealand,1/01/1996 0:00,39.072
New Zealand,1/01/1997 0:00,36.302
New Zealand,1/01/1998 0:00,36.213
New Zealand,1/01/1999 0:00,33.57
New Zealand,1/01/2000 0:00,31.573
New Zealand,1/01/2001 0:00,29.553
New Zealand,1/01/2002 0:00,27.698
New Zealand,1/01/2003 0:00,25.9
New Zealand,1/01/2004 0:00,23.572
New Zealand,1/01/2005 0:00,21.755
New Zealand,1/01/2006 0:00,19.306
New Zealand,1/01/2007 0:00,17.18
New Zealand,1/01/2008 0:00,20.119
New Zealand,1/01/2009 0:00,25.731
New Zealand,1/01/2010 0:00,31.937
New Zealand,1/01/2011 0:00,36.975
New Zealand,1/01/2012 0:00,37.487
New Zealand,1/01/2013 0:00,35.916
Nicaragua,1/01/1997 0:00,121.777
Nicaragua,1/01/1998 0:00,121.87
Nicaragua,1/01/1999 0:00,140.694
Nicaragua,1/01/2000 0:00,134.201
Nicaragua,1/01/2001 0:00,123.287
Nicaragua,1/01/2002 0:00,155.576
Nicaragua,1/01/2003 0:00,154.385
Nicaragua,1/01/2004 0:00,118.455
Nicaragua,1/01/2005 0:00,93.876
Nicaragua,1/01/2006 0:00,73.513
Nicaragua,1/01/2007 0:00,50.342
Nicaragua,1/01/2008 0:00,46.953
Nicaragua,1/01/2009 0:00,50.205
Nicaragua,1/01/2010 0:00,50.096
Nicaragua,1/01/2011 0:00,45.425
Nicaragua,1/01/2012 0:00,43.189
Niger,1/01/1995 0:00,116.43
Niger,1/01/1996 0:00,104.017
Niger,1/01/1997 0:00,117.136
Niger,1/01/1998 0:00,105.016
Niger,1/01/1999 0:00,107.504
Niger,1/01/2000 0:00,114.018
Niger,1/01/2001 0:00,109.289
Niger,1/01/2002 0:00,114.122
Niger,1/01/2003 0:00,89.743
Niger,1/01/2004 0:00,75.579
Niger,1/01/2005 0:00,66.321
Niger,1/01/2006 0:00,27.143
Niger,1/01/2007 0:00,25.148
Niger,1/01/2008 0:00,21.149
Niger,1/01/2009 0:00,27.737
Niger,1/01/2010 0:00,23.923
Niger,1/01/2011 0:00,27.383
Nigeria,1/01/2000 0:00,84.221
Nigeria,1/01/2001 0:00,87.971
Nigeria,1/01/2002 0:00,68.783
Nigeria,1/01/2003 0:00,63.862
Nigeria,1/01/2004 0:00,52.657
Nigeria,1/01/2005 0:00,28.605
Nigeria,1/01/2006 0:00,11.808
Nigeria,1/01/2007 0:00,12.789
Nigeria,1/01/2008 0:00,11.582
Nigeria,1/01/2009 0:00,15.174
Nigeria,1/01/2010 0:00,15.463
Nigeria,1/01/2011 0:00,17.16
Nigeria,1/01/2012 0:00,18.39
Norway,1/01/1994 0:00,50.733
Norway,1/01/1995 0:00,32.793
Norway,1/01/1996 0:00,29.053
Norway,1/01/1997 0:00,25.841
Norway,1/01/1998 0:00,23.464
Norway,1/01/1999 0:00,25.118
Norway,1/01/2000 0:00,28.484
Norway,1/01/2001 0:00,27.543
Norway,1/01/2002 0:00,34.422
Norway,1/01/2003 0:00,43.374
Norway,1/01/2004 0:00,44.514
Norway,1/01/2005 0:00,43.095
Norway,1/01/2006 0:00,53.704
Norway,1/01/2007 0:00,50.491
Norway,1/01/2008 0:00,48.605
Norway,1/01/2009 0:00,43.263
Norway,1/01/2010 0:00,43.267
Norway,1/01/2011 0:00,28.953
Norway,1/01/2012 0:00,29.516
Oman,1/01/1994 0:00,30.678
Oman,1/01/1995 0:00,28.532
Oman,1/01/1996 0:00,27.58
Oman,1/01/1997 0:00,27.133
Oman,1/01/1998 0:00,38.573
Oman,1/01/1999 0:00,33.738
Oman,1/01/2000 0:00,25.376
Oman,1/01/2001 0:00,24.383
Oman,1/01/2002 0:00,18.146
Oman,1/01/2003 0:00,16.658
Oman,1/01/2004 0:00,15.474
Oman,1/01/2005 0:00,9.637
Oman,1/01/2006 0:00,8.749
Oman,1/01/2007 0:00,6.912
Oman,1/01/2008 0:00,4.723
Oman,1/01/2009 0:00,6.672
Oman,1/01/2010 0:00,5.519
Oman,1/01/2011 0:00,5.456
Pakistan,1/01/1994 0:00,72.96
Pakistan,1/01/1995 0:00,68.039
Pakistan,1/01/1996 0:00,68.021
Pakistan,1/01/1997 0:00,68.804
Pakistan,1/01/1998 0:00,69.362
Pakistan,1/01/1999 0:00,75.212
Pakistan,1/01/2000 0:00,76.963
Pakistan,1/01/2001 0:00,78.953
Pakistan,1/01/2002 0:00,73.568
Pakistan,1/01/2003 0:00,68.164
Pakistan,1/01/2004 0:00,61.535
Pakistan,1/01/2005 0:00,58.921
Pakistan,1/01/2006 0:00,54.395
Pakistan,1/01/2007 0:00,52.586
Pakistan,1/01/2008 0:00,57.925
Pakistan,1/01/2009 0:00,59.129
Pakistan,1/01/2010 0:00,61.464
Pakistan,1/01/2011 0:00,59.499
Pakistan,1/01/2012 0:00,63.82
Pakistan,1/01/2013 0:00,63.091
Panama,1/01/1994 0:00,87.479
Panama,1/01/1995 0:00,85.586
Panama,1/01/1996 0:00,72.597
Panama,1/01/1997 0:00,67.121
Panama,1/01/1998 0:00,64.828
Panama,1/01/1999 0:00,61.496
Panama,1/01/2000 0:00,59.753
Panama,1/01/2001 0:00,64.477
Panama,1/01/2002 0:00,63.539
Panama,1/01/2003 0:00,62.976
Panama,1/01/2004 0:00,65.545
Panama,1/01/2005 0:00,66.158
Panama,1/01/2006 0:00,61.04
Panama,1/01/2007 0:00,52.9
Panama,1/01/2008 0:00,45.377
Panama,1/01/2009 0:00,45.44
Panama,1/01/2010 0:00,44.092
Panama,1/01/2011 0:00,43.786
Panama,1/01/2012 0:00,42.615
Papua New Guinea,1/01/1994 0:00,59.735
Papua New Guinea,1/01/1995 0:00,54.516
Papua New Guinea,1/01/1996 0:00,56.351
Papua New Guinea,1/01/1997 0:00,65.479
Papua New Guinea,1/01/1998 0:00,68.18
Papua New Guinea,1/01/1999 0:00,62.257
Papua New Guinea,1/01/2000 0:00,63.115
Papua New Guinea,1/01/2001 0:00,71.063
Papua New Guinea,1/01/2002 0:00,70.362
Papua New Guinea,1/01/2003 0:00,60.263
Papua New Guinea,1/01/2004 0:00,56.416
Papua New Guinea,1/01/2005 0:00,48.053
Papua New Guinea,1/01/2006 0:00,39.639
Papua New Guinea,1/01/2007 0:00,33.668
Papua New Guinea,1/01/2008 0:00,31.65
Papua New Guinea,1/01/2009 0:00,31.333
Papua New Guinea,1/01/2010 0:00,25.303
Papua New Guinea,1/01/2011 0:00,22.281
Papua New Guinea,1/01/2012 0:00,26.727
Paraguay,1/01/1994 0:00,18.691
Paraguay,1/01/1995 0:00,17.557
Paraguay,1/01/1996 0:00,16.791
Paraguay,1/01/1997 0:00,17.963
Paraguay,1/01/1998 0:00,22.717
Paraguay,1/01/1999 0:00,34.096
Paraguay,1/01/2000 0:00,35.26
Paraguay,1/01/2001 0:00,42.69
Paraguay,1/01/2002 0:00,59.31
Paraguay,1/01/2003 0:00,45.083
Paraguay,1/01/2004 0:00,39.314
Paraguay,1/01/2005 0:00,32.53
Paraguay,1/01/2006 0:00,24.221
Paraguay,1/01/2007 0:00,19.386
Paraguay,1/01/2008 0:00,19.046
Paraguay,1/01/2009 0:00,18.074
Paraguay,1/01/2010 0:00,15.321
Paraguay,1/01/2011 0:00,12.445
Paraguay,1/01/2012 0:00,12.602
Peru,1/01/2000 0:00,42.429
Peru,1/01/2001 0:00,41.469
Peru,1/01/2002 0:00,43.207
Peru,1/01/2003 0:00,47.106
Peru,1/01/2004 0:00,44.339
Peru,1/01/2005 0:00,37.737
Peru,1/01/2006 0:00,33.097
Peru,1/01/2007 0:00,30.366
Peru,1/01/2008 0:00,26.805
Peru,1/01/2009 0:00,27.13
Peru,1/01/2010 0:00,24.378
Peru,1/01/2011 0:00,22.431
Peru,1/01/2012 0:00,20.493
Philippines,1/01/1994 0:00,65.534
Philippines,1/01/1995 0:00,62.718
Philippines,1/01/1996 0:00,54.727
Philippines,1/01/1997 0:00,58.682
Philippines,1/01/1998 0:00,51.058
Philippines,1/01/1999 0:00,53.583
Philippines,1/01/2000 0:00,58.774
Philippines,1/01/2001 0:00,58.831
Philippines,1/01/2002 0:00,63.256
Philippines,1/01/2003 0:00,68.036
Philippines,1/01/2004 0:00,65.804
Philippines,1/01/2005 0:00,59.169
Philippines,1/01/2006 0:00,51.582
Philippines,1/01/2007 0:00,44.64
Philippines,1/01/2008 0:00,44.167
Philippines,1/01/2009 0:00,44.343
Philippines,1/01/2010 0:00,43.462
Philippines,1/01/2011 0:00,41.421
Philippines,1/01/2012 0:00,40.595
Philippines,1/01/2013 0:00,38.272
Poland,1/01/1995 0:00,48.989
Poland,1/01/1996 0:00,43.39
Poland,1/01/1997 0:00,42.926
Poland,1/01/1998 0:00,38.889
Poland,1/01/1999 0:00,39.567
Poland,1/01/2000 0:00,36.787
Poland,1/01/2001 0:00,37.562
Poland,1/01/2002 0:00,42.16
Poland,1/01/2003 0:00,47.053
Poland,1/01/2004 0:00,45.686
Poland,1/01/2005 0:00,47.088
Poland,1/01/2006 0:00,47.738
Poland,1/01/2007 0:00,44.986
Poland,1/01/2008 0:00,47.106
Poland,1/01/2009 0:00,50.88
Poland,1/01/2010 0:00,54.838
Poland,1/01/2011 0:00,56.218
Poland,1/01/2012 0:00,55.59
Poland,1/01/2013 0:00,57.476
Portugal,1/01/1994 0:00,57.393
Portugal,1/01/1995 0:00,59.097
Portugal,1/01/1996 0:00,58.208
Portugal,1/01/1997 0:00,54.341
Portugal,1/01/1998 0:00,50.272
Portugal,1/01/1999 0:00,49.432
Portugal,1/01/2000 0:00,48.359
Portugal,1/01/2001 0:00,51.068
Portugal,1/01/2002 0:00,53.68
Portugal,1/01/2003 0:00,55.7
Portugal,1/01/2004 0:00,57.459
Portugal,1/01/2005 0:00,62.533
Portugal,1/01/2006 0:00,63.685
Portugal,1/01/2007 0:00,68.384
Portugal,1/01/2008 0:00,71.694
Portugal,1/01/2009 0:00,83.698
Portugal,1/01/2010 0:00,93.992
Portugal,1/01/2011 0:00,108.248
Portugal,1/01/2012 0:00,124.067
Qatar,1/01/1994 0:00,43.052
Qatar,1/01/1995 0:00,41.159
Qatar,1/01/1996 0:00,46.664
Qatar,1/01/1997 0:00,49.156
Qatar,1/01/1998 0:00,60.228
Qatar,1/01/1999 0:00,67.131
Qatar,1/01/2000 0:00,52.707
Qatar,1/01/2001 0:00,57.589
Qatar,1/01/2002 0:00,45.161
Qatar,1/01/2003 0:00,35.956
Qatar,1/01/2004 0:00,26.376
Qatar,1/01/2005 0:00,17.559
Qatar,1/01/2006 0:00,12.467
Qatar,1/01/2007 0:00,8.032
Qatar,1/01/2008 0:00,10.303
Qatar,1/01/2009 0:00,33.624
