Country,Year,GC.DOD.TOTL.GD.ZS
Dominica,1/01/2003 0:00,96.6
Dominica,1/01/2004 0:00,87.89
Dominica,1/01/2005 0:00,83.798
Dominica,1/01/2006 0:00,78.991
Dominica,1/01/2007 0:00,72.986
Dominica,1/01/2008 0:00,65.231
Dominica,1/01/2009 0:00,64.16
Dominica,1/01/2010 0:00,68.792
Dominica,1/01/2011 0:00,69.662
Dominica,1/01/2012 0:00,73.312
Dominica,1/01/2013 0:00,74.956
Dominican Republic,1/01/1997 0:00,14.148
Dominican Republic,1/01/1998 0:00,13.562
Dominican Republic,1/01/1999 0:00,16.292
Dominican Republic,1/01/2000 0:00,16.923
Dominican Republic,1/01/2001 0:00,16.641
Dominican Republic,1/01/2002 0:00,17.65
Dominican Republic,1/01/2003 0:00,36.306
Dominican Republic,1/01/2004 0:00,24.052
Dominican Republic,1/01/2005 0:00,22.71
Dominican Republic,1/01/2006 0:00,20.732
Dominican Republic,1/01/2007 0:00,18.688
Dominican Republic,1/01/2008 0:00,20.608
Dominican Republic,1/01/2009 0:00,23.416
Dominican Republic,1/01/2010 0:00,24.667
Dominican Republic,1/01/2011 0:00,26.326
Dominican Republic,1/01/2012 0:00,30.189
Dominican Republic,1/01/2013 0:00,33.76
Ecuador,1/01/2001 0:00,61.956
Ecuador,1/01/2002 0:00,52.521
Ecuador,1/01/2003 0:00,44.871
Ecuador,1/01/2004 0:00,39.756
Ecuador,1/01/2005 0:00,35.022
Ecuador,1/01/2006 0:00,28.829
Ecuador,1/01/2007 0:00,27.197
Ecuador,1/01/2008 0:00,22.237
Ecuador,1/01/2009 0:00,16.37
Ecuador,1/01/2010 0:00,19.174
Ecuador,1/01/2011 0:00,18.252
Ecuador,1/01/2012 0:00,21.316
Egypt,1/01/2002 0:00,90.191
Egypt,1/01/2003 0:00,102.093
Egypt,1/01/2004 0:00,101.48
Egypt,1/01/2005 0:00,103.321
Egypt,1/01/2006 0:00,90.347
Egypt,1/01/2007 0:00,80.193
Egypt,1/01/2008 0:00,70.197
Egypt,1/01/2009 0:00,73.025
Egypt,1/01/2010 0:00,73.172
Egypt,1/01/2011 0:00,76.639
Egypt,1/01/2012 0:00,78.898
Egypt,1/01/2013 0:00,89.179
El Salvador,1/01/1994 0:00,32.563
El Salvador,1/01/1995 0:00,28.147
El Salvador,1/01/1996 0:00,28.652
El Salvador,1/01/1997 0:00,27.378
El Salvador,1/01/1998 0:00,24.469
El Salvador,1/01/1999 0:00,25.344
El Salvador,1/01/2000 0:00,26.516
El Salvador,1/01/2001 0:00,32.429
El Salvador,1/01/2002 0:00,37.458
El Salvador,1/01/2003 0:00,39.143
El Salvador,1/01/2004 0:00,39.406
El Salvador,1/01/2005 0:00,38.549
El Salvador,1/01/2006 0:00,39.099
El Salvador,1/01/2007 0:00,38.031
El Salvador,1/01/2008 0:00,39.253
El Salvador,1/01/2009 0:00,48.214
El Salvador,1/01/2010 0:00,49.664
El Salvador,1/01/2011 0:00,49.964
El Salvador,1/01/2012 0:00,55.087
El Salvador,1/01/2013 0:00,54.89
Equatorial Guinea,1/01/1994 0:00,210.084
Equatorial Guinea,1/01/1995 0:00,133.142
Equatorial Guinea,1/01/1996 0:00,88.699
Equatorial Guinea,1/01/1997 0:00,45
Equatorial Guinea,1/01/1998 0:00,57.618
Equatorial Guinea,1/01/1999 0:00,58.829
Equatorial Guinea,1/01/2000 0:00,33.131
Equatorial Guinea,1/01/2001 0:00,23.28
Equatorial Guinea,1/01/2002 0:00,20.04
Equatorial Guinea,1/01/2003 0:00,10.035
Equatorial Guinea,1/01/2004 0:00,5.94
Equatorial Guinea,1/01/2005 0:00,2.878
Equatorial Guinea,1/01/2006 0:00,1.569
Equatorial Guinea,1/01/2007 0:00,1.013
Equatorial Guinea,1/01/2008 0:00,0.577
Equatorial Guinea,1/01/2009 0:00,7.177
Equatorial Guinea,1/01/2010 0:00,10.841
Equatorial Guinea,1/01/2011 0:00,7.751
Equatorial Guinea,1/01/2012 0:00,9.948
Eritrea,1/01/2000 0:00,159.379
Eritrea,1/01/2001 0:00,173.538
Eritrea,1/01/2002 0:00,177.082
Eritrea,1/01/2003 0:00,192.03
Eritrea,1/01/2004 0:00,140.765
Eritrea,1/01/2005 0:00,156.215
Eritrea,1/01/2006 0:00,151.644
Eritrea,1/01/2007 0:00,156.656
Eritrea,1/01/2008 0:00,174.915
Estonia,1/01/1995 0:00,8.957
Estonia,1/01/1996 0:00,7.386
Estonia,1/01/1997 0:00,6.156
Estonia,1/01/1998 0:00,5.471
Estonia,1/01/1999 0:00,5.986
Estonia,1/01/2000 0:00,5.124
Estonia,1/01/2001 0:00,4.784
Estonia,1/01/2002 0:00,5.729
Estonia,1/01/2003 0:00,5.617
Estonia,1/01/2004 0:00,5.025
Estonia,1/01/2005 0:00,4.572
Estonia,1/01/2006 0:00,4.411
Estonia,1/01/2007 0:00,3.685
Estonia,1/01/2008 0:00,4.542
Estonia,1/01/2009 0:00,7.096
Estonia,1/01/2010 0:00,6.692
Estonia,1/01/2011 0:00,6.143
Estonia,1/01/2012 0:00,9.831
Estonia,1/01/2013 0:00,11.349
Ethiopia,1/01/1994 0:00,158.484
Ethiopia,1/01/1995 0:00,149.715
Ethiopia,1/01/1996 0:00,135.64
Ethiopia,1/01/1997 0:00,81.444
Ethiopia,1/01/1998 0:00,90.466
Ethiopia,1/01/1999 0:00,99.138
Ethiopia,1/01/2000 0:00,98.483
Ethiopia,1/01/2001 0:00,100.485
Ethiopia,1/01/2002 0:00,116.954
Ethiopia,1/01/2003 0:00,116.494
Ethiopia,1/01/2004 0:00,106.621
Ethiopia,1/01/2005 0:00,76.741
Ethiopia,1/01/2006 0:00,39.369
Ethiopia,1/01/2007 0:00,37.209
Ethiopia,1/01/2008 0:00,30.771
Ethiopia,1/01/2009 0:00,25.345
Ethiopia,1/01/2010 0:00,27.92
Ethiopia,1/01/2011 0:00,26.193
Ethiopia,1/01/2012 0:00,21.241
Ethiopia,1/01/2013 0:00,22.166
Fiji,1/01/1994 0:00,36.988
Fiji,1/01/1995 0:00,36.032
Fiji,1/01/1996 0:00,53.698
Fiji,1/01/1997 0:00,58.323
Fiji,1/01/1998 0:00,40.059
Fiji,1/01/1999 0:00,37.084
Fiji,1/01/2000 0:00,40.282
Fiji,1/01/2001 0:00,44.794
Fiji,1/01/2002 0:00,47.371
Fiji,1/01/2003 0:00,49.021
Fiji,1/01/2004 0:00,48.657
Fiji,1/01/2005 0:00,49.089
Fiji,1/01/2006 0:00,55.102
Fiji,1/01/2007 0:00,51.387
Fiji,1/01/2008 0:00,51.43
Fiji,1/01/2009 0:00,55.797
Fiji,1/01/2010 0:00,56.158
Fiji,1/01/2011 0:00,54.544
Finland,1/01/1994 0:00,56.532
Finland,1/01/1995 0:00,55.518
Finland,1/01/1996 0:00,55.723
Finland,1/01/1997 0:00,52.854
Finland,1/01/1998 0:00,47.619
Finland,1/01/1999 0:00,45.664
Finland,1/01/2000 0:00,43.793
Finland,1/01/2001 0:00,42.46
Finland,1/01/2002 0:00,41.468
Finland,1/01/2003 0:00,44.511
Finland,1/01/2004 0:00,44.387
Finland,1/01/2005 0:00,41.703
Finland,1/01/2006 0:00,39.632
Finland,1/01/2007 0:00,35.158
Finland,1/01/2008 0:00,33.939
Finland,1/01/2009 0:00,43.522
Finland,1/01/2010 0:00,48.664
Finland,1/01/2011 0:00,49.193
Finland,1/01/2012 0:00,53.616
France,1/01/1994 0:00,49.228
France,1/01/1995 0:00,55.41
France,1/01/1996 0:00,58.03
France,1/01/1997 0:00,59.399
France,1/01/1998 0:00,59.541
France,1/01/1999 0:00,58.851
France,1/01/2000 0:00,57.405
France,1/01/2001 0:00,56.942
France,1/01/2002 0:00,59.108
France,1/01/2003 0:00,63.285
France,1/01/2004 0:00,65.204
France,1/01/2005 0:00,66.797
France,1/01/2006 0:00,64.078
France,1/01/2007 0:00,64.215
France,1/01/2008 0:00,68.208
France,1/01/2009 0:00,79.193
France,1/01/2010 0:00,82.356
France,1/01/2011 0:00,85.785
France,1/01/2012 0:00,90.233
Gabon,1/01/1994 0:00,68.757
Gabon,1/01/1995 0:00,70.777
Gabon,1/01/1996 0:00,62.277
Gabon,1/01/1997 0:00,55.032
Gabon,1/01/1998 0:00,84.502
Gabon,1/01/1999 0:00,70.513
Gabon,1/01/2000 0:00,69.945
Gabon,1/01/2001 0:00,78.129
Gabon,1/01/2002 0:00,78.319
Gabon,1/01/2003 0:00,67.919
Gabon,1/01/2004 0:00,58.463
Gabon,1/01/2005 0:00,48.113
Gabon,1/01/2006 0:00,38.063
Gabon,1/01/2007 0:00,39.471
Gabon,1/01/2008 0:00,16.739
Gabon,1/01/2009 0:00,23.322
Gabon,1/01/2010 0:00,20.212
Gabon,1/01/2011 0:00,17.274
Gabon,1/01/2012 0:00,18.524
Gabon,1/01/2013 0:00,22.871
Gambia,1/01/2000 0:00,121.737
Gambia,1/01/2001 0:00,125.027
Gambia,1/01/2002 0:00,156.014
Gambia,1/01/2003 0:00,152.399
Gambia,1/01/2004 0:00,135.12
Gambia,1/01/2005 0:00,135.995
Gambia,1/01/2006 0:00,140.551
Gambia,1/01/2007 0:00,60.909
Gambia,1/01/2008 0:00,63.922
Gambia,1/01/2009 0:00,62.583
Gambia,1/01/2010 0:00,69.639
Gambia,1/01/2011 0:00,77.274
Gambia,1/01/2012 0:00,77.175
Gambia,1/01/2013 0:00,82.094
Georgia,1/01/2004 0:00,43.618
Georgia,1/01/2005 0:00,34.112
Georgia,1/01/2006 0:00,27.133
Georgia,1/01/2007 0:00,21.568
Georgia,1/01/2008 0:00,27.582
Georgia,1/01/2009 0:00,37.295
Georgia,1/01/2010 0:00,39.163
Georgia,1/01/2011 0:00,33.751
Georgia,1/01/2012 0:00,32.262
Georgia,1/01/2013 0:00,31.789
Germany,1/01/1994 0:00,47.968
Germany,1/01/1995 0:00,55.597
Germany,1/01/1996 0:00,58.467
Germany,1/01/1997 0:00,59.754
Germany,1/01/1998 0:00,60.491
Germany,1/01/1999 0:00,61.257
Germany,1/01/2000 0:00,60.183
Germany,1/01/2001 0:00,59.144
Germany,1/01/2002 0:00,60.75
Germany,1/01/2003 0:00,64.438
Germany,1/01/2004 0:00,66.225
Germany,1/01/2005 0:00,68.552
Germany,1/01/2006 0:00,68.021
Germany,1/01/2007 0:00,65.215
Germany,1/01/2008 0:00,66.812
Germany,1/01/2009 0:00,74.547
Germany,1/01/2010 0:00,82.457
Germany,1/01/2011 0:00,79.958
Germany,1/01/2012 0:00,81.015
Germany,1/01/2013 0:00,78.063
Ghana,1/01/1994 0:00,86.467
Ghana,1/01/1995 0:00,95.147
Ghana,1/01/1996 0:00,78.419
Ghana,1/01/1997 0:00,75.338
Ghana,1/01/1998 0:00,66.443
Ghana,1/01/1999 0:00,86.689
Ghana,1/01/2000 0:00,123.346
Ghana,1/01/2001 0:00,101.504
Ghana,1/01/2002 0:00,86.66
Ghana,1/01/2003 0:00,82.813
Ghana,1/01/2004 0:00,57.426
Ghana,1/01/2005 0:00,48.16
Ghana,1/01/2006 0:00,26.217
Ghana,1/01/2007 0:00,31.044
Ghana,1/01/2008 0:00,33.593
Ghana,1/01/2009 0:00,36.22
Ghana,1/01/2010 0:00,46.258
Ghana,1/01/2011 0:00,43.748
Greece,1/01/1994 0:00,98.512
Greece,1/01/1995 0:00,97.008
Greece,1/01/1996 0:00,99.386
Greece,1/01/1997 0:00,96.602
Greece,1/01/1998 0:00,94.532
Greece,1/01/1999 0:00,93.998
Greece,1/01/2000 0:00,103.441
Greece,1/01/2001 0:00,103.716
Greece,1/01/2002 0:00,101.66
Greece,1/01/2003 0:00,97.444
Greece,1/01/2004 0:00,98.862
Greece,1/01/2005 0:00,101.228
Greece,1/01/2006 0:00,107.469
Greece,1/01/2007 0:00,107.232
Greece,1/01/2008 0:00,112.902
Greece,1/01/2009 0:00,129.688
Greece,1/01/2010 0:00,148.329
Greece,1/01/2011 0:00,170.32
Greece,1/01/2012 0:00,157.188
Grenada,1/01/1996 0:00,44.59
Grenada,1/01/1997 0:00,41.804
Grenada,1/01/1998 0:00,40.375
Grenada,1/01/1999 0:00,34.518
Grenada,1/01/2000 0:00,41.626
Grenada,1/01/2001 0:00,44.608
Grenada,1/01/2002 0:00,79.09
Grenada,1/01/2003 0:00,79.562
Grenada,1/01/2004 0:00,94.694
Grenada,1/01/2005 0:00,87.742
Grenada,1/01/2006 0:00,93.394
Grenada,1/01/2007 0:00,90.001
Grenada,1/01/2008 0:00,86.901
Grenada,1/01/2009 0:00,94.982
Grenada,1/01/2010 0:00,100.922
Grenada,1/01/2011 0:00,106.528
Grenada,1/01/2012 0:00,108.526
Grenada,1/01/2013 0:00,115.047
Guatemala,1/01/2000 0:00,19.015
Guatemala,1/01/2001 0:00,20.187
Guatemala,1/01/2002 0:00,18.35
Guatemala,1/01/2003 0:00,20.892
Guatemala,1/01/2004 0:00,21.425
Guatemala,1/01/2005 0:00,20.757
Guatemala,1/01/2006 0:00,21.651
Guatemala,1/01/2007 0:00,21.34
Guatemala,1/01/2008 0:00,20.126
Guatemala,1/01/2009 0:00,22.918
Guatemala,1/01/2010 0:00,24.099
Guatemala,1/01/2011 0:00,23.662
Guatemala,1/01/2012 0:00,24.391
Guinea,1/01/1994 0:00,99.175
Guinea,1/01/1995 0:00,92.571
Guinea,1/01/1996 0:00,92.986
Guinea,1/01/1997 0:00,93.483
Guinea,1/01/1998 0:00,105.865
Guinea,1/01/1999 0:00,127.874
Guinea,1/01/2000 0:00,118.726
Guinea,1/01/2001 0:00,113.42
Guinea,1/01/2002 0:00,103.55
Guinea,1/01/2003 0:00,112.64
Guinea,1/01/2004 0:00,119.755
Guinea,1/01/2005 0:00,150.231
Guinea,1/01/2006 0:00,137.071
Guinea,1/01/2007 0:00,92.383
Guinea,1/01/2008 0:00,90.158
Guinea,1/01/2009 0:00,89.325
Guinea,1/01/2010 0:00,99.638
Guinea,1/01/2011 0:00,77.77
Guinea-Bissau,1/01/2000 0:00,234.149
Guinea-Bissau,1/01/2001 0:00,219.315
Guinea-Bissau,1/01/2002 0:00,225.539
Guinea-Bissau,1/01/2003 0:00,217.611
Guinea-Bissau,1/01/2004 0:00,224.131
Guinea-Bissau,1/01/2005 0:00,227.341
Guinea-Bissau,1/01/2006 0:00,208.739
Guinea-Bissau,1/01/2007 0:00,178.557
Guinea-Bissau,1/01/2008 0:00,167.519
Guinea-Bissau,1/01/2009 0:00,157.887
Guinea-Bissau,1/01/2010 0:00,53.967
Guinea-Bissau,1/01/2011 0:00,49.722
Guyana,1/01/1997 0:00,130.208
Guyana,1/01/1998 0:00,135.74
Guyana,1/01/1999 0:00,121.065
Guyana,1/01/2000 0:00,120.19
Guyana,1/01/2001 0:00,129.66
Guyana,1/01/2002 0:00,133.745
Guyana,1/01/2003 0:00,121.251
Guyana,1/01/2004 0:00,118.644
Guyana,1/01/2005 0:00,116.075
Guyana,1/01/2006 0:00,94.157
Guyana,1/01/2007 0:00,59.885
Guyana,1/01/2008 0:00,61.648
Guyana,1/01/2009 0:00,64.814
Guyana,1/01/2010 0:00,65.185
Guyana,1/01/2011 0:00,65.068
Guyana,1/01/2012 0:00,64.273
Haiti,1/01/1997 0:00,43.94
Haiti,1/01/1998 0:00,40.53
Haiti,1/01/1999 0:00,39.916
Haiti,1/01/2000 0:00,55.484
Haiti,1/01/2001 0:00,49.598
Haiti,1/01/2002 0:00,54.41
Haiti,1/01/2003 0:00,60.908
Haiti,1/01/2004 0:00,49.954
Haiti,1/01/2005 0:00,47.194
Haiti,1/01/2006 0:00,58.98
Haiti,1/01/2007 0:00,34.781
Haiti,1/01/2008 0:00,38.274
Haiti,1/01/2009 0:00,28.015
Haiti,1/01/2010 0:00,17.52
Haiti,1/01/2011 0:00,11.97
Haiti,1/01/2012 0:00,16.383
Haiti,1/01/2013 0:00,21.318
Honduras,1/01/2000 0:00,68.47
Honduras,1/01/2001 0:00,65.641
Honduras,1/01/2002 0:00,66.479
Honduras,1/01/2003 0:00,70.122
Honduras,1/01/2004 0:00,63.03
Honduras,1/01/2005 0:00,57.225
Honduras,1/01/2006 0:00,40.343
Honduras,1/01/2007 0:00,24.721
Honduras,1/01/2008 0:00,22.973
Honduras,1/01/2009 0:00,24.666
Honduras,1/01/2010 0:00,29.815
Honduras,1/01/2011 0:00,32.079
Honduras,1/01/2012 0:00,34.387
Hungary,1/01/1997 0:00,61.71
Hungary,1/01/1998 0:00,59.847
Hungary,1/01/1999 0:00,60.89
Hungary,1/01/2000 0:00,55.695
Hungary,1/01/2001 0:00,52.589
Hungary,1/01/2002 0:00,55.726
Hungary,1/01/2003 0:00,58.51
Hungary,1/01/2004 0:00,59.439
Hungary,1/01/2005 0:00,61.687
Hungary,1/01/2006 0:00,65.909
Hungary,1/01/2007 0:00,67.049
Hungary,1/01/2008 0:00,72.977
Hungary,1/01/2009 0:00,79.793
Hungary,1/01/2010 0:00,82.13
Hungary,1/01/2011 0:00,82.107
Hungary,1/01/2012 0:00,79.839
Iceland,1/01/1994 0:00,55.662
Iceland,1/01/1995 0:00,58.943
Iceland,1/01/1996 0:00,56.296
Iceland,1/01/1997 0:00,53.076
Iceland,1/01/1998 0:00,47.859
Iceland,1/01/1999 0:00,43.409
Iceland,1/01/2000 0:00,41.038
Iceland,1/01/2001 0:00,45.886
Iceland,1/01/2002 0:00,42.069
Iceland,1/01/2003 0:00,40.823
Iceland,1/01/2004 0:00,34.407
Iceland,1/01/2005 0:00,25.415
Iceland,1/01/2006 0:00,30.128
Iceland,1/01/2007 0:00,28.542
Iceland,1/01/2008 0:00,70.411
Iceland,1/01/2009 0:00,87.999
Iceland,1/01/2010 0:00,90.579
Iceland,1/01/2011 0:00,100.866
Iceland,1/01/2012 0:00,97.216
Iceland,1/01/2013 0:00,90.204
India,1/01/1994 0:00,73.464
India,1/01/1995 0:00,69.654
India,1/01/1996 0:00,65.977
India,1/01/1997 0:00,67.818
India,1/01/1998 0:00,68.09
India,1/01/1999 0:00,70.039
India,1/01/2000 0:00,73.649
India,1/01/2001 0:00,78.728
India,1/01/2002 0:00,82.85
India,1/01/2003 0:00,84.243
India,1/01/2004 0:00,83.289
India,1/01/2005 0:00,80.894
India,1/01/2006 0:00,77.108
India,1/01/2007 0:00,74.025
India,1/01/2008 0:00,74.536
India,1/01/2009 0:00,72.527
India,1/01/2010 0:00,67.458
India,1/01/2011 0:00,66.753
India,1/01/2012 0:00,66.619
India,1/01/2013 0:00,66.717
Indonesia,1/01/2000 0:00,95.1
Indonesia,1/01/2001 0:00,80.161
Indonesia,1/01/2002 0:00,67.802
Indonesia,1/01/2003 0:00,60.519
Indonesia,1/01/2004 0:00,55.826
Indonesia,1/01/2005 0:00,46.346
Indonesia,1/01/2006 0:00,38.989
Indonesia,1/01/2007 0:00,35.05
Indonesia,1/01/2008 0:00,33.238
Indonesia,1/01/2009 0:00,28.636
Indonesia,1/01/2010 0:00,26.086
Indonesia,1/01/2011 0:00,24.381
Indonesia,1/01/2012 0:00,24.032
Indonesia,1/01/2013 0:00,26.105
Iran,1/01/1996 0:00,16.43
Iran,1/01/1997 0:00,15.301
Iran,1/01/1998 0:00,17.478
Iran,1/01/1999 0:00,13.25
Iran,1/01/2000 0:00,12.208
Iran,1/01/2001 0:00,12.844
Iran,1/01/2002 0:00,24.141
Iran,1/01/2003 0:00,21.665
Iran,1/01/2004 0:00,18.002
Iran,1/01/2005 0:00,14.523
Iran,1/01/2006 0:00,13.241
Iran,1/01/2007 0:00,13.127
Iran,1/01/2008 0:00,10.217
Iran,1/01/2009 0:00,11.469
Iran,1/01/2010 0:00,13.476
Iran,1/01/2011 0:00,9.193
Iran,1/01/2012 0:00,11.779
Iraq,1/01/2004 0:00,334.853
Iraq,1/01/2005 0:00,220.376
Iraq,1/01/2006 0:00,152.004
Iraq,1/01/2007 0:00,116.095
Iraq,1/01/2008 0:00,72.613
Iraq,1/01/2009 0:00,83.965
Iraq,1/01/2010 0:00,51.032
Iraq,1/01/2011 0:00,39.117
Iraq,1/01/2012 0:00,33.464
Iraq,1/01/2013 0:00,31.338
Ireland,1/01/1994 0:00,89.773
Ireland,1/01/1995 0:00,80.075
Ireland,1/01/1996 0:00,71.275
Ireland,1/01/1997 0:00,62.778
Ireland,1/01/1998 0:00,54.125
Ireland,1/01/1999 0:00,47.668
Ireland,1/01/2000 0:00,37.006
Ireland,1/01/2001 0:00,34.482
Ireland,1/01/2002 0:00,31.779
Ireland,1/01/2003 0:00,30.971
Ireland,1/01/2004 0:00,29.366
Ireland,1/01/2005 0:00,27.213
Ireland,1/01/2006 0:00,24.604
Ireland,1/01/2007 0:00,24.861
Ireland,1/01/2008 0:00,44.163
Ireland,1/01/2009 0:00,64.42
Ireland,1/01/2010 0:00,91.187
Ireland,1/01/2011 0:00,104.075
Ireland,1/01/2012 0:00,117.398
Israel,1/01/2000 0:00,81.402
Israel,1/01/2001 0:00,85.969
Israel,1/01/2002 0:00,93.072
Israel,1/01/2003 0:00,95.567
Israel,1/01/2004 0:00,94.116
Israel,1/01/2005 0:00,90.626
Israel,1/01/2006 0:00,81.627
Israel,1/01/2007 0:00,74.622
Israel,1/01/2008 0:00,72.925
Israel,1/01/2009 0:00,75.269
Israel,1/01/2010 0:00,71.451
Israel,1/01/2011 0:00,69.706
Israel,1/01/2012 0:00,68.202
Italy,1/01/1994 0:00,121.249
Italy,1/01/1995 0:00,120.935
Italy,1/01/1996 0:00,120.25
Italy,1/01/1997 0:00,117.436
Italy,1/01/1998 0:00,114.328
Italy,1/01/1999 0:00,113.105
Italy,1/01/2000 0:00,108.581
Italy,1/01/2001 0:00,108.321
Italy,1/01/2002 0:00,105.355
Italy,1/01/2003 0:00,104.138
Italy,1/01/2004 0:00,103.712
Italy,1/01/2005 0:00,105.721
Italy,1/01/2006 0:00,106.346
Italy,1/01/2007 0:00,103.277
Italy,1/01/2008 0:00,106.085
Italy,1/01/2009 0:00,116.42
Italy,1/01/2010 0:00,119.288
Italy,1/01/2011 0:00,120.691
Italy,1/01/2012 0:00,126.969
Jamaica,1/01/1999 0:00,82.755
Jamaica,1/01/2000 0:00,91.809
Jamaica,1/01/2001 0:00,108.008
Jamaica,1/01/2002 0:00,118.402
Jamaica,1/01/2003 0:00,123.095
Jamaica,1/01/2004 0:00,119.895
Jamaica,1/01/2005 0:00,119.313
Jamaica,1/01/2006 0:00,117.136
Jamaica,1/01/2007 0:00,114.528
Jamaica,1/01/2008 0:00,127.01
Jamaica,1/01/2009 0:00,141.842
Jamaica,1/01/2010 0:00,143.499
Jamaica,1/01/2011 0:00,141.885
Jamaica,1/01/2012 0:00,146.889
Jamaica,1/01/2013 0:00,138.905
Japan,1/01/1994 0:00,86.218
Japan,1/01/1995 0:00,95.07
Japan,1/01/1996 0:00,102.294
Japan,1/01/1997 0:00,109.104
Japan,1/01/1998 0:00,121.632
Japan,1/01/1999 0:00,135.609
Japan,1/01/2000 0:00,143.778
Japan,1/01/2001 0:00,153.635
Japan,1/01/2002 0:00,163.992
Japan,1/01/2003 0:00,169.572
Japan,1/01/2004 0:00,180.657
Japan,1/01/2005 0:00,186.436
Japan,1/01/2006 0:00,185.997
Japan,1/01/2007 0:00,183.012
Japan,1/01/2008 0:00,191.812
Japan,1/01/2009 0:00,210.247
Japan,1/01/2010 0:00,215.952
Japan,1/01/2011 0:00,229.836
Japan,1/01/2012 0:00,237.345
Jordan,1/01/1994 0:00,126.287
Jordan,1/01/1995 0:00,114.938
Jordan,1/01/1996 0:00,113.829
Jordan,1/01/1997 0:00,106.646
Jordan,1/01/1998 0:00,109.708
Jordan,1/01/1999 0:00,108.013
Jordan,1/01/2000 0:00,100.479
Jordan,1/01/2001 0:00,96.478
Jordan,1/01/2002 0:00,99.719
Jordan,1/01/2003 0:00,99.644
Jordan,1/01/2004 0:00,91.823
Jordan,1/01/2005 0:00,84.308
Jordan,1/01/2006 0:00,76.33
Jordan,1/01/2007 0:00,73.77
Jordan,1/01/2008 0:00,60.244
Jordan,1/01/2009 0:00,64.775
Jordan,1/01/2010 0:00,67.113
Jordan,1/01/2011 0:00,70.728
Jordan,1/01/2012 0:00,80.173
Jordan,1/01/2013 0:00,87.749
Kazakhstan,1/01/2002 0:00,17.592
Kazakhstan,1/01/2003 0:00,14.962
Kazakhstan,1/01/2004 0:00,11.392
Kazakhstan,1/01/2005 0:00,8.099
Kazakhstan,1/01/2006 0:00,6.667
Kazakhstan,1/01/2007 0:00,5.874
Kazakhstan,1/01/2008 0:00,6.766
Kazakhstan,1/01/2009 0:00,10.227
Kazakhstan,1/01/2010 0:00,10.683
Kazakhstan,1/01/2011 0:00,10.408
Kazakhstan,1/01/2012 0:00,12.392
Kenya,1/01/1998 0:00,60.74
Kenya,1/01/1999 0:00,59.693
Kenya,1/01/2000 0:00,58.477
Kenya,1/01/2001 0:00,62.943
Kenya,1/01/2002 0:00,69.446
Kenya,1/01/2003 0:00,67.898
Kenya,1/01/2004 0:00,59.839
Kenya,1/01/2005 0:00,53.574
Kenya,1/01/2006 0:00,50.464
Kenya,1/01/2007 0:00,45.024
Kenya,1/01/2008 0:00,48.852
Kenya,1/01/2009 0:00,49.715
Kenya,1/01/2010 0:00,55.107
Kenya,1/01/2011 0:00,52.608
Kenya,1/01/2012 0:00,50.477
Kenya,1/01/2013 0:00,50.45
Korea South,1/01/1994 0:00,10.595
Korea South,1/01/1995 0:00,9.365
Korea South,1/01/1996 0:00,8.604
Korea South,1/01/1997 0:00,10.731
Korea South,1/01/1998 0:00,15.355
Korea South,1/01/1999 0:00,17.598
Korea South,1/01/2000 0:00,18.02
Korea South,1/01/2001 0:00,18.7
Korea South,1/01/2002 0:00,18.56
Korea South,1/01/2003 0:00,21.617
Korea South,1/01/2004 0:00,24.633
Korea South,1/01/2005 0:00,28.659
Korea South,1/01/2006 0:00,31.118
Korea South,1/01/2007 0:00,30.656
Korea South,1/01/2008 0:00,30.108
Korea South,1/01/2009 0:00,33.765
Korea South,1/01/2010 0:00,33.431
Korea South,1/01/2011 0:00,34.234
Korea South,1/01/2012 0:00,34.982
Kuwait,1/01/1994 0:00,114.334
Kuwait,1/01/1995 0:00,91.278
Kuwait,1/01/1996 0:00,59.108
Kuwait,1/01/1997 0:00,59.198
Kuwait,1/01/1998 0:00,59.498
Kuwait,1/01/1999 0:00,50.823
Kuwait,1/01/2000 0:00,35.429
Kuwait,1/01/2001 0:00,36.43
Kuwait,1/01/2002 0:00,32.333
Kuwait,1/01/2003 0:00,24.615
Kuwait,1/01/2004 0:00,18.616
Kuwait,1/01/2005 0:00,14.137
Kuwait,1/01/2006 0:00,10.57
Kuwait,1/01/2007 0:00,11.832
Kuwait,1/01/2008 0:00,9.541
Kuwait,1/01/2009 0:00,11.018
Kuwait,1/01/2010 0:00,10.913
Kuwait,1/01/2011 0:00,8.196
Kuwait,1/01/2012 0:00,6.428
Kyrgyzstan,1/01/2000 0:00,122.272
Kyrgyzstan,1/01/2001 0:00,107.315
Kyrgyzstan,1/01/2002 0:00,106.866
Kyrgyzstan,1/01/2003 0:00,106.896
Kyrgyzstan,1/01/2004 0:00,92.909
Kyrgyzstan,1/01/2005 0:00,85.94
Kyrgyzstan,1/01/2006 0:00,72.499
Kyrgyzstan,1/01/2007 0:00,56.805
Kyrgyzstan,1/01/2008 0:00,48.458
Kyrgyzstan,1/01/2009 0:00,58.067
Kyrgyzstan,1/01/2010 0:00,59.726
Kyrgyzstan,1/01/2011 0:00,49.38
Kyrgyzstan,1/01/2012 0:00,48.975
Kyrgyzstan,1/01/2013 0:00,47.725
Laos,1/01/2001 0:00,109.95
Laos,1/01/2002 0:00,110.628
Laos,1/01/2003 0:00,104.638
Laos,1/01/2004 0:00,93.617
