Country,Year,RealInterestRate
Comoros,1/01/2010 0:00,7.212996997
Comoros,1/01/2011 0:00,8.683366325
Comoros,1/01/2012 0:00,8.167313646
Comoros,1/01/2013 0:00,8.623872617
Comoros,1/01/2014 0:00,8.20738337
Congo,1/01/1994 0:00,-14.07855784
Congo,1/01/1995 0:00,12.19010318
Congo,1/01/1996 0:00,3.396907036
Congo,1/01/1997 0:00,16.22975335
Congo,1/01/1998 0:00,49.18454078
Congo,1/01/1999 0:00,-5.686152437
Congo,1/01/2000 0:00,-17.02942664
Congo,1/01/2001 0:00,40.18815974
Congo,1/01/2002 0:00,20.08824764
Congo,1/01/2003 0:00,23.23957608
Congo,1/01/2004 0:00,1.021136801
Congo,1/01/2005 0:00,-3.018877199
Congo,1/01/2006 0:00,-2.688201652
Congo,1/01/2007 0:00,13.72350718
"Congo, Democratic Republic",1/01/2006 0:00,30.62185755
"Congo, Democratic Republic",1/01/2007 0:00,23.66644107
"Congo, Democratic Republic",1/01/2008 0:00,19.70924648
"Congo, Democratic Republic",1/01/2009 0:00,23.57980361
"Congo, Democratic Republic",1/01/2010 0:00,33.31296964
"Congo, Democratic Republic",1/01/2011 0:00,30.24699506
"Congo, Democratic Republic",1/01/2012 0:00,19.49260686
"Congo, Democratic Republic",1/01/2013 0:00,18.50115805
"Congo, Democratic Republic",1/01/2014 0:00,17.16451107
Costa Rica,1/01/1994 0:00,15.12567407
Costa Rica,1/01/1995 0:00,11.8685836
Costa Rica,1/01/1996 0:00,9.04712506
Costa Rica,1/01/1997 0:00,6.599058948
Costa Rica,1/01/1998 0:00,9.228683405
Costa Rica,1/01/1999 0:00,9.361409698
Costa Rica,1/01/2000 0:00,16.7444512
Costa Rica,1/01/2001 0:00,14.02608124
Costa Rica,1/01/2002 0:00,15.78495884
Costa Rica,1/01/2003 0:00,15.97196763
Costa Rica,1/01/2004 0:00,10.35348987
Costa Rica,1/01/2005 0:00,12.68462947
Costa Rica,1/01/2006 0:00,10.08009483
Costa Rica,1/01/2007 0:00,3.121398932
Costa Rica,1/01/2008 0:00,3.051752756
Costa Rica,1/01/2009 0:00,10.46607821
Costa Rica,1/01/2010 0:00,8.456689886
Costa Rica,1/01/2011 0:00,11.11497467
Costa Rica,1/01/2012 0:00,13.7915906
Costa Rica,1/01/2013 0:00,10.31044167
Costa Rica,1/01/2014 0:00,9.706844415
Croatia,1/01/1996 0:00,18.05146864
Croatia,1/01/1997 0:00,7.964316735
Croatia,1/01/1998 0:00,6.925061862
Croatia,1/01/1999 0:00,10.7958348
Croatia,1/01/2000 0:00,7.314201214
Croatia,1/01/2001 0:00,5.128374529
Croatia,1/01/2002 0:00,9.04470808
Croatia,1/01/2003 0:00,7.234369233
Croatia,1/01/2004 0:00,7.735161152
Croatia,1/01/2005 0:00,7.540104221
Croatia,1/01/2006 0:00,5.707919378
Croatia,1/01/2007 0:00,5.019762177
Croatia,1/01/2008 0:00,4.131074005
Croatia,1/01/2009 0:00,8.536481183
Croatia,1/01/2010 0:00,9.466399121
Croatia,1/01/2011 0:00,7.880502805
Croatia,1/01/2012 0:00,7.776584655
Croatia,1/01/2013 0:00,8.374482984
Cyprus,1/01/1994 0:00,3.383982983
Cyprus,1/01/1995 0:00,-6.309452422
Cyprus,1/01/1996 0:00,6.144603761
Cyprus,1/01/1997 0:00,5.715149119
Cyprus,1/01/1998 0:00,4.820444522
Cyprus,1/01/1999 0:00,5.404943941
Cyprus,1/01/2000 0:00,4.874304621
Cyprus,1/01/2001 0:00,3.451646987
Cyprus,1/01/2002 0:00,6.305275269
Cyprus,1/01/2003 0:00,1.69400069
Cyprus,1/01/2004 0:00,4.299104459
Cyprus,1/01/2005 0:00,3.964494937
Cyprus,1/01/2006 0:00,3.447940037
Cyprus,1/01/2007 0:00,2.328968556
Czech Republic,1/01/1994 0:00,0.691074541
Czech Republic,1/01/1995 0:00,3.383639538
Czech Republic,1/01/1996 0:00,2.309772362
Czech Republic,1/01/1997 0:00,4.342208135
Czech Republic,1/01/1998 0:00,2.516775052
Czech Republic,1/01/1999 0:00,5.579941146
Czech Republic,1/01/2000 0:00,5.389154343
Czech Republic,1/01/2001 0:00,2.27523424
Czech Republic,1/01/2002 0:00,3.941019356
Czech Republic,1/01/2003 0:00,4.807172421
Czech Republic,1/01/2004 0:00,1.9388259
Czech Republic,1/01/2005 0:00,5.668566966
Czech Republic,1/01/2006 0:00,4.837252413
Czech Republic,1/01/2007 0:00,2.17811473
Czech Republic,1/01/2008 0:00,4.144107754
Czech Republic,1/01/2009 0:00,3.263192809
Czech Republic,1/01/2010 0:00,7.446172933
Czech Republic,1/01/2011 0:00,5.951555178
Czech Republic,1/01/2012 0:00,3.964114793
Czech Republic,1/01/2013 0:00,3.506337086
Czech Republic,1/01/2014 0:00,2.112202512
Denmark,1/01/1994 0:00,8.289410157
Denmark,1/01/1995 0:00,8.955610456
Denmark,1/01/1996 0:00,6.553859405
Denmark,1/01/1997 0:00,5.598405855
Denmark,1/01/1998 0:00,6.586603397
Denmark,1/01/1999 0:00,5.350121784
Denmark,1/01/2000 0:00,4.908887463
Denmark,1/01/2001 0:00,5.542074331
Denmark,1/01/2002 0:00,4.643279291
Djibouti,1/01/1996 0:00,7.643688109
Djibouti,1/01/1997 0:00,8.003429619
Djibouti,1/01/1998 0:00,8.874794439
Djibouti,1/01/1999 0:00,9.244960831
Djibouti,1/01/2000 0:00,9.313964833
Djibouti,1/01/2001 0:00,9.32249683
Djibouti,1/01/2002 0:00,10.58551927
Djibouti,1/01/2003 0:00,9.418881918
Djibouti,1/01/2004 0:00,7.981016738
Djibouti,1/01/2005 0:00,7.992936338
Djibouti,1/01/2006 0:00,7.817358953
Djibouti,1/01/2007 0:00,5.72605086
Djibouti,1/01/2008 0:00,0.011605793
Djibouti,1/01/2009 0:00,11.47430834
Djibouti,1/01/2010 0:00,6.243020171
Djibouti,1/01/2011 0:00,6.080339868
Djibouti,1/01/2012 0:00,7.481150392
Djibouti,1/01/2013 0:00,9.313403559
Djibouti,1/01/2014 0:00,9.407891783
Dominica,1/01/1994 0:00,5.305196994
Dominica,1/01/1995 0:00,9.349203427
Dominica,1/01/1996 0:00,8.372307453
Dominica,1/01/1997 0:00,8.544111343
Dominica,1/01/1998 0:00,11.0899869
Dominica,1/01/1999 0:00,8.261055662
Dominica,1/01/2000 0:00,-10.63243148
Dominica,1/01/2001 0:00,9.29843242
Dominica,1/01/2002 0:00,10.77841868
Dominica,1/01/2003 0:00,15.82068037
Dominica,1/01/2004 0:00,5.07477499
Dominica,1/01/2005 0:00,11.12618659
Dominica,1/01/2006 0:00,6.935938693
Dominica,1/01/2007 0:00,7.537207365
Dominica,1/01/2008 0:00,7.406311454
Dominica,1/01/2009 0:00,1.821426932
Dominica,1/01/2010 0:00,9.201339796
Dominica,1/01/2011 0:00,7.152308774
Dominica,1/01/2012 0:00,11.28959607
Dominica,1/01/2013 0:00,5.069620357
Dominica,1/01/2014 0:00,9.403106739
Dominican Republic,1/01/1994 0:00,16.78662014
Dominican Republic,1/01/1995 0:00,19.44899694
Dominican Republic,1/01/1996 0:00,19.62804702
Dominican Republic,1/01/1997 0:00,11.3613964
Dominican Republic,1/01/1998 0:00,18.53051379
Dominican Republic,1/01/1999 0:00,20.84024472
Dominican Republic,1/01/2000 0:00,18.59880243
Dominican Republic,1/01/2001 0:00,18.22431124
Dominican Republic,1/01/2002 0:00,19.51544056
Dominican Republic,1/01/2003 0:00,-1.677793087
Dominican Republic,1/01/2004 0:00,-8.648573695
Dominican Republic,1/01/2005 0:00,20.8527197
Dominican Republic,1/01/2006 0:00,13.35426002
Dominican Republic,1/01/2007 0:00,2.724205707
Dominican Republic,1/01/2008 0:00,8.655321932
Dominican Republic,1/01/2009 0:00,14.24222196
Dominican Republic,1/01/2010 0:00,6.141221512
Dominican Republic,1/01/2011 0:00,5.978818788
Dominican Republic,1/01/2012 0:00,10.58920093
Dominican Republic,1/01/2013 0:00,10.59506076
Dominican Republic,1/01/2014 0:00,12.27457928
Ecuador,1/01/1994 0:00,25.20282591
Ecuador,1/01/1995 0:00,47.94752825
Ecuador,1/01/1996 0:00,52.23397805
Ecuador,1/01/1997 0:00,33.65973439
Ecuador,1/01/1998 0:00,55.42766328
Ecuador,1/01/1999 0:00,59.32130225
Ecuador,1/01/2000 0:00,26.90815005
Ecuador,1/01/2001 0:00,-9.486799659
Ecuador,1/01/2002 0:00,3.325805237
Ecuador,1/01/2003 0:00,2.755025138
Ecuador,1/01/2004 0:00,5.455721593
Ecuador,1/01/2005 0:00,1.751336812
Ecuador,1/01/2006 0:00,1.671699777
Egypt,1/01/1994 0:00,7.435419378
Egypt,1/01/1995 0:00,4.552157654
Egypt,1/01/1996 0:00,7.913220466
Egypt,1/01/1997 0:00,3.562251892
Egypt,1/01/1998 0:00,8.782552706
Egypt,1/01/1999 0:00,11.99072947
Egypt,1/01/2000 0:00,7.893586087
Egypt,1/01/2001 0:00,11.21448513
Egypt,1/01/2002 0:00,10.2787931
Egypt,1/01/2003 0:00,6.327026894
Egypt,1/01/2004 0:00,1.526902812
Egypt,1/01/2005 0:00,6.523641958
Egypt,1/01/2006 0:00,4.880796549
Egypt,1/01/2007 0:00,-0.077628805
Egypt,1/01/2008 0:00,0.10404094
Egypt,1/01/2009 0:00,0.721043906
Egypt,1/01/2010 0:00,0.810812098
Egypt,1/01/2011 0:00,-0.507916063
Egypt,1/01/2012 0:00,-0.394115997
Egypt,1/01/2013 0:00,3.032515524
Egypt,1/01/2014 0:00,0.203795408
Equatorial Guinea,1/01/1994 0:00,-5.642457935
Equatorial Guinea,1/01/1995 0:00,7.725762893
Equatorial Guinea,1/01/1996 0:00,21.00630069
Equatorial Guinea,1/01/1997 0:00,40.4675071
Equatorial Guinea,1/01/1998 0:00,78.27373591
Equatorial Guinea,1/01/1999 0:00,-12.32963381
Equatorial Guinea,1/01/2000 0:00,-25.94167391
Equatorial Guinea,1/01/2001 0:00,37.07686065
Equatorial Guinea,1/01/2002 0:00,19.89785142
Equatorial Guinea,1/01/2003 0:00,17.25470343
Equatorial Guinea,1/01/2004 0:00,0.921323155
Equatorial Guinea,1/01/2005 0:00,-26.14864259
Equatorial Guinea,1/01/2006 0:00,12.60036163
Equatorial Guinea,1/01/2007 0:00,19.51107687
Estonia,1/01/1996 0:00,-7.848481741
Estonia,1/01/1997 0:00,1.443842801
Estonia,1/01/1998 0:00,6.641011616
Estonia,1/01/1999 0:00,3.387948333
Estonia,1/01/2000 0:00,3.540657444
Estonia,1/01/2001 0:00,1.368995039
Estonia,1/01/2002 0:00,1.57654749
Estonia,1/01/2003 0:00,1.162931184
Estonia,1/01/2004 0:00,0.751296298
Estonia,1/01/2005 0:00,-1.077764695
Estonia,1/01/2006 0:00,-3.532145203
Estonia,1/01/2007 0:00,-4.530413587
Estonia,1/01/2008 0:00,0.982239076
Estonia,1/01/2009 0:00,8.916711391
Estonia,1/01/2010 0:00,6.118498001
Estonia,1/01/2011 0:00,0.813355278
Estonia,1/01/2012 0:00,2.959887212
Estonia,1/01/2013 0:00,1.33870128
Estonia,1/01/2014 0:00,2.689842833
Ethiopia,1/01/1994 0:00,11.07755928
Ethiopia,1/01/1995 0:00,2.108988394
Ethiopia,1/01/1996 0:00,13.64489862
Ethiopia,1/01/1997 0:00,10.27211655
Ethiopia,1/01/1998 0:00,10.66616172
Ethiopia,1/01/1999 0:00,8.177187481
Ethiopia,1/01/2000 0:00,1.303568618
Ethiopia,1/01/2001 0:00,17.63548321
Ethiopia,1/01/2002 0:00,12.74394789
Ethiopia,1/01/2003 0:00,-5.114907984
Ethiopia,1/01/2004 0:00,2.972377117
Ethiopia,1/01/2005 0:00,-2.617063504
Ethiopia,1/01/2006 0:00,-4.080908925
Ethiopia,1/01/2007 0:00,-8.292553686
Ethiopia,1/01/2008 0:00,-17.12177624
Fiji,1/01/1994 0:00,10.51158902
Fiji,1/01/1995 0:00,9.965307481
Fiji,1/01/1996 0:00,8.010362072
Fiji,1/01/1997 0:00,7.323353742
Fiji,1/01/1998 0:00,1.999382884
Fiji,1/01/1999 0:00,1.830090258
Fiji,1/01/2000 0:00,13.70350213
Fiji,1/01/2001 0:00,4.82106116
Fiji,1/01/2002 0:00,4.581426513
Fiji,1/01/2003 0:00,-0.251529493
Fiji,1/01/2004 0:00,4.822163058
Fiji,1/01/2005 0:00,-0.035365959
Fiji,1/01/2006 0:00,3.494674572
Fiji,1/01/2007 0:00,5.876866974
Fiji,1/01/2008 0:00,6.552432866
Fiji,1/01/2009 0:00,6.374077243
Fiji,1/01/2010 0:00,3.127573479
Fiji,1/01/2011 0:00,-7.265355981
Fiji,1/01/2012 0:00,3.355639811
Fiji,1/01/2013 0:00,2.999848522
Fiji,1/01/2014 0:00,2.17990193
Finland,1/01/1994 0:00,5.960979734
Finland,1/01/1995 0:00,3.409646896
Finland,1/01/1996 0:00,6.262760419
Finland,1/01/1997 0:00,3.108885161
Finland,1/01/1998 0:00,2.170214516
Finland,1/01/1999 0:00,3.725719924
Finland,1/01/2000 0:00,3.912636408
Finland,1/01/2001 0:00,2.377373372
Finland,1/01/2002 0:00,3.813680672
Finland,1/01/2003 0:00,3.907997705
Finland,1/01/2004 0:00,3.062583259
France,1/01/1994 0:00,6.890685151
France,1/01/1995 0:00,6.891102211
France,1/01/1996 0:00,5.326624064
France,1/01/1997 0:00,5.412026681
France,1/01/1998 0:00,5.54497843
France,1/01/1999 0:00,6.125084842
France,1/01/2000 0:00,5.078235552
France,1/01/2001 0:00,4.876781902
France,1/01/2002 0:00,4.436653024
France,1/01/2003 0:00,4.639557137
France,1/01/2004 0:00,4.874219006
Gabon,1/01/1994 0:00,-19.82337557
Gabon,1/01/1995 0:00,14.46715263
Gabon,1/01/1996 0:00,7.429662192
Gabon,1/01/1997 0:00,20.85605294
Gabon,1/01/1998 0:00,48.39394236
Gabon,1/01/1999 0:00,2.356433115
Gabon,1/01/2000 0:00,-4.75398142
Gabon,1/01/2001 0:00,20.8705256
Gabon,1/01/2002 0:00,16.99871585
Gabon,1/01/2003 0:00,18.25675954
Gabon,1/01/2004 0:00,9.497234735
Gabon,1/01/2005 0:00,0.405652882
Gabon,1/01/2006 0:00,4.438967225
Gabon,1/01/2007 0:00,9.063881879
Gambia,1/01/1994 0:00,20.45012162
Gambia,1/01/1995 0:00,20.27487212
Gambia,1/01/1996 0:00,15.80848621
Gambia,1/01/1997 0:00,33.46679223
Gambia,1/01/1998 0:00,18.93827309
Gambia,1/01/1999 0:00,27.09540165
Gambia,1/01/2000 0:00,21.3105658
Gambia,1/01/2001 0:00,21.80095961
Gambia,1/01/2002 0:00,12.32764694
Gambia,1/01/2003 0:00,14.56180216
Gambia,1/01/2004 0:00,16.82022293
Gambia,1/01/2005 0:00,30.23638609
Gambia,1/01/2006 0:00,27.29103163
Gambia,1/01/2007 0:00,22.65009905
Gambia,1/01/2008 0:00,24.49593827
Gambia,1/01/2009 0:00,20.74486801
Gambia,1/01/2010 0:00,21.68416837
Gambia,1/01/2011 0:00,22.63712643
Gambia,1/01/2012 0:00,23.32082899
Gambia,1/01/2013 0:00,20.80924286
Georgia,1/01/1996 0:00,10.77523738
Georgia,1/01/1997 0:00,40.5833008
Georgia,1/01/1998 0:00,26.94481322
Georgia,1/01/1999 0:00,18.17248747
Georgia,1/01/2000 0:00,19.09352305
Georgia,1/01/2001 0:00,16.03063905
Georgia,1/01/2002 0:00,16.67290768
Georgia,1/01/2003 0:00,19.65762185
Georgia,1/01/2004 0:00,12.66025659
Georgia,1/01/2005 0:00,8.916772296
Georgia,1/01/2006 0:00,7.904696403
Georgia,1/01/2007 0:00,6.739977799
Georgia,1/01/2008 0:00,7.599053317
Georgia,1/01/2009 0:00,20.2820249
Georgia,1/01/2010 0:00,6.726996965
Georgia,1/01/2011 0:00,5.041728784
Georgia,1/01/2012 0:00,13.41181362
Georgia,1/01/2013 0:00,14.39315949
Georgia,1/01/2014 0:00,7.845657637
Germany,1/01/1994 0:00,9.114404701
Germany,1/01/1995 0:00,8.794895861
Germany,1/01/1996 0:00,9.337337805
Germany,1/01/1997 0:00,8.843542178
Germany,1/01/1998 0:00,8.356062449
Germany,1/01/1999 0:00,8.464274453
Germany,1/01/2000 0:00,10.12533039
Germany,1/01/2001 0:00,8.622063246
Germany,1/01/2002 0:00,8.235720695
Greece,1/01/1994 0:00,14.62448428
Greece,1/01/1995 0:00,12.07572842
Greece,1/01/1996 0:00,12.37752289
Greece,1/01/1997 0:00,11.60290398
Greece,1/01/1998 0:00,12.80143467
Greece,1/01/1999 0:00,10.97950811
Greece,1/01/2000 0:00,10.55257994
Greece,1/01/2001 0:00,4.938642413
Greece,1/01/2002 0:00,3.932859534
Greece,1/01/2003 0:00,3.221018743
Grenada,1/01/1994 0:00,9.065232819
Grenada,1/01/1995 0:00,7.873792334
Grenada,1/01/1996 0:00,7.324761662
Grenada,1/01/1997 0:00,12.43652865
Grenada,1/01/1998 0:00,6.511592082
Grenada,1/01/1999 0:00,10.30216219
Grenada,1/01/2000 0:00,-17.00743366
Grenada,1/01/2001 0:00,7.87371781
Grenada,1/01/2002 0:00,10.89653084
Grenada,1/01/2003 0:00,12.13463967
Grenada,1/01/2004 0:00,7.991377657
Grenada,1/01/2005 0:00,7.416960788
Grenada,1/01/2006 0:00,4.963543719
Grenada,1/01/2007 0:00,7.290721792
Grenada,1/01/2008 0:00,1.544496951
Grenada,1/01/2009 0:00,10.99619515
Grenada,1/01/2010 0:00,10.04709386
Grenada,1/01/2011 0:00,10.43922187
Grenada,1/01/2012 0:00,5.579138009
Grenada,1/01/2013 0:00,6.174126225
Grenada,1/01/2014 0:00,6.631351204
Guatemala,1/01/1994 0:00,10.0347534
Guatemala,1/01/1995 0:00,11.49421724
Guatemala,1/01/1996 0:00,12.68747622
Guatemala,1/01/1997 0:00,9.588412677
Guatemala,1/01/1998 0:00,6.448926448
Guatemala,1/01/1999 0:00,13.77560361
Guatemala,1/01/2000 0:00,13.15317509
Guatemala,1/01/2001 0:00,24.02249063
Guatemala,1/01/2002 0:00,9.783668735
Guatemala,1/01/2003 0:00,10.07342411
Guatemala,1/01/2004 0:00,7.290843905
Guatemala,1/01/2005 0:00,7.004107816
Guatemala,1/01/2006 0:00,7.399115465
Guatemala,1/01/2007 0:00,5.32097272
Guatemala,1/01/2008 0:00,3.610149489
Guatemala,1/01/2009 0:00,9.953195806
Guatemala,1/01/2010 0:00,7.798768961
Guatemala,1/01/2011 0:00,6.075726464
Guatemala,1/01/2012 0:00,9.837321919
Guatemala,1/01/2013 0:00,9.897858647
Guatemala,1/01/2014 0:00,10.32548923
Guinea,1/01/1994 0:00,20.28236584
Guinea,1/01/1995 0:00,14.67528579
Guinea,1/01/1998 0:00,15.71537969
Guinea,1/01/1999 0:00,15.01263906
Guinea,1/01/2000 0:00,12.29996312
Guinea-Bissau,1/01/1994 0:00,10.61574661
Guinea-Bissau,1/01/1995 0:00,-8.162349501
Guinea-Bissau,1/01/1996 0:00,8.989407951
Guyana,1/01/1994 0:00,-1.118773559
Guyana,1/01/1995 0:00,6.067608081
Guyana,1/01/1996 0:00,13.26283075
Guyana,1/01/1997 0:00,15.42924777
Guyana,1/01/1998 0:00,13.36545059
Guyana,1/01/1999 0:00,5.313250201
Guyana,1/01/2000 0:00,10.0390758
Guyana,1/01/2001 0:00,19.25857764
Guyana,1/01/2002 0:00,11.3010356
Guyana,1/01/2003 0:00,9.0116655
Guyana,1/01/2004 0:00,9.197633739
Guyana,1/01/2005 0:00,6.156009286
Guyana,1/01/2006 0:00,-32.0004324
Guyana,1/01/2007 0:00,1.693282974
Guyana,1/01/2008 0:00,5.101648007
Guyana,1/01/2009 0:00,12.15267643
Guyana,1/01/2010 0:00,7.346289126
Guyana,1/01/2011 0:00,5.615209258
Guyana,1/01/2012 0:00,7.672971038
Guyana,1/01/2013 0:00,13.60879753
Haiti,1/01/1999 0:00,20.27572485
Haiti,1/01/2000 0:00,18.33960499
Haiti,1/01/2001 0:00,20.03878771
Haiti,1/01/2002 0:00,21.96384108
Haiti,1/01/2003 0:00,13.6355432
Haiti,1/01/2004 0:00,21.81917745
Haiti,1/01/2005 0:00,3.965278469
Haiti,1/01/2006 0:00,10.11306108
Haiti,1/01/2007 0:00,13.94917431
Haiti,1/01/2008 0:00,4.354477911
Haiti,1/01/2009 0:00,13.14035177
Haiti,1/01/2010 0:00,11.40871487
Haiti,1/01/2011 0:00,3.813334042
Haiti,1/01/2012 0:00,3.465436071
Haiti,1/01/2013 0:00,2.003009554
Haiti,1/01/2014 0:00,6.710860645
Honduras,1/01/1994 0:00,-3.267785549
Honduras,1/01/1995 0:00,1.658346452
Honduras,1/01/1996 0:00,5.545578746
Honduras,1/01/1997 0:00,8.003766835
Honduras,1/01/1998 0:00,17.07790539
Honduras,1/01/1999 0:00,16.66565384
Honduras,1/01/2000 0:00,-3.054273007
Honduras,1/01/2001 0:00,14.50701917
Honduras,1/01/2002 0:00,16.70233414
Honduras,1/01/2003 0:00,14.22506592
Honduras,1/01/2004 0:00,12.61077139
Honduras,1/01/2005 0:00,10.76809208
Honduras,1/01/2006 0:00,11.47428245
Honduras,1/01/2007 0:00,9.359386039
Honduras,1/01/2008 0:00,9.412844122
Honduras,1/01/2009 0:00,10.95295752
Honduras,1/01/2010 0:00,13.55479289
Honduras,1/01/2011 0:00,9.971806992
Honduras,1/01/2012 0:00,14.35696298
Honduras,1/01/2013 0:00,18.45328242
Honduras,1/01/2014 0:00,14.29461239
Hungary,1/01/1994 0:00,6.618854534
Hungary,1/01/1995 0:00,4.636167503
Hungary,1/01/1996 0:00,4.248809533
Hungary,1/01/1997 0:00,1.507336695
Hungary,1/01/1998 0:00,4.981647525
Hungary,1/01/1999 0:00,7.670656335
Hungary,1/01/2000 0:00,2.526096828
Hungary,1/01/2001 0:00,0.817354768
Hungary,1/01/2002 0:00,1.630349828
Hungary,1/01/2003 0:00,3.932462821
Hungary,1/01/2004 0:00,7.424847001
Hungary,1/01/2005 0:00,5.972929464
Hungary,1/01/2006 0:00,4.38666295
Hungary,1/01/2007 0:00,3.545833306
Hungary,1/01/2008 0:00,4.944753906
Hungary,1/01/2009 0:00,6.833506908
Hungary,1/01/2010 0:00,5.209260336
Hungary,1/01/2011 0:00,5.984487094
Hungary,1/01/2012 0:00,5.311233912
Hungary,1/01/2013 0:00,3.13542583
Hungary,1/01/2014 0:00,1.15568144
Iceland,1/01/1994 0:00,7.761235475
Iceland,1/01/1995 0:00,8.33588952
Iceland,1/01/1996 0:00,9.71848013
Iceland,1/01/1997 0:00,9.704149918
Iceland,1/01/1998 0:00,7.681086294
Iceland,1/01/1999 0:00,9.807555414
Iceland,1/01/2000 0:00,12.58869174
Iceland,1/01/2001 0:00,8.465384927
Iceland,1/01/2002 0:00,9.252211504
Iceland,1/01/2003 0:00,11.46277193
Iceland,1/01/2004 0:00,9.208030102
Iceland,1/01/2005 0:00,10.9011566
Iceland,1/01/2006 0:00,8.376847662
Iceland,1/01/2007 0:00,14.5254175
Iceland,1/01/2008 0:00,7.859507502
Iceland,1/01/2009 0:00,10.01947656
Iceland,1/01/2010 0:00,4.415101368
Iceland,1/01/2011 0:00,4.516467448
Iceland,1/01/2012 0:00,4.976840682
Iceland,1/01/2013 0:00,6.192223861
Iceland,1/01/2014 0:00,3.613044426
India,1/01/1994 0:00,4.337109732
India,1/01/1995 0:00,5.864178113
India,1/01/1996 0:00,7.792994301
India,1/01/1997 0:00,6.909578991
India,1/01/1998 0:00,5.12127633
India,1/01/1999 0:00,9.191247325
India,1/01/2000 0:00,8.34261083
India,1/01/2001 0:00,8.591449296
India,1/01/2002 0:00,7.90717719
India,1/01/2003 0:00,7.30788116
India,1/01/2004 0:00,4.910128304
India,1/01/2005 0:00,6.2483375
India,1/01/2006 0:00,4.477348229
India,1/01/2007 0:00,6.869182971
India,1/01/2008 0:00,4.277227228
India,1/01/2009 0:00,5.773573851
India,1/01/2010 0:00,-0.596843393
India,1/01/2011 0:00,3.541208214
India,1/01/2012 0:00,2.767321537
India,1/01/2013 0:00,3.803642665
India,1/01/2014 0:00,7.001516849
Indonesia,1/01/1994 0:00,9.263275015
Indonesia,1/01/1995 0:00,8.339212891
Indonesia,1/01/1996 0:00,9.520961675
Indonesia,1/01/1997 0:00,8.21363024
Indonesia,1/01/1998 0:00,-24.60021767
Indonesia,1/01/1999 0:00,11.82652979
Indonesia,1/01/2000 0:00,-1.654214472
Indonesia,1/01/2001 0:00,3.719985957
Indonesia,1/01/2002 0:00,12.3224125
Indonesia,1/01/2003 0:00,10.85207335
Indonesia,1/01/2004 0:00,5.134404754
Indonesia,1/01/2005 0:00,-0.245732252
Indonesia,1/01/2006 0:00,1.658151422
Indonesia,1/01/2007 0:00,2.339674091
Indonesia,1/01/2008 0:00,-3.852245026
Indonesia,1/01/2009 0:00,5.747952096
Indonesia,1/01/2010 0:00,-1.746097536
Indonesia,1/01/2011 0:00,4.594376749
Indonesia,1/01/2012 0:00,7.750188565
Indonesia,1/01/2013 0:00,6.636071705
Indonesia,1/01/2014 0:00,6.844056603
Iran,1/01/2004 0:00,-3.23017567
Iran,1/01/2005 0:00,-2.93774274
Iran,1/01/2006 0:00,0.114354569
Iran,1/01/2007 0:00,-7.448463617
Iran,1/01/2008 0:00,-5.460729156
Iran,1/01/2009 0:00,9.039135012
Iran,1/01/2010 0:00,-2.063052997
Iran,1/01/2011 0:00,-12.11012996
Iran,1/01/2012 0:00,-8.868004025
Iran,1/01/2013 0:00,-17.37428246
Iran,1/01/2014 0:00,1.567959466
Iraq,1/01/2004 0:00,-2.945067549
Iraq,1/01/2005 0:00,-14.099985
Iraq,1/01/2006 0:00,-2.984361622
Iraq,1/01/2007 0:00,3.869774261
Iraq,1/01/2008 0:00,-8.204628493
Iraq,1/01/2009 0:00,43.6755196
Iraq,1/01/2010 0:00,-2.796979653
Iraq,1/01/2011 0:00,-8.888299591
Iraq,1/01/2012 0:00,10.09488708
Iraq,1/01/2013 0:00,13.05982525
Ireland,1/01/1994 0:00,4.366067117
Ireland,1/01/1995 0:00,3.419748658
Ireland,1/01/1996 0:00,5.333216466
Ireland,1/01/1997 0:00,2.81559715
Ireland,1/01/1998 0:00,-0.088323363
Ireland,1/01/1999 0:00,-0.746297423
Ireland,1/01/2000 0:00,-1.277539984
Ireland,1/01/2001 0:00,-1.367198555
Ireland,1/01/2002 0:00,-1.373170797
Ireland,1/01/2003 0:00,-0.406516587
Ireland,1/01/2004 0:00,-0.044436368
Ireland,1/01/2005 0:00,0.286897709
Israel,1/01/1994 0:00,4.216508336
Israel,1/01/1995 0:00,9.38637396
Israel,1/01/1996 0:00,10.07288467
Israel,1/01/1997 0:00,9.56562458
Israel,1/01/1998 0:00,8.716146238
Israel,1/01/1999 0:00,9.514908823
Israel,1/01/2000 0:00,10.50265699
Israel,1/01/2001 0:00,8.22287573
Israel,1/01/2002 0:00,5.240929812
Israel,1/01/2003 0:00,11.25568592
Israel,1/01/2004 0:00,7.415965105
Israel,1/01/2005 0:00,5.531177773
Israel,1/01/2006 0:00,6.476821209
Israel,1/01/2007 0:00,5.848558122
Israel,1/01/2008 0:00,4.185951803
Israel,1/01/2009 0:00,0.305657812
Israel,1/01/2010 0:00,3.431280572
Israel,1/01/2011 0:00,4.111494461
Israel,1/01/2012 0:00,1.602605324
Israel,1/01/2014 0:00,2.874157909
Italy,1/01/1994 0:00,8.152557568
Italy,1/01/1995 0:00,7.920644423
Italy,1/01/1996 0:00,7.90492289
Italy,1/01/1997 0:00,7.706894716
Italy,1/01/1998 0:00,5.962664915
Italy,1/01/1999 0:00,4.649135568
Italy,1/01/2000 0:00,4.959818036
Italy,1/01/2001 0:00,4.177105977
